Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Roanoke City Police Department,04/22/2008,08-FS11604,01,"$1,800.00 U.S. CURRENCY",Pending,"$1,800.00",04/25/2008,,,,$0.00,
Roanoke City Police Department,06/21/2009,10-FS20201,01,1976 CHEVROLET MONTE CARLO,Dismissal,$500.00,07/21/2009,08/17/2009,,,$0.00,08/17/2009
Roanoke City Police Department,06/26/2009,10-FS23802,01,"$2,234.00 U.S. CURRENCY",Forfeiture,"$2,234.00",08/26/2009,11/23/2009,,,"$2,234.00",11/23/2009
Roanoke City Police Department,07/08/2009,10-FS19804,01,"$1,969.00 U.S. CURRENCY",Forfeiture,"$1,969.00",07/17/2009,12/02/2009,,,"$1,969.00",12/02/2009
Roanoke City Police Department,07/23/2009,10-FS21903,01,"$1,365.00 U.S. CURRENCY",Forfeiture,"$1,365.00",08/07/2009,03/02/2011,,,"$1,365.00",03/02/2011
Roanoke City Police Department,07/23/2009,10-FS21904,01,$678.00 U.S. CURRENCY,Forfeiture,$678.00,08/07/2009,02/19/2010,,,$678.00,02/19/2010
Roanoke City Police Department,07/31/2009,10-FS24409,01,"$1,050.00 U.S. CURRENCY",Forfeiture,"$1,050.00",09/01/2009,02/19/2010,,,"$1,050.00",02/19/2010
Roanoke City Police Department,08/06/2009,10-FS22504,01,$876.00 U.S. CURRENCY,Forfeiture,$876.00,08/13/2009,12/29/2009,,,$876.00,12/29/2009
Roanoke City Police Department,08/07/2009,10-FS23706,01,$741.00 U.S. CURRENCY,Dismissal,$741.00,08/25/2009,11/18/2009,,,$0.00,11/18/2009
Roanoke City Police Department,08/12/2009,10-FS23705,01,"$1,070.00 U.S. CURRENCY",Return To Owner,"$1,070.00",08/25/2009,11/05/2012,,,$0.00,11/05/2012
Roanoke City Police Department,08/12/2009,10-FS23707,01,$687.00 U.S. CURRENCY,Dismissal,$687.00,08/25/2009,11/18/2009,,,$0.00,11/18/2009
Roanoke City Police Department,08/20/2009,10-FS23708,01,$909.00 U.S. CURRENCY,Return To Owner,$909.00,08/25/2009,11/22/2013,,,$0.00,11/22/2013
