Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Warrenton Police Department,07/31/2009,10-FS22309,01,"$1,170.00 U.S. CURRENCY",Forfeiture,"$1,170.00",08/11/2009,05/10/2010,,,"$1,170.00",05/10/2010
Warrenton Police Department,01/06/2010,10-FS02117,01,2001 CHRYSLER PT CRUISER,Pending,"$3,500.00",01/21/2010,05/27/2010,,,$0.00,05/27/2010
Warrenton Police Department,01/06/2010,10-FS02117,02,$856.00 U.S. CURRENCY,Forfeiture,$856.00,01/21/2010,06/22/2010,,,$852.00,06/22/2010
Warrenton Police Department,05/05/2010,11-FS27101,01,"$2,240.00 U.S. CURRENCY",Forfeiture,"$2,240.00",09/28/2010,09/02/2010,,,"$2,240.00",09/02/2010
Warrenton Police Department,08/09/2012,13-FS29717,01,"$1,814.00 US CURRENCY",Forfeiture,"$1,814.00",10/23/2012,10/19/2012,,,"$1,814.00",10/19/2012
Warrenton Police Department,08/31/2012,15-FS32470,01,"$2,100.00 U.S. Currency",Pending,"$2,100.00",11/20/2014,,,,$0.00,
