Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Richmond County Sheriff's Office,03/16/2008,08-FS08604,01,$652.00 U.S. CURRENCY,Pending,$652.00,03/26/2008,,,,$0.00,
Richmond County Sheriff's Office,03/16/2008,08-FS08605,01,"$1,672.00 U.S. CURRENCY",Pending,"$1,672.00",03/26/2008,,,,$0.00,
Richmond County Sheriff's Office,03/27/2008,08-FS09201,01,$533.00 U.S. CURRENCY,Pending,$533.00,04/01/2008,,,,$0.00,
Richmond County Sheriff's Office,04/13/2008,08-FS15415,01,$595.26 U.S. CURRENCY,Pending,$595.26,06/02/2008,,,,$0.00,
Richmond County Sheriff's Office,04/13/2008,08-FS15416,01,"$1,431.72 U.S. CURRENCY",Pending,"$1,431.72",06/02/2008,,,,$0.00,
Richmond County Sheriff's Office,04/13/2008,08-FS15417,01,"$1,480.26 U.S. CURRENCY",Pending,"$1,480.26",06/02/2008,,,,$0.00,
Richmond County Sheriff's Office,05/18/2008,08-FS14813,01,1990 OLDSMOBILE CIERRA,Pending,$500.00,05/27/2008,,,,$0.00,
Richmond County Sheriff's Office,06/02/2008,08-FS15411,01,1996 JEEP,Pending,"$2,500.00",06/02/2008,,,,$0.00,
Richmond County Sheriff's Office,06/02/2008,08-FS15411,02,"$1,752.67 U.S. CURRENCY",Pending,"$1,752.67",06/02/2008,,,,$0.00,
Richmond County Sheriff's Office,10/22/2010,11-FS30205,01,1992 FORD VAN,Pending,"$2,500.00",10/29/2010,,,,$0.00,
Richmond County Sheriff's Office,10/23/2010,11-FS30204,01,1996 GMC SUV,Pending,"$2,000.00",10/29/2010,,,,$0.00,
Richmond County Sheriff's Office,09/09/2014,15-FS27521,01,"$1,544.00 U.S. Currency",Pending,"$1,544.00",10/02/2014,,,,$0.00,
