Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Waynesboro Police Department,12/04/2012,14-FS00903,01,$740.00 U.S. Currency,Forfeiture,$740.00,01/09/2014,02/03/2014,,,$740.00,02/03/2014
Waynesboro Police Department,02/14/2013,13-FS04605,01,"$5,380.00 U.S. Currency",Forfeiture,"$5,380.00",02/15/2013,07/24/2013,,,"$5,380.00",07/24/2013
Waynesboro Police Department,02/14/2013,13-FS04607,01,"$2,659.00 U.S. Currency",Dismissal,"$2,659.00",02/15/2013,02/27/2013,,,$0.00,02/27/2013
Waynesboro Police Department,02/15/2013,13-FS05308,01,"$1,060.00 U.S. Currency",Forfeiture,"$1,060.00",02/22/2013,07/24/2013,,,"$1,060.00",07/24/2013
Waynesboro Police Department,04/18/2013,13-FS11512,01,"$2,330.00 U.S. Currency",Forfeiture,"$2,330.00",04/25/2013,07/24/2013,,,"$2,330.00",07/24/2013
Waynesboro Police Department,05/07/2013,13-FS14302,01,2006 ACURA  TL-V6,Pending,"$13,375.00",05/23/2013,,,,$0.00,
Waynesboro Police Department,05/17/2013,13-FS14305,01,"$3,321.00 U.S. Currency",Forfeiture,"$3,321.00",05/23/2013,02/03/2014,,,"$3,321.00",02/03/2014
Waynesboro Police Department,09/03/2013,14-FS25405,01,"$1,356.00 U.S. Currency",Forfeiture,"$1,356.00",09/11/2013,02/03/2014,,,"$1,356.00",02/03/2014
Waynesboro Police Department,12/09/2013,14-FS34310,01,1998 INTL  TRUCK,Pending,"$21,000.00",12/09/2013,,,,$0.00,
Waynesboro Police Department,12/09/2013,14-FS34310,02,"$4,680.00 U.S. Currency",Pending,"$4,680.00",12/09/2013,,,,$0.00,
Waynesboro Police Department,02/22/2014,14-FS06612,01,"$3,694.00 U.S. Currency",Pending,"$3,694.00",03/07/2014,,,,$0.00,
Waynesboro Police Department,02/22/2014,14-FS06613,01,"$1,078.00 U.S. Currency",Pending,"$1,078.00",03/07/2014,,,,$0.00,
Waynesboro Police Department,02/23/2014,14-FS06619,01,"$1,830.00 U.S. Currency",Forfeiture,"$1,830.00",03/07/2014,05/29/2014,,,"$1,830.00",05/29/2014
Waynesboro Police Department,04/26/2014,14-FS12056,01,"$2,325.00 U.S. Currency",Pending,"$2,325.00",04/30/2014,,,,$0.00,
Waynesboro Police Department,04/26/2014,14-FS12166,01,2004 TOYOTA  Camry-4 Cyl.,Pending,"$4,000.00",05/01/2014,,,,$0.00,
Waynesboro Police Department,06/17/2014,14-FS18183,01,"$1,151.00 U.S. Currency",Forfeiture,"$1,151.00",06/30/2014,12/01/2014,,,"$1,151.00",12/01/2014
Waynesboro Police Department,07/16/2014,15-FS19880,01,"$1,000.00 U.S. Currency",Forfeiture,"$1,000.00",07/17/2014,09/22/2014,,,"$1,000.00",09/22/2014
Waynesboro Police Department,07/28/2014,15-FS21135,01,"$3,381.00 U.S. Currency",Forfeiture,"$3,381.00",07/30/2014,09/22/2014,,,"$3,381.00",09/22/2014
Waynesboro Police Department,11/05/2014,15-FS33518,01,"$4,695.00 U.S. Currency",Pending,"$4,695.00",12/01/2014,,,,$0.00,
Waynesboro Police Department,12/20/2014,15-FS36454,01,"$1,229.00 U.S. Currency",Pending,"$1,229.00",12/30/2014,,,,$0.00,
