Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Dickenson County Sheriff's Office,02/12/2008,08-FS05606,01,$772.00 U.S. CURRENCY,Return To Owner,$772.00,02/25/2008,10/20/2014,,,$0.00,10/20/2014
Dickenson County Sheriff's Office,05/05/2008,08-FS14007,01,2000 CHEVROLET S10 PICKUP,Return To Owner,"$5,000.00",05/20/2008,10/20/2014,,,$0.00,10/20/2014
Dickenson County Sheriff's Office,05/05/2008,08-FS14007,02,2002 YAMAHA ATV,Return To Owner,"$1,500.00",05/20/2008,10/20/2014,,,$0.00,10/20/2014
Dickenson County Sheriff's Office,09/13/2008,09-FS26606,01,1993 FORD CROWN VICTORIA,Return To Owner,"$1,800.00",09/22/2008,10/20/2014,,,$0.00,10/20/2014
Dickenson County Sheriff's Office,01/14/2009,09-FS03302,01,1998 CHEVROLET S10 PICKUP,Return To Owner,"$1,500.00",02/02/2009,10/20/2014,,,$0.00,10/20/2014
Dickenson County Sheriff's Office,06/04/2009,09-FS17301,01,1997 FORD F-350 FLATBED,Return To Owner,"$9,000.00",06/22/2009,10/20/2014,,,$0.00,10/20/2014
Dickenson County Sheriff's Office,06/04/2009,09-FS17301,02,HUSQVARNA CHAINSAW 359,Return To Owner,$549.00,06/22/2009,10/20/2014,,,$0.00,10/20/2014
Dickenson County Sheriff's Office,06/04/2009,09-FS17301,03,HUSQVARNA CHAINSAW MODEL 359,Return To Owner,$809.00,06/22/2009,10/20/2014,,,$0.00,10/20/2014
Dickenson County Sheriff's Office,06/26/2009,10-FS19404,01,1999 HARLEY DAVIDSON SPORTSTER XL 883,Return To Owner,"$5,000.00",07/13/2009,10/20/2014,,,$0.00,10/20/2014
Dickenson County Sheriff's Office,05/11/2011,11-FS15304,01,11 WEAPONS,Pending,"$2,000.00",06/02/2011,,,,$0.00,
Dickenson County Sheriff's Office,05/12/2011,11-FS15302,01,"VIZIO 55"" LCD TV",Pending,$500.00,06/02/2011,,,,$0.00,
Dickenson County Sheriff's Office,05/12/2011,11-FS15302,02,TOSHIBA LAP TOP,Pending,$500.00,06/02/2011,,,,$0.00,
Dickenson County Sheriff's Office,05/12/2011,11-FS15302,03,ACER LAPTOP,Pending,$500.00,06/02/2011,,,,$0.00,
Dickenson County Sheriff's Office,05/12/2011,11-FS15302,04,2004 COLT UTILITY TRAILER,Pending,$500.00,06/02/2011,,,,$0.00,
Dickenson County Sheriff's Office,05/12/2011,11-FS15302,05,2003 UTILITY TRAILER,Pending,$500.00,06/02/2011,,,,$0.00,
Dickenson County Sheriff's Office,05/12/2011,11-FS15302,06,34 WEAPONS,Pending,"$2,000.00",06/02/2011,,,,$0.00,
Dickenson County Sheriff's Office,05/12/2011,11-FS15302,07,FENDER TELECASTER GUITAR,Pending,$800.00,06/02/2011,,,,$0.00,
Dickenson County Sheriff's Office,05/12/2011,11-FS15302,08,FENDER STRATOCASTER GUITAR,Pending,$500.00,06/02/2011,,,,$0.00,
Dickenson County Sheriff's Office,05/12/2011,11-FS15303,01,GIBSON GUITAR,Pending,"$2,000.00",06/02/2011,,,,$0.00,
Dickenson County Sheriff's Office,05/12/2011,11-FS15303,02,COLEMAN 5000 WATT GENERATOR,Pending,$600.00,06/02/2011,,,,$0.00,
Dickenson County Sheriff's Office,05/12/2011,11-FS15303,03,SEARS WELDER 225 AMP,Pending,$500.00,06/02/2011,,,,$0.00,
Dickenson County Sheriff's Office,05/12/2011,11-FS15303,04,1994 HARLEY DAVIDSON ULTRA CLASSIC,Pending,"$1,500.00",06/02/2011,,,,$0.00,
Dickenson County Sheriff's Office,03/22/2013,13-FS10110,01,"$3,118.00 U.S. Currency",Pending,"$3,118.00",04/11/2013,,,,$0.00,
Dickenson County Sheriff's Office,03/22/2013,13-FS10110,02,$805.00 U.S. Currency,Pending,$805.00,04/11/2013,,,,$0.00,
Dickenson County Sheriff's Office,07/29/2014,15-FS21891,01,1988 SUZUKI  No vehicle found.,Pending,"$1,800.00",08/10/2014,,,,$0.00,
Dickenson County Sheriff's Office,07/29/2014,15-FS21891,02,1992 SUZUKI  No vehicle found.,Pending,"$4,000.00",08/10/2014,,,,$0.00,
Dickenson County Sheriff's Office,07/29/2014,15-FS21891,04,SUZUKI  SAMARI,Pending,$800.00,08/10/2014,,,,$0.00,
Dickenson County Sheriff's Office,07/29/2014,15-FS21891,05,1991 DAIHATSU  No vehicle found.,Pending,"$1,200.00",08/10/2014,,,,$0.00,
Dickenson County Sheriff's Office,07/29/2014,15-FS21891,06,BLACK TRAILER W/ HOIST,Pending,"$3,800.00",08/10/2014,,,,$0.00,
Dickenson County Sheriff's Office,07/29/2014,15-FS21891,07,"$4,200.00 U.S. Currency",Pending,"$4,200.00",08/10/2014,,,,$0.00,
Dickenson County Sheriff's Office,07/29/2014,15-FS21891,08,"$1,739.00 U.S. Currency",Pending,"$1,739.00",08/10/2014,,,,$0.00,
Dickenson County Sheriff's Office,07/29/2014,15-FS21891,09,SAVAGE ..22 MARK II-LR,Pending,$500.00,08/10/2014,,,,$0.00,
Dickenson County Sheriff's Office,07/29/2014,15-FS21891,10,RUGER 1022,Pending,$500.00,08/10/2014,,,,$0.00,
Dickenson County Sheriff's Office,07/29/2014,15-FS21891,11,AK 47 7.62X39,Pending,$500.00,08/10/2014,,,,$0.00,
Dickenson County Sheriff's Office,07/29/2014,15-FS21891,12,MINI 14 W/ SCOPE & LASER SIGHT,Pending,$500.00,08/10/2014,,,,$0.00,
Dickenson County Sheriff's Office,07/29/2014,15-FS21891,13,H&R SINGLE SHOT 410,Pending,$500.00,08/10/2014,,,,$0.00,
Dickenson County Sheriff's Office,07/29/2014,15-FS21891,14,SAVAGE 30-06 BOLT ACTION MODEL 110,Pending,$500.00,08/10/2014,,,,$0.00,
Dickenson County Sheriff's Office,07/29/2014,15-FS21891,15,14.97 ACRES OF REAL ESTATE LOCATED NEAR SLICK HOLLOW ROAD,Pending,"$12,000.00",08/10/2014,,,,$0.00,
Dickenson County Sheriff's Office,07/29/2014,15-FS21891,16,2.03 ACRES OF REAL ESTATE PROPERTY LOCATED NEAR SLICK HOLLOW ROAD,Pending,"$5,000.00",08/10/2014,,,,$0.00,
Dickenson County Sheriff's Office,07/29/2014,15-FS21891,17,2005 YAMAHA,Pending,"$2,000.00",08/10/2014,,,,$0.00,
Dickenson County Sheriff's Office,07/29/2014,15-FS21891,18,OSAKA  STREET/TRAIL,Pending,"$1,500.00",08/10/2014,,,,$0.00,
Dickenson County Sheriff's Office,07/29/2014,15-FS21891,19,"$3,742.50 Bank Account",Pending,"$3,742.50",08/10/2014,,,,$0.00,
Dickenson County Sheriff's Office,07/29/2014,15-FS21891,20,BOBCAT 320 MINI EXCAVATOR,Pending,"$6,000.00",08/10/2014,,,,$0.00,
Dickenson County Sheriff's Office,07/30/2014,15-FS22002,01,1999 CHEVROLET  Cavalier Z24-L4,Pending,"$1,500.00",08/10/2014,,,,$0.00,
Dickenson County Sheriff's Office,07/30/2014,15-FS22002,02,NORTH AMERICAN ARMS .22 CAL,Pending,$500.00,08/10/2014,,,,$0.00,
Dickenson County Sheriff's Office,07/30/2014,15-FS22002,03,TAURUS JUDGE 410/.45 CALIBER,Pending,$500.00,08/10/2014,,,,$0.00,
Dickenson County Sheriff's Office,11/14/2014,15-FS32246,01,"$1,296.00 U.S. Currency",Pending,"$1,296.00",11/18/2014,,,,$0.00,
