Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Suffolk Police Department,09/23/2008,10-FS22308,01,"$4,000.00 U.S. CURRENCY",Forfeiture,"$4,000.00",08/11/2009,09/15/2009,,,"$2,000.00",09/15/2009
Suffolk Police Department,07/24/2009,10-FS23106,01,2000 VW GTI,Release To Lien Holder,"$4,000.00",08/19/2009,03/04/2010,,,$0.00,03/04/2010
Suffolk Police Department,07/24/2009,10-FS23106,02,$765.00 U.S. CURRENCY,Forfeiture,$765.00,08/19/2009,02/24/2010,,,$765.00,02/24/2010
Suffolk Police Department,07/31/2009,10-FS23709,01,"$1,112.26 U.S. CURRENCY",Forfeiture,"$1,112.26",08/25/2009,04/13/2010,,,"$1,112.26",04/13/2010
Suffolk Police Department,07/31/2009,10-FS23709,02,1997 MAZDA MILLENIA,Forfeiture,"$2,000.00",08/25/2009,11/02/2009,05/04/2010,,$0.00,05/04/2010
Suffolk Police Department,07/31/2009,10-FS23709,03,1992 CHRYSLER VAN,Forfeiture,"$2,500.00",08/25/2009,03/04/2010,05/04/2010,,$0.00,05/04/2010
Suffolk Police Department,07/31/2009,10-FS23709,04,1990 GMC SUBURBAN,Dismissal,"$3,500.00",08/25/2009,03/22/2010,,,$0.00,03/22/2010
Suffolk Police Department,07/31/2009,10-FS23709,05,2000 FORD MUSTANG,Forfeiture,"$2,500.00",08/25/2009,03/22/2010,08/25/2010,,"$2,128.42",08/25/2010
Suffolk Police Department,07/31/2009,10-FS23709,06,1991 INFINITI CONVERTIBLE,Forfeiture,"$3,500.00",08/25/2009,03/22/2010,08/30/2010,,$934.25,08/30/2010
Suffolk Police Department,07/31/2009,10-FS23709,07,1992 JEEP CHEROKEE,Forfeiture,"$1,000.00",08/25/2009,03/22/2010,05/04/2010,,$0.00,05/04/2010
Suffolk Police Department,07/31/2009,10-FS23709,08,1996 CADILLAC SEDAN,Release To Lien Holder,"$4,000.00",08/25/2009,11/12/2009,,,$0.00,11/12/2009
Suffolk Police Department,07/31/2009,10-FS23709,09,1990 DODGE PICKUP,Forfeiture,"$1,000.00",08/25/2009,03/22/2010,05/04/2010,,$0.00,05/04/2010
Suffolk Police Department,09/12/2009,10-FS27112,01,$587.00 U.S. CURRENCY,Forfeiture,$587.00,09/28/2009,05/04/2010,,,$587.00,05/04/2010
Suffolk Police Department,09/13/2009,10-FS28007,01,$880.00 U.S. CURRENCY,Forfeiture,$880.00,10/07/2009,02/24/2010,,,$880.00,02/24/2010
Suffolk Police Department,09/17/2009,10-FS28005,01,"$1,031.00 U.S. CURRENCY",Forfeiture,"$1,031.00",10/07/2009,02/17/2010,,,"$1,031.00",02/17/2010
Suffolk Police Department,09/17/2009,10-FS28006,01,"$2,021.00 U.S. CURRENCY",Forfeiture,"$2,021.00",10/07/2009,02/24/2010,,,"$2,021.00",02/24/2010
Suffolk Police Department,09/18/2009,10-FS27202,01,1992 TOYOTA COROLLA,Return To Owner,$500.00,09/29/2009,01/28/2010,,,$0.00,01/28/2010
Suffolk Police Department,10/23/2009,10-FS31313,01,2002 ACURA CL,Forfeiture,$500.00,11/09/2009,04/14/2010,05/23/2011,,$0.00,05/23/2011
Suffolk Police Department,10/23/2009,10-FS31313,02,"$2,188.00 U.S. CURRENCY",Forfeiture,"$2,188.00",11/09/2009,03/17/2010,,,"$2,188.00",03/17/2010
Suffolk Police Department,11/19/2009,10-FS32702,01,$570.00 U.S. CURRENCY,Forfeiture,$570.00,11/23/2009,03/25/2010,,,$570.00,03/25/2010
Suffolk Police Department,01/02/2010,10-FS01302,01,$834.00 U.S. CURRENCY,Forfeiture,$834.00,01/13/2010,05/20/2010,,,$0.00,05/20/2010
Suffolk Police Department,02/05/2010,10-FS03417,01,"$2,874.00 U.S. CURRENCY",Forfeiture,"$2,874.00",02/03/2010,05/04/2010,,,"$2,874.00",05/04/2010
Suffolk Police Department,03/01/2010,10-FS06805,01,$566.00 U.S. CURRENCY,Forfeiture,$566.00,03/09/2010,05/20/2010,,,$0.00,05/20/2010
Suffolk Police Department,03/03/2010,10-FS07502,01,1995 LEXUS LS400,Forfeiture,"$6,000.00",03/16/2010,10/14/2010,,,"$1,766.75",10/14/2010
Suffolk Police Department,03/13/2010,10-FS07505,01,$996.00 U.S. CURRENCY,Forfeiture,$996.00,03/16/2010,06/30/2010,,,$996.00,06/30/2010
Suffolk Police Department,03/30/2010,10-FS09605,01,1994 LEXUS SC300,Forfeiture,"$1,000.00",04/06/2010,08/10/2010,,,$750.00,08/10/2010
Suffolk Police Department,04/06/2010,10-FS11201,01,"REAL PROPERTY AT 107 LINDEN AVE., SUFFOLK, VA",Forfeiture,"$35,000.00",04/22/2010,04/19/2010,,,"$23,159.20",04/19/2010
Suffolk Police Department,04/27/2010,10-FS12507,01,$575.00 U.S. CURRENCY,Forfeiture,$575.00,05/05/2010,01/21/2011,,,$0.00,01/21/2011
Suffolk Police Department,06/08/2010,10-FS16610,01,"$2,369.77 U.S. CURRENCY",Forfeiture,"$2,369.77",06/15/2010,10/14/2010,,,"$2,369.77",10/14/2010
Suffolk Police Department,07/29/2010,11-FS21702,01,1996 FORD TAURUS,Return To Owner,"$1,000.00",08/05/2010,08/30/2010,,,$0.00,08/30/2010
Suffolk Police Department,09/01/2010,11-FS27003,01,"$1,380.75 U.S. CURRENCY",Forfeiture,"$1,380.75",09/27/2010,02/02/2011,,,"$1,380.75",02/02/2011
Suffolk Police Department,11/04/2010,11-FS34108,01,"$1,017.00 U.S. CURRENCY",Forfeiture,"$1,017.00",12/07/2010,06/21/2011,,,"$1,017.00",06/21/2011
