Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Page County Sheriff's Office,08/13/2009,10-FS24708,01,1991 FORD RANGER,Forfeiture,"$2,000.00",09/04/2009,11/14/2011,,,$0.00,11/14/2011
Page County Sheriff's Office,02/11/2011,14-FS24706,02,"$4,446.00 U.S. Currency",Pending,"$4,446.00",09/04/2013,,,,$0.00,
Page County Sheriff's Office,02/11/2011,14-FS26813,01,1996 MERCEDES-BENZ  E Class,Forfeiture,"$5,000.00",09/25/2013,08/13/2013,,,"$2,580.48",08/13/2013
Page County Sheriff's Office,02/11/2011,14-FS26813,02,"$4,446.00 U.S. Currency",Forfeiture,"$4,446.00",09/25/2013,08/13/2013,,,"$4,446.00",08/13/2013
Page County Sheriff's Office,04/05/2012,13-FS18702,01,$580.00 US CURRENCY,Forfeiture,$580.00,07/05/2012,11/25/2013,,,$580.00,11/25/2013
Page County Sheriff's Office,04/05/2012,14-FS32306,01,$580.00 U.S. Currency,,$580.00,01/13/2014,,,,$0.00,
