Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Claytor Lake Regional Drug Task Force,03/02/2008,08-FS06702,01,$608.00 U.S. CURRENCY,Pending,$608.00,03/07/2008,,,,$0.00,
Claytor Lake Regional Drug Task Force,12/07/2008,10-FS07708,01,$625.00 U.S. CURRENCY,Forfeiture,$625.00,03/18/2010,04/28/2010,,,$625.00,04/28/2010
Claytor Lake Regional Drug Task Force,02/13/2009,09-FS05402,01,2007 CHEVROLET TAHOE,Return To Owner,"$12,000.00",02/23/2009,10/14/2014,,,$0.00,10/14/2014
Claytor Lake Regional Drug Task Force,03/24/2009,09-FS09606,01,$663.00 U.S. CURRENCY,Forfeiture,$663.00,04/06/2009,03/14/2014,,,$663.00,03/14/2014
Claytor Lake Regional Drug Task Force,06/26/2009,10-FS18705,01,2001 FORD EXPEDITION,Forfeiture,"$8,500.00",07/06/2009,09/23/2009,,,"$2,000.00",09/23/2009
Claytor Lake Regional Drug Task Force,09/18/2009,10-FS30301,01,"$4,736.00 U.S. CURRENCY",Forfeiture,"$4,736.00",10/30/2009,04/04/2012,,,"$4,636.00",04/04/2012
Claytor Lake Regional Drug Task Force,11/12/2009,10-FS32802,01,$540.00 U.S. CURRENCY,Pending,$540.00,11/24/2009,,,,$0.00,
Claytor Lake Regional Drug Task Force,12/15/2009,10-FS15401,01,"$1,095.00 U.S. CURRENCY",Forfeiture,"$1,095.00",06/03/2010,04/13/2011,,,"$1,095.00",04/13/2011
Claytor Lake Regional Drug Task Force,12/15/2009,10-FS15402,01,1998 CHEVROLET CAMARO,Pending,"$2,500.00",06/03/2010,06/16/2010,,,$0.00,06/16/2010
Claytor Lake Regional Drug Task Force,12/15/2009,10-FS15402,02,$648.00 U.S. CURRENCY,Forfeiture,$648.00,06/03/2010,06/16/2010,,,$648.00,06/16/2010
Claytor Lake Regional Drug Task Force,03/02/2010,10-FS07105,01,$893.00 U.S. CURRENCY,Pending,$893.00,03/12/2010,,,,$0.00,
Claytor Lake Regional Drug Task Force,04/27/2010,10-FS13001,01,"$1,865.00 U.S. CURRENCY",Pending,"$1,865.00",05/10/2010,,,,$0.00,
