Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Virginia Department of State Police,03/24/2008,08-FS09320,01,2000 HONDA ODYSSEY VAN,Forfeiture,"$8,000.00",04/02/2008,09/07/2010,09/19/2014,,$0.00,09/19/2014
Virginia Department of State Police,05/06/2008,08-FS13611,01,$528.00 U.S. CURRENCY,Pending,$528.00,05/15/2008,,,,$0.00,
Virginia Department of State Police,08/22/2008,09-FS24805,01,"$3,624.00 U.S. CURRENCY",Forfeiture,"$3,624.00",09/04/2008,10/24/2013,,,"$3,624.00",10/24/2013
Virginia Department of State Police,08/27/2008,10-FS01409,01,"$2,600.00 U.S. CURRENCY",Return To Owner,"$2,600.00",01/14/2010,02/25/2011,,,$0.00,02/25/2011
Virginia Department of State Police,09/25/2008,10-FS22902,01,$998.00 U.S. CURRENCY,Forfeiture,$998.00,08/17/2009,08/20/2009,,,$998.00,08/20/2009
Virginia Department of State Police,12/06/2008,10-FS18301,01,$800.00 U.S. CURRENCY,Forfeiture,$800.00,07/02/2009,06/29/2009,,,$800.00,06/29/2009
Virginia Department of State Police,01/14/2009,11-FS03310,01,$985.00 U.S. CURRENCY,Return To Owner,$985.00,02/02/2011,06/06/2011,,,$0.00,06/06/2011
Virginia Department of State Police,01/17/2009,11-FS19006,01,"$1,215.00 U.S. CURRENCY",Forfeiture,"$1,215.00",07/09/2010,07/09/2010,,,"$1,215.00",07/09/2010
Virginia Department of State Police,03/06/2009,09-FS09106,01,"$1,748.00 U.S. CURRENCY",Pending,"$1,748.00",04/01/2009,,,,$0.00,
Virginia Department of State Police,05/23/2009,10-FS18707,01,"$6,920.75 U.S. CURRENCY",Forfeiture,"$6,920.75",07/06/2009,02/25/2011,,,"$3,080.73",02/25/2011
Virginia Department of State Police,06/12/2009,10-FS18713,01,"$2,740.00 U.S. CURRENCY",Forfeiture,"$2,740.00",07/06/2009,07/24/2009,,,"$1,370.00",07/24/2009
Virginia Department of State Police,06/19/2009,10-FS20508,01,"$3,250.00 U.S. CURRENCY",Return To Owner,"$3,250.00",07/24/2009,06/23/2011,,,$0.00,06/23/2011
Virginia Department of State Police,06/23/2009,10-FS18712,01,$630.00 U.S. CURRENCY,Forfeiture,$630.00,07/06/2009,04/11/2011,,,$630.00,04/11/2011
Virginia Department of State Police,06/24/2009,10-FS18708,01,"$1,292.00  U.S. CURRENCY",Return To Owner,"$1,292.00",07/06/2009,07/01/2011,,,$0.00,07/01/2011
Virginia Department of State Police,06/24/2009,10-FS18709,01,"$1,468.00 U.S. CURRENCY",Forfeiture,"$1,468.00",07/06/2009,09/26/2011,,,"$1,468.00",09/26/2011
Virginia Department of State Police,07/07/2009,10-FS01307,01,"$103,696.00 U.S. CURRENCY",Forfeiture,"$103,696.00",01/13/2010,02/22/2010,09/06/2012,,"$3,696.00",09/06/2012
Virginia Department of State Police,07/08/2009,10-FS21705,01,YAMAHA RHINO 660,Return To Owner,"$9,500.00",08/05/2009,07/01/2011,,,$0.00,07/01/2011
Virginia Department of State Police,07/09/2009,10-FS20507,01,$830.00 U.S. CURRENCY,Pending,$830.00,07/24/2009,,,,$0.00,
Virginia Department of State Police,07/16/2009,10-FS29508,01,"$2,295.54 U.S. CURRENCY",Forfeiture,"$2,295.54",10/22/2009,03/22/2010,,,"$2,275.54",03/22/2010
Virginia Department of State Police,07/17/2009,10-FS23908,01,"$1,817.55 U.S. CURRENCY",Forfeiture,"$1,817.55",08/27/2009,01/27/2010,,,"$1,817.55",01/27/2010
Virginia Department of State Police,07/21/2009,10-FS20805,01,2009 DODGE 3500 RV,Forfeiture,"$82,000.00",07/27/2009,05/19/2011,,,"$3,000.00",05/19/2011
Virginia Department of State Police,07/21/2009,10-FS20805,02,"$6,678.00 U.S. CURRENCY",Forfeiture,"$6,678.00",07/27/2009,05/19/2011,,,"$6,678.00",05/19/2011
Virginia Department of State Police,07/25/2009,10-FS29507,01,"$5,000.00 U.S. CURRENCY",Forfeiture,"$5,000.00",10/22/2009,04/28/2010,,,"$5,000.00",04/28/2010
Virginia Department of State Police,07/28/2009,10-FS20903,01,"$1,665.00 U.S. CURRENCY",Return To Owner,"$1,665.00",07/28/2009,03/22/2010,,,$0.00,03/22/2010
Virginia Department of State Police,07/29/2009,10-FS21704,01,$600.00 U.S. CURRENCY,Forfeiture,$600.00,08/05/2009,04/13/2011,,,$600.00,04/13/2011
Virginia Department of State Police,07/30/2009,10-FS21706,01,2000 FORD TAURUS,Forfeiture,"$2,500.00",08/05/2009,05/31/2011,11/28/2012,,$0.00,11/28/2012
Virginia Department of State Police,07/30/2009,10-FS21706,02,"$1,510.00 U.S. CURRENCY",Forfeiture,"$1,510.00",08/05/2009,10/26/2010,,,"$1,510.00",10/26/2010
Virginia Department of State Police,07/30/2009,10-FS21706,03,"$1,130.00 U.S. CURRENCY",Forfeiture,"$1,130.00",08/05/2009,10/26/2010,,,"$1,130.00",10/26/2010
Virginia Department of State Police,07/31/2009,10-FS23909,01,$845.00 U.S. CURRENCY,Return To Owner,$845.00,08/27/2009,12/09/2009,,,$0.00,12/09/2009
Virginia Department of State Police,08/01/2009,10-FS21901,01,"$2,382.00 U.S. CURRENCY",Dismissal,"$2,382.00",08/07/2009,04/07/2010,,,$0.00,04/07/2010
Virginia Department of State Police,08/10/2009,10-FS23910,01,$733.00 U.S. CURRENCY,Forfeiture,$733.00,08/27/2009,07/01/2010,,,$733.00,07/01/2010
Virginia Department of State Police,08/13/2009,10-FS22505,01,"$5,000.00 U.S. CURRENCY",Administrative,"$5,000.00",08/13/2009,07/27/2010,,,$0.00,07/27/2010
Virginia Department of State Police,08/13/2009,10-FS23014,01,"$1,620.00 U.S. CURRENCY",Return To Owner,"$1,620.00",08/18/2009,08/09/2010,,,$0.00,08/09/2010
Virginia Department of State Police,08/24/2009,10-FS23907,01,$560.00 U.S. CURRENCY,Forfeiture,$560.00,08/27/2009,07/21/2010,,,$560.00,07/21/2010
Virginia Department of State Police,08/30/2009,10-FS24408,01,"$27,010.00 U.S. CURRENCY",Forfeiture,"$27,010.00",09/01/2009,04/07/2010,,,"$27,010.00",04/07/2010
Virginia Department of State Police,09/07/2009,10-FS25202,02,$797.00 U.S. CURRENCY,Forfeiture,$797.00,09/09/2009,03/10/2010,,,$797.00,03/10/2010
Virginia Department of State Police,09/15/2009,10-FS26704,01,$854.00 U.S. CURRENCY,Forfeiture,$854.00,09/24/2009,05/13/2010,,,$554.00,05/13/2010
Virginia Department of State Police,09/23/2009,10-FS27405,01,2004 NISSAN TITAN,Return To Owner,"$10,000.00",10/01/2009,12/04/2012,,,$0.00,12/04/2012
Virginia Department of State Police,09/23/2009,10-FS27405,02,$637.00 U.S. CURRENCY,Forfeiture,$637.00,10/01/2009,08/17/2011,,,$0.00,08/17/2011
Virginia Department of State Police,09/23/2009,10-FS27408,01,2006 COV CARGO TRAILER,Forfeiture,"$10,000.00",10/01/2009,05/24/2011,02/20/2015,,$0.00,02/20/2015
Virginia Department of State Police,09/23/2009,10-FS27408,02,"$19,700.00 U.S. CURRENCY",Forfeiture,"$19,700.00",10/01/2009,02/16/2010,,,"$7,000.00",02/16/2010
Virginia Department of State Police,09/23/2009,10-FS27408,03,SUZUKI QUAD SPORT Z400,Forfeiture,"$6,000.00",10/01/2009,06/07/2010,10/26/2010,,"$1,512.07",10/26/2010
Virginia Department of State Police,09/25/2009,10-FS27201,01,$997.62 U.S. CURRENCY,Forfeiture,$997.62,09/29/2009,02/12/2010,,,$997.62,02/12/2010
Virginia Department of State Police,09/26/2009,10-FS27811,01,"$2,589.00 U.S. CURRENCY",Forfeiture,"$2,589.00",10/05/2009,07/01/2010,,,"$2,589.00",07/01/2010
Virginia Department of State Police,09/29/2009,10-FS27904,01,"$3,600.00 U.S. CURRENCY",Forfeiture,"$3,600.00",10/06/2009,09/16/2010,,,"$1,600.00",09/16/2010
Virginia Department of State Police,10/07/2009,10-FS29305,01,"$2,274.00 U.S. CURRENCY",Forfeiture,"$2,274.00",10/20/2009,10/20/2010,,,"$2,274.00",10/20/2010
Virginia Department of State Police,10/11/2009,10-FS30207,01,$552.00 U.S. CURRENCY,Forfeiture,$552.00,10/29/2009,01/24/2011,,,$552.00,01/24/2011
Virginia Department of State Police,10/13/2009,10-FS30105,01,"$32,394.00 U.S. CURRENCY",Forfeiture,"$32,394.00",10/28/2009,03/09/2011,,,"$32,394.00",03/09/2011
Virginia Department of State Police,10/17/2009,10-FS29505,01,"$7,463.00 U.S. CURRENCY",Forfeiture,"$7,463.00",10/22/2009,03/04/2010,,,"$5,000.00",03/04/2010
Virginia Department of State Police,10/20/2009,10-FS29503,01,"$1,000.00 U.S. CURRENCY",Forfeiture,"$1,000.00",10/22/2009,11/14/2011,,,"$1,000.00",11/14/2011
Virginia Department of State Police,10/20/2009,10-FS29999,01,"$22,000.00 U.S. CURRENCY",Forfeiture,"$22,000.00",10/26/2009,06/23/2010,,,"$5,000.00",06/23/2010
Virginia Department of State Police,10/21/2009,10-FS31312,01,$628.00 U.S. CURRENCY,Return To Owner,$628.00,11/09/2009,08/17/2011,,,$0.00,08/17/2011
Virginia Department of State Police,10/28/2009,10-FS01501,01,2000 FORD EXCURSION,Return To Owner,"$5,000.00",01/15/2010,03/02/2012,,,$0.00,03/02/2012
Virginia Department of State Police,10/28/2009,10-FS01501,02,$620.00 U.S. CURRENCY,Return To Owner,$620.00,01/15/2010,03/02/2012,,,$0.00,03/02/2012
Virginia Department of State Police,10/28/2009,10-FS01502,01,2000 MERCEDES BENZ,Return To Owner,"$5,000.00",01/15/2010,10/20/2010,,,$0.00,10/20/2010
Virginia Department of State Police,10/28/2009,10-FS30804,01,$836.00 U.S. CURRENCY,Return To Owner,$836.00,11/04/2009,02/15/2015,,,$0.00,02/15/2015
Virginia Department of State Police,11/02/2009,10-FS30805,01,"$3,720.00 U.S. CURRENCY",Forfeiture,"$3,720.00",11/04/2009,04/07/2010,,,"$1,860.00",04/07/2010
