Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Emporia Police Department,11/27/2009,10-FS34402,01,1994 CHEVROLET STATION WAGON,Return To Owner,"$5,000.00",12/10/2009,12/03/2012,,,$0.00,12/03/2012
Emporia Police Department,11/27/2009,10-FS34402,02,"$1,362.00 U.S. CURRENCY",Forfeiture,"$1,362.00",12/10/2009,12/03/2012,,,"$1,362.00",12/03/2012
Emporia Police Department,02/05/2010,10-FS04904,01,"$4,433.00 U.S. CURRENCY",Forfeiture,"$4,433.00",02/18/2010,03/21/2011,,,"$4,433.00",03/21/2011
Emporia Police Department,02/05/2010,10-FS04905,01,$760.00 U.S. CURRENCY,Return To Owner,$760.00,02/18/2010,03/21/2011,,,$0.00,03/21/2011
Emporia Police Department,02/12/2010,10-FS04906,01,1997 LEXUS LX400,Dismissal,"$8,000.00",02/18/2010,12/03/2012,,,$0.00,12/03/2012
Emporia Police Department,02/12/2010,10-FS04906,02,"$1,275.00 U.S. CURRENCY",Forfeiture,"$1,275.00",02/18/2010,12/03/2012,,,"$1,275.00",12/03/2012
Emporia Police Department,02/12/2010,10-FS06712,01,1997 LEXUS LS400,Dismissal,"$8,000.00",03/08/2010,12/03/2012,,,$0.00,12/03/2012
Emporia Police Department,02/22/2010,10-FS06003,01,"$12,920.00 U.S. CURRENCY",Forfeiture,"$12,920.00",03/01/2010,07/23/2010,,,"$3,020.00",07/23/2010
Emporia Police Department,03/11/2010,10-FS08411,01,1987 FORD BRONCO SUV,Return To Owner,"$1,500.00",03/25/2010,02/10/2011,,,$0.00,02/10/2011
Emporia Police Department,03/19/2010,10-FS08410,01,2000 CHEVROLET IMPALA,Pending,"$3,000.00",03/25/2010,06/01/2012,,,$0.00,06/01/2012
Emporia Police Department,04/30/2010,10-FS12601,01,"$1,623.00 U.S. CURRENCY",Forfeiture,"$1,623.00",05/06/2010,09/27/2011,,,"$1,623.00",09/27/2011
Emporia Police Department,05/13/2010,10-FS14401,01,"$7,000.00 U.S. CURRENCY",Forfeiture,"$7,000.00",05/24/2010,11/05/2010,,,"$3,500.00",11/05/2010
Emporia Police Department,05/27/2010,10-FS16506,01,$866.00 U.S. CURRENCY,Forfeiture,$866.00,06/14/2010,12/03/2012,,,$866.00,12/03/2012
Emporia Police Department,06/10/2010,10-FS16904,01,"$3,000.00 U.S. CURRENCY",Forfeiture,"$3,000.00",06/18/2010,03/02/2011,,,"$3,000.00",03/02/2011
Emporia Police Department,09/03/2010,11-FS25201,01,"$10,310.00 U.S. CURRENCY",Forfeiture,"$10,310.00",09/09/2010,06/10/2011,,,"$5,310.00",06/10/2011
Emporia Police Department,10/27/2010,11-FS30804,01,"$3,990.00 U.S. CURRENCY",Forfeiture,"$3,990.00",11/04/2010,06/09/2011,,,"$3,000.00",06/09/2011
Emporia Police Department,11/11/2010,11-FS32601,01,2001 JEEP GRAND CHEROKEE,Return To Owner,"$4,500.00",11/22/2010,03/02/2011,,,$0.00,03/02/2011
Emporia Police Department,11/11/2010,11-FS32601,02,"$9,780.00 U.S. CURRENCY",Forfeiture,"$9,780.00",11/22/2010,03/02/2011,,,"$9,780.00",03/02/2011
Emporia Police Department,02/14/2011,11-FS05903,01,$518.00 U.S. CURRENCY,Forfeiture,$518.00,02/28/2011,07/12/2012,,,$518.00,07/12/2012
Emporia Police Department,06/15/2011,12-FS31104,01,"$1,506.00 U.S. CURRENCY",Forfeiture,"$1,506.00",11/07/2011,10/11/2011,,,"$1,506.00",10/11/2011
Emporia Police Department,10/25/2011,12-FS30403,01,"$17,780.00 U.S. CURRENCY",Forfeiture,"$17,780.00",10/31/2011,07/12/2012,,,"$17,780.00",07/12/2012
Emporia Police Department,11/30/2011,12-FS33905,01,$793.00 U.S. CURRENCY,Forfeiture,$793.00,12/05/2011,04/10/2012,,,$793.00,04/10/2012
Emporia Police Department,12/08/2011,12-FS35302,01,2007 Chevrolet Avalanche,Release To Lien Holder,"$22,370.00",12/19/2011,04/22/2013,,,,04/22/2013
Emporia Police Department,12/08/2011,12-FS35302,02,"$4,439.00 U.S. CURRENCY",Forfeiture,"$4,439.00",12/19/2011,04/22/2013,,,"$3,939.00",04/22/2013
Emporia Police Department,02/06/2012,12-FS04405,01,"$2,955.00 U.S. CURRENCY",Forfeiture,"$2,955.00",02/13/2012,07/12/2012,,,"$2,955.00",07/12/2012
Emporia Police Department,02/12/2012,12-FS05804,01,$523.00 U.S. CURRENCY,Pending,$523.00,02/27/2012,,,,$0.00,
Emporia Police Department,03/20/2012,12-FS08608,01,$773.00 U.S. CURRENCY,Pending,$773.00,03/26/2012,,,,$0.00,
Emporia Police Department,04/09/2012,12-FS11703,01,"$1,371.00 US CURRENCY",Forfeiture,"$1,371.00",04/26/2012,04/22/2013,,,"$1,371.00",04/22/2013
Emporia Police Department,07/16/2012,13-FS20706,01,"$4,509.00 US CURRENCY",Forfeiture,"$4,509.00",07/25/2012,11/14/2012,,,"$4,509.00",11/14/2012
Emporia Police Department,07/18/2012,13-FS20710,01,"$2,700.00 US CURRENCY",Administrative,"$2,700.00",07/25/2012,07/30/2012,,,$0.00,07/30/2012
Emporia Police Department,07/20/2012,13-FS20704,01,2003 NISSAN ALTIMA,Pending,"$3,000.00",07/25/2012,,,,$0.00,
Emporia Police Department,07/20/2012,13-FS20704,02,"$3,004.00 US CURRENCY",Dismissal,"$3,004.00",07/25/2012,07/25/2012,,,$0.00,07/25/2012
Emporia Police Department,09/11/2012,13-FS26208,01,$609.72 US CURRENCY,Pending,$609.72,09/18/2012,,,,$0.00,
Emporia Police Department,01/28/2013,13-FS03516,01,"$1,400.00 U.S. Currency",Forfeiture,"$1,400.00",02/04/2013,09/26/2014,,,"$1,400.00",09/26/2014
Emporia Police Department,02/28/2013,13-FS07108,01,"$2,425.00 U.S. Currency",Forfeiture,"$2,425.00",03/12/2013,01/28/2015,,,"$2,425.00",01/28/2015
Emporia Police Department,03/13/2013,13-FS07307,01,"$63,999.00 U.S. Currency",Pending,"$63,999.00",03/14/2013,,,,$0.00,
Emporia Police Department,04/02/2013,13-FS09506,01,$800.00 U.S. Currency,Forfeiture,$800.00,04/05/2013,10/16/2013,,,$800.00,10/16/2013
Emporia Police Department,05/06/2013,14-FS18209,01,"$29,000.00 U.S. Currency",Dismissal,"$29,000.00",07/01/2013,12/20/2013,,,$0.00,12/20/2013
Emporia Police Department,05/25/2013,13-FS16802,01,"$2,970.00 U.S. Currency",Forfeiture,"$2,970.00",06/17/2013,01/13/2015,,,"$2,970.00",01/13/2015
Emporia Police Department,08/16/2013,14-FS23103,01,"$1,480.00 U.S. Currency",Forfeiture,"$1,480.00",08/19/2013,10/22/2013,,,"$1,480.00",10/22/2013
Emporia Police Department,08/16/2013,14-FS23104,01,"$2,791.51 U.S. Currency",Dismissal,"$2,791.51",08/19/2013,12/20/2013,,,$0.00,12/20/2013
Emporia Police Department,10/02/2013,14-FS28107,01,1998 FORD TRUCK  Expedition-V8,Pending,"$5,000.00",10/08/2013,,,,$0.00,
