Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Hopewell Police Department,12/29/2008,09-FS00509,01,"$4,032.00 U.S. CURRENCY",Return To Owner,"$4,032.00",01/05/2009,11/04/2014,,,$0.00,11/04/2014
Hopewell Police Department,07/29/2009,10-FS21107,01,$590.00 U.S. CURRENCY,Forfeiture,$590.00,07/30/2009,09/22/2010,,,$590.00,09/22/2010
Hopewell Police Department,11/24/2009,10-FS34116,01,"$4,188.00 U.S. CURRENCY",Forfeiture,"$4,188.00",12/07/2009,06/22/2010,,,"$4,188.00",06/22/2010
Hopewell Police Department,01/16/2010,10-FS02003,01,$945.00 U.S. CURRENCY,Forfeiture,$945.00,01/20/2010,06/22/2010,,,$945.00,06/22/2010
Hopewell Police Department,01/19/2010,10-FS02004,01,$543.00 U.S. CURRENCY,Forfeiture,$543.00,01/20/2010,11/09/2011,,,$543.00,11/09/2011
Hopewell Police Department,02/18/2010,10-FS05306,01,1996 JEEP CHEROKEE,Forfeiture,$500.00,02/22/2010,09/03/2010,11/03/2014,,$0.00,11/03/2014
Hopewell Police Department,02/18/2010,10-FS05306,02,$601.00 U.S. CURRENCY,Forfeiture,$601.00,02/22/2010,09/03/2010,,,$601.00,09/03/2010
Hopewell Police Department,04/22/2010,10-FS14111,01,$990.00 U.S. CURRENCY,Forfeiture,$990.00,05/21/2010,10/18/2010,,,$990.00,10/18/2010
Hopewell Police Department,05/04/2010,10-FS14110,01,"$1,345.00 U.S. CURRENCY",Forfeiture,"$1,345.00",05/21/2010,06/17/2014,,,$672.50,06/17/2014
Hopewell Police Department,05/06/2010,10-FS14109,01,"$1,350.00 U.S. CURRENCY",Forfeiture,"$1,350.00",05/21/2010,10/21/2014,,,$675.00,10/21/2014
Hopewell Police Department,07/09/2010,11-FS19404,01,1994 PONTIAC BONNEVILLE,Pending,$500.00,07/13/2010,03/07/2012,,,$0.00,03/07/2012
Hopewell Police Department,07/09/2010,11-FS19404,02,"$1,113.00 U.S. CURRENCY",Forfeiture,"$1,113.00",07/13/2010,03/07/2012,,,"$1,113.00",03/07/2012
Hopewell Police Department,10/01/2010,11-FS27903,01,"$3,140.00 U.S. CURRENCY",Forfeiture,"$3,140.00",10/06/2010,06/08/2011,,,"$1,570.00",06/08/2011
Hopewell Police Department,10/01/2010,11-FS27904,01,"$1,365.00 U.S. CURRENCY",Forfeiture,"$1,365.00",10/06/2010,04/06/2011,,,"$1,365.00",04/06/2011
Hopewell Police Department,02/16/2011,11-FS07610,01,$814.00 U.S. CURRENCY,Forfeiture,$814.00,03/17/2011,11/09/2011,,,$814.00,11/09/2011
Hopewell Police Department,02/28/2011,11-FS06702,01,$692.00 U.S. CURRENCY,Forfeiture,$692.00,03/08/2011,03/01/2012,,,$0.00,03/01/2012
Hopewell Police Department,03/03/2011,11-FS06703,01,"$1,340.00 U.S. CURRENCY",Forfeiture,"$1,340.00",03/08/2011,11/09/2011,,,"$1,340.00",11/09/2011
Hopewell Police Department,03/30/2011,11-FS08901,01,"$2,930.00 U.S. CURRENCY",Forfeiture,"$2,930.00",03/30/2011,08/18/2011,,,"$2,930.00",08/18/2011
Hopewell Police Department,03/31/2011,11-FS09110,01,$789.00 U.S. CURRENCY,Forfeiture,$789.00,04/01/2011,11/09/2011,,,$789.00,11/09/2011
Hopewell Police Department,04/23/2011,11-FS11902,01,$541.00 U.S. CURRENCY,Forfeiture,$541.00,04/29/2011,03/05/2014,,,$541.00,03/05/2014
Hopewell Police Department,05/06/2011,11-FS12909,01,$536.00 U.S. CURRENCY,Forfeiture,$536.00,05/09/2011,02/13/2013,,,$536.00,02/13/2013
Hopewell Police Department,07/21/2011,12-FS20203,01,2002 KAWASAKI MOTORCYCLE,Forfeiture,"$4,500.00",07/21/2011,11/21/2014,,,$0.00,11/21/2014
Hopewell Police Department,07/21/2011,12-FS20203,02,"$2,030.00 U.S. CURRENCY",Forfeiture,"$2,030.00",07/21/2011,02/14/2012,,,"$2,030.00",02/14/2012
Hopewell Police Department,07/30/2011,12-FS21301,01,$690.00 U.S. CURRENCY,Forfeiture,$690.00,08/01/2011,05/07/2012,,,$690.00,05/07/2012
Hopewell Police Department,08/12/2011,12-FS22705,01,"$6,216.85 U.S. CURRENCY",Forfeiture,"$6,216.85",08/15/2011,03/07/2012,,,"$6,216.85",03/07/2012
Hopewell Police Department,08/22/2011,12-FS23406,01,"$1,073.00 U.S. CURRENCY",Forfeiture,"$1,073.00",08/22/2011,05/07/2012,,,"$1,073.00",05/07/2012
Hopewell Police Department,08/31/2011,12-FS24305,01,$686.00 U.S. CURRENCY,Forfeiture,$686.00,08/31/2011,05/07/2012,,,$686.00,05/07/2012
Hopewell Police Department,09/04/2011,12-FS24801,01,2002 CHEVROLET MONTE CARLO,Return To Owner,"$3,500.00",09/05/2011,10/31/2011,,,$0.00,10/31/2011
Hopewell Police Department,09/04/2011,12-FS24801,02,"$10,879.00 U.S. CURRENCY",Forfeiture,"$10,879.00",09/05/2011,10/22/2012,,,"$10,629.00",10/22/2012
Hopewell Police Department,09/16/2011,12-FS26219,01,1997 MERCURY MARQUIS,Forfeiture,"$3,000.00",09/19/2011,09/22/2014,11/19/2014,,$0.00,11/19/2014
Hopewell Police Department,10/10/2011,12-FS28503,01,"$1,630.00 U.S. CURRENCY",Forfeiture,"$1,630.00",10/12/2011,11/06/2012,,,"$1,380.00",11/06/2012
Hopewell Police Department,10/11/2011,12-FS28504,01,"$8,236.00 U.S. CURRENCY",Forfeiture,"$8,236.00",10/12/2011,01/25/2013,,,"$7,986.00",01/25/2013
Hopewell Police Department,10/27/2011,12-FS31305,01,$700.00 U.S. CURRENCY,Forfeiture,$700.00,11/09/2011,05/07/2012,,,$700.00,05/07/2012
Hopewell Police Department,11/05/2011,12-FS31201,01,$684.00 U.S. Currency,Forfeiture,$684.00,11/08/2011,11/08/2011,,,$684.00,11/08/2011
Hopewell Police Department,11/13/2011,12-FS32615,01,$799.00 U.S. CURRENCY,Forfeiture,$799.00,11/22/2011,10/23/2012,,,$779.00,10/23/2012
Hopewell Police Department,12/29/2011,12-FS00607,01,1994 Cadillac Deville,Return To Owner,"$1,000.00",01/06/2012,05/30/2012,,,$0.00,05/30/2012
Hopewell Police Department,03/02/2012,12-FS06515,01,"$3,288.00 U.S. CURRENCY",Forfeiture,"$3,288.00",03/05/2012,05/21/2014,,,"$2,288.00",05/21/2014
Hopewell Police Department,05/17/2012,12-FS15701,01,"$2,621.00 US CURRENCY",Pending,"$2,621.00",06/05/2012,,,,$0.00,
Hopewell Police Department,09/18/2012,13-FS26818,01,"$10,104.00 US CURRENCY",Forfeiture,"$10,104.00",09/24/2012,07/29/2014,,,"$10,104.00",07/29/2014
Hopewell Police Department,10/04/2012,13-FS28904,01,"$1,160.00 US CURRENCY",Forfeiture,"$1,160.00",10/15/2012,03/06/2015,,,$570.00,03/06/2015
Hopewell Police Department,10/19/2012,13-FS30713,01,2003 FORD EXPLORER SUV,Pending,"$4,000.00",11/02/2012,04/11/2013,,,$0.00,04/11/2013
Hopewell Police Department,12/11/2012,13-FS35211,01,"$1,227.00 U.S. Currency",Forfeiture,"$1,227.00",12/17/2012,03/11/2014,,,"$1,227.00",03/11/2014
Hopewell Police Department,01/11/2013,13-FS02529,01,"$1,537.00 U.S. Currency",Pending,"$1,537.00",01/25/2013,,,,$0.00,
Hopewell Police Department,02/20/2013,13-FS05702,01,2003 INFINITI  FX-V6/V8,,"$11,000.00",03/19/2013,,,,$0.00,
