Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Culpeper County Sheriff's Office,02/04/2010,10-FS04301,01,$550.00 U.S. CURRENCY,Pending,$550.00,02/12/2010,,,,$0.00,
Culpeper County Sheriff's Office,02/04/2010,10-FS04302,01,"$2,001.00 U.S. CURRENCY",Forfeiture,"$2,001.00",02/12/2010,09/27/2011,,,$900.00,09/27/2011
Culpeper County Sheriff's Office,02/06/2012,12-FS04704,01,2002 MAZDA,Pending,"$3,500.00",02/16/2012,,,,$0.00,
Culpeper County Sheriff's Office,10/02/2012,13-FS03106,01,"$3,150.00 U.S. Currency",Forfeiture,"$3,150.00",01/31/2013,01/30/2013,,,"$3,150.00",01/30/2013
Culpeper County Sheriff's Office,10/02/2012,13-FS03106,02,Ruger P89,Forfeiture,$500.00,01/31/2013,01/30/2014,,,$0.00,01/30/2014
Culpeper County Sheriff's Office,10/02/2012,13-FS03106,03,Desert Eagle,Forfeiture,$500.00,01/31/2013,01/13/2014,,,$0.00,01/13/2014
Culpeper County Sheriff's Office,10/02/2012,13-FS03106,04,M & P AR15,Forfeiture,$500.00,01/31/2013,01/13/2014,,,$0.00,01/13/2014
Culpeper County Sheriff's Office,11/14/2012,13-FS33915,01,"$1,616.00 U.S. Currency",,"$1,616.00",12/05/2012,,,,$0.00,
Culpeper County Sheriff's Office,11/14/2012,13-FS33915,02,2008 SUZUKI,,"$10,000.00",12/05/2012,,,,$0.00,
Culpeper County Sheriff's Office,11/14/2012,13-FS33916,01,2008 COVENANT  ENCLOSED TRAILER,,"$4,500.00",12/05/2012,,,,$0.00,
Culpeper County Sheriff's Office,11/14/2012,13-FS33917,01,2010 PONTIAC  G6-4 Cyl.,Pending,"$10,375.00",12/04/2012,07/02/2013,,,$0.00,07/02/2013
Culpeper County Sheriff's Office,11/15/2012,13-FS33918,01,2002 PACE AMERICA  ENCLOSED TRAILER,,"$15,000.00",12/05/2012,,,,$0.00,
Culpeper County Sheriff's Office,12/15/2012,13-FS14804,01,2001 NISSAN  Maxima-V6,Pending,"$3,325.00",05/28/2013,06/11/2013,10/29/2013,,$0.00,10/29/2013
Culpeper County Sheriff's Office,12/28/2012,13-FS04505,01,2004 TOYOTA  Avalon-V6,Pending,"$5,000.00",02/14/2013,10/28/2013,,,$0.00,10/28/2013
Culpeper County Sheriff's Office,12/28/2012,13-FS04505,02,"$1,216.66 U.S. Currency",Forfeiture,"$1,216.66",02/14/2013,10/28/2013,,,"$1,216.66",10/28/2013
Culpeper County Sheriff's Office,01/09/2013,13-FS04506,01,"$2,250.00 U.S. Currency",Forfeiture,"$2,250.00",02/14/2013,04/09/2013,,,"$2,250.00",04/09/2013
Culpeper County Sheriff's Office,01/19/2013,13-FS04507,01,"$1,025.00 U.S. Currency",Pending,"$1,025.00",02/14/2013,,,,$0.00,
Culpeper County Sheriff's Office,03/08/2013,13-FS06801,01,2002 HONDA  Odyssey-V6,Pending,"$2,450.00",03/09/2013,06/11/2013,,,,06/11/2013
Culpeper County Sheriff's Office,03/08/2013,13-FS06801,02,$562.47 U.S. Currency,Forfeiture,$562.47,03/09/2013,06/11/2013,,,$562.47,06/11/2013
Culpeper County Sheriff's Office,03/15/2013,13-FS14805,01,"$2,813.00 U.S. Currency",Forfeiture,"$2,813.00",05/28/2013,06/11/2013,,,"$2,813.00",06/11/2013
