Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Alleghany Highlands Drug Task Force,09/15/2008,09-FS26911,01,1991 FORD F-250,Forfeiture,"$3,000.00",09/25/2008,08/11/2009,,,"$1,750.92",08/11/2009
Alleghany Highlands Drug Task Force,09/15/2008,09-FS26911,02,"$6,010.25 U.S. CURRENCY",Forfeiture,"$6,010.25",09/25/2008,08/11/2009,,,"$3,200.00",08/11/2009
Alleghany Highlands Drug Task Force,09/15/2008,09-FS26911,03,7 WEAPONS,Forfeiture,$500.00,09/25/2008,03/14/2011,,,$0.00,03/14/2011
Alleghany Highlands Drug Task Force,09/15/2008,09-FS26911,04,3 ELECTRONIC ITEMS,Forfeiture,$500.00,09/25/2008,03/14/2011,,,$0.00,03/14/2011
Alleghany Highlands Drug Task Force,01/22/2009,09-FS02705,01,1987 VOLKSWAGON,Forfeiture,$300.00,01/27/2009,08/17/2009,,,$0.00,08/17/2009
Alleghany Highlands Drug Task Force,06/23/2009,10-FS28901,01,1990 FORD BRONCO,Forfeiture,$400.00,10/16/2009,10/16/2009,11/13/2009,,$0.00,11/13/2009
Alleghany Highlands Drug Task Force,06/24/2009,10-FS20106,01,2001 DODGE INTREPID 4 DOOR,Forfeiture,"$2,000.00",07/20/2009,05/27/2010,09/03/2010,,"$1,405.74",09/03/2010
Alleghany Highlands Drug Task Force,07/20/2009,10-FS20803,01,1997 HONDA 4 DOOR,Forfeiture,$800.00,07/27/2009,05/27/2010,09/03/2010,,"$2,305.74",09/03/2010
Alleghany Highlands Drug Task Force,07/20/2009,10-FS20804,01,2000 CHEVROLET,Forfeiture,"$1,500.00",07/27/2009,10/16/2009,11/19/2009,,"$1,946.74",11/19/2009
Alleghany Highlands Drug Task Force,07/20/2009,10-FS21201,01,2005 NISSAN,Forfeiture,"$4,000.00",07/31/2009,10/16/2009,11/13/2009,,"$4,346.75",11/13/2009
Alleghany Highlands Drug Task Force,09/14/2009,10-FS32706,01,2002 CADILLAC ESCALADE,Forfeiture,"$12,000.00",11/23/2009,05/27/2010,09/03/2010,,"$14,645.74",09/03/2010
