Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Culpeper Police Department,12/06/2009,10-FS35101,01,"$3,887.00 U.S. CURRENCY",Forfeiture,"$3,887.00",12/17/2009,04/21/2010,,,"$3,887.00",04/21/2010
Culpeper Police Department,12/06/2009,10-FS35102,01,$945.00 U.S. CURRENCY,Forfeiture,$945.00,12/17/2009,04/21/2010,,,$945.00,04/21/2010
Culpeper Police Department,12/10/2009,10-FS34407,01,$830.00 U.S. CURRENCY,Forfeiture,$830.00,12/10/2009,05/24/2011,,,$0.00,05/24/2011
Culpeper Police Department,01/13/2010,10-FS02512,01,"$2,228.40 U.S. CURRENCY",Forfeiture,"$2,228.40",01/25/2010,07/01/2011,,,"$1,485.60",07/01/2011
Culpeper Police Department,03/17/2010,10-FS09213,01,$580.00 U.S. CURRENCY,Dismissal,$580.00,04/02/2010,08/23/2010,,,$0.00,08/23/2010
Culpeper Police Department,03/17/2010,10-FS09214,01,$814.00 U.S. CURRENCY,Return To Owner,$814.00,04/02/2010,01/08/2013,,,$0.00,01/08/2013
Culpeper Police Department,05/12/2010,10-FS13911,01,$876.00 U.S. CURRENCY,Dismissal,$876.00,05/19/2010,09/13/2010,,,$0.00,09/13/2010
Culpeper Police Department,09/08/2010,11-FS25906,01,$520.00 U.S. CURRENCY,Dismissal,$520.00,09/16/2010,04/25/2011,,,$0.00,04/25/2011
Culpeper Police Department,09/08/2010,11-FS25907,01,"$1,040.00 U.S. CURRENCY",Forfeiture,"$1,040.00",09/16/2010,04/25/2011,,,"$1,040.00",04/25/2011
Culpeper Police Department,02/11/2011,11-FS05602,01,"$1,200.00 U.S. CURRENCY",Forfeiture,"$1,200.00",02/25/2011,04/25/2012,,,$600.00,04/25/2012
Culpeper Police Department,02/13/2011,11-FS05603,01,"$2,404.00 U.S. CURRENCY",Forfeiture,"$2,404.00",02/25/2011,02/22/2012,,,"$1,202.00",02/22/2012
Culpeper Police Department,09/01/2011,12-FS24901,01,"$6,593.00 U.S. CURRENCY",Forfeiture,"$6,593.00",09/06/2011,04/25/2012,,,"$1,000.00",04/25/2012
Culpeper Police Department,11/11/2011,12-FS33301,01,"$2,407.00 U.S. CURRENCY",Forfeiture,"$2,407.00",11/29/2011,04/25/2012,,,"$2,407.00",04/25/2012
Culpeper Police Department,12/07/2011,12-FS35601,01,$742.00 U.S. CURRENCY,Pending,$742.00,12/22/2011,,,,$0.00,
Culpeper Police Department,02/10/2012,12-FS05802,01,$629.00 U.S. CURRENCY,Forfeiture,$629.00,02/27/2012,10/17/2013,,,$0.00,10/17/2013
Culpeper Police Department,02/10/2012,12-FS05803,01,$700.00 U.S. CURRENCY,Pending,$700.00,02/27/2012,,,,$0.00,
Culpeper Police Department,04/28/2012,12-FS13903,01,$618.00 US CURRENCY,Pending,$618.00,05/18/2012,,,,$0.00,
Culpeper Police Department,07/13/2012,13-FS21605,01,"$1,587.00 US CURRENCY",Pending,"$1,587.00",08/03/2012,,,,$0.00,
Culpeper Police Department,07/25/2012,13-FS21606,01,$609.00 US CURRENCY,Forfeiture,$609.00,08/03/2012,03/15/2013,,,$609.00,03/15/2013
Culpeper Police Department,08/22/2012,13-FS27606,01,2005 SUZUKI HAYABUSA,Return To Owner,"$1,000.00",10/02/2012,03/20/2013,,,$0.00,03/20/2013
Culpeper Police Department,09/26/2012,13-FS28302,01,"$1,509.73 US CURRENCY",Forfeiture,"$1,509.73",10/09/2012,02/19/2013,,,"$1,509.73",02/19/2013
Culpeper Police Department,09/26/2012,13-FS28302,02,TROY BUILT GENERATOR 6000 WATT,Pending,$500.00,10/09/2012,02/19/2013,,,$0.00,02/19/2013
Culpeper Police Department,09/26/2012,13-FS28302,03,SONY TV,Pending,$500.00,10/09/2012,,,,$0.00,
Culpeper Police Department,12/04/2012,13-FS00728,01,$834.00 U.S. Currency,Pending,$834.00,01/07/2013,,,,$0.00,
Culpeper Police Department,02/06/2013,13-FS05620,01,$762.81 U.S. Currency,,$762.81,08/29/2013,,,,$0.00,
Culpeper Police Department,03/04/2013,13-FS07709,01,"$1,419.00 U.S. Currency",Forfeiture,"$1,419.00",03/18/2013,07/23/2013,,,"$1,419.00",07/23/2013
Culpeper Police Department,03/19/2013,13-FS09808,01,"$5,904.00 U.S. Currency",Forfeiture,"$5,904.00",04/08/2013,09/05/2013,,,"$5,904.00",09/05/2013
