Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Spotsylvania County Sheriff's Office,07/03/2008,09-FS08510,01,1997 CHEVROLET TAHOE,Pending,"$7,500.00",03/26/2009,12/07/2009,,,$0.00,12/07/2009
Spotsylvania County Sheriff's Office,07/03/2008,09-FS08510,02,"$1,561.00 U.S. CURRENCY",Forfeiture,"$1,561.00",03/26/2009,12/07/2009,,,"$1,561.00",12/07/2009
Spotsylvania County Sheriff's Office,07/03/2008,09-FS08510,03,1994 INFINITY,Pending,$500.00,03/26/2009,07/08/2011,,,$0.00,07/08/2011
Spotsylvania County Sheriff's Office,09/03/2008,10-FS06707,01,$556.00 U.S. CURRENCY,Forfeiture,$556.00,03/08/2010,12/07/2009,,,$556.00,12/07/2009
Spotsylvania County Sheriff's Office,09/03/2008,10-FS06707,02,WHITE METAL WATCH W/CLEAR STONES,Return To Owner,$500.00,03/08/2010,07/08/2011,,,$0.00,07/08/2011
Spotsylvania County Sheriff's Office,09/03/2008,10-FS06707,03,WHITE METAL RING W/GREEN STONES,Return To Owner,$500.00,03/08/2010,07/08/2011,,,$0.00,07/08/2011
Spotsylvania County Sheriff's Office,09/03/2008,10-FS06707,04,WHITE METAL EARING W/CLEAR STONES,Return To Owner,$500.00,03/08/2010,07/08/2011,,,$0.00,07/08/2011
Spotsylvania County Sheriff's Office,09/04/2008,09-FS08507,01,1996 GMC 1500 SIERRA,Forfeiture,"$1,500.00",03/26/2009,04/27/2009,05/18/2009,,$0.00,05/18/2009
Spotsylvania County Sheriff's Office,09/04/2008,09-FS08507,02,2008 HARLEY DAVIDSON SOFT TAIL,Pending,"$28,000.00",03/26/2009,04/27/2009,05/18/2009,,$0.00,05/18/2009
Spotsylvania County Sheriff's Office,09/04/2008,09-FS08507,03,"$20,000.00 U.S. CURRENCY",Forfeiture,"$20,000.00",03/26/2009,05/18/2009,,,"$20,000.00",05/18/2009
Spotsylvania County Sheriff's Office,09/11/2008,10-FS03201,01,"$4,111.00 U.S. CURRENCY",Forfeiture,"$4,111.00",02/01/2010,10/20/2009,,,"$4,111.00",10/20/2009
Spotsylvania County Sheriff's Office,11/05/2008,09-FS08516,01,2006 VOLVO C70,Pending,"$28,000.00",03/26/2009,01/07/2013,,,$0.00,01/07/2013
Spotsylvania County Sheriff's Office,12/01/2008,09-FS11101,01,1993 MAZDA RX-7,Forfeiture,"$10,000.00",04/21/2009,04/20/2009,07/12/2013,,$0.00,07/12/2013
Spotsylvania County Sheriff's Office,12/01/2008,09-FS11101,02,1990 NISSAN 300ZX,Pending,"$5,000.00",04/21/2009,04/20/2009,,,$0.00,04/20/2009
