Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Tri County Narcotics Task Force,09/04/2008,09-FS27304,01,1992 BUICK PARK AVENUE,Pending,$275.00,09/29/2008,,,,$0.00,
Tri County Narcotics Task Force,08/20/2009,10-FS27502,01,1999 CHEVROLET CAVALIER,Return To Owner,$900.00,10/02/2009,05/31/2011,,,$0.00,05/31/2011
Tri County Narcotics Task Force,03/04/2010,10-FS06714,01,2007 YAMAHA YZ250,Forfeiture,"$2,000.00",03/08/2010,04/27/2010,11/01/2012,,$0.00,11/01/2012
Tri County Narcotics Task Force,03/04/2010,10-FS06714,02,2001 READY BUILT TRAILER,Forfeiture,"$2,000.00",03/08/2010,04/27/2010,09/02/2010,,$790.52,09/02/2010
Tri County Narcotics Task Force,03/04/2010,10-FS06714,03,"1995 MAXUM 18"" OPEN BOW BOAT",Forfeiture,"$2,500.00",03/08/2010,04/27/2010,09/02/2010,,$583.67,09/02/2010
Tri County Narcotics Task Force,03/04/2010,10-FS06714,04,1995 ESCORT BOAT TRAILER,Forfeiture,"$1,000.00",03/08/2010,04/27/2010,09/02/2010,,$588.02,09/02/2010
Tri County Narcotics Task Force,03/04/2010,10-FS06714,05,1993 FORD MUSTANG,Forfeiture,"$1,000.00",03/08/2010,04/27/2010,09/02/2010,,"$2,289.62",09/02/2010
Tri County Narcotics Task Force,03/04/2010,10-FS06714,06,1999 HONDA ACCORD,Forfeiture,"$4,000.00",03/08/2010,04/27/2010,09/02/2010,,"$2,271.16",09/02/2010
Tri County Narcotics Task Force,03/04/2010,10-FS06714,07,"$10,019.00 U.S. CURRENCY",Forfeiture,"$10,019.00",03/08/2010,04/27/2010,,,"$10,019.00",04/27/2010
Tri County Narcotics Task Force,03/30/2010,10-FS09609,01,"$1,525.00 U.S. CURRENCY",Forfeiture,"$1,525.00",04/06/2010,07/22/2011,,,"$1,525.00",07/22/2011
Tri County Narcotics Task Force,04/01/2010,10-FS09502,01,1991 HONDA,Forfeiture,"$2,000.00",04/05/2010,02/10/2012,,,$0.00,02/10/2012
Tri County Narcotics Task Force,04/01/2010,10-FS09502,02,"$2,150.00 U.S. CURRENCY",Forfeiture,"$2,150.00",04/05/2010,02/10/2012,,,"$2,150.00",02/10/2012
Tri County Narcotics Task Force,07/23/2010,11-FS34701,01,1999 CHEVROLET CAMARO Z28,Forfeiture,"$1,500.00",12/13/2010,06/01/2011,,,"$2,302.22",06/01/2011
Tri County Narcotics Task Force,11/19/2010,11-FS34011,01,DELL LAPTOP,Pending,$500.00,12/06/2010,,,,$0.00,
Tri County Narcotics Task Force,11/19/2010,11-FS34011,02,LG FLAT SCREEN TV,Pending,$500.00,12/06/2010,,,,$0.00,
Tri County Narcotics Task Force,11/19/2010,11-FS34011,03,SANYO FLAT SCREEN TV,Pending,$500.00,12/06/2010,,,,$0.00,
Tri County Narcotics Task Force,11/19/2010,11-FS34011,04,45 CAL SMITH AND WESSON,Pending,$500.00,12/06/2010,,,,$0.00,
