Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
King William Sheriff's Office,07/06/2010,11-FS18715,01,1995 SUZUKI KATANA 600,Forfeiture,"$3,000.00",07/06/2010,09/06/2011,,,$625.00,09/06/2011
King William Sheriff's Office,08/31/2012,13-FS33104,01,"$1,880. 00 US CURRENCY",Forfeiture,"$1,880.00",11/26/2012,12/17/2012,,,"$1,880.00",12/17/2012
King William Sheriff's Office,12/04/2013,14-FS33907,01,2002 CHEVROLET TRUCK  Silverado 2500 HD-V8,Dismissal,"$12,000.00",12/05/2013,01/02/2014,,,$0.00,01/02/2014
King William Sheriff's Office,12/04/2013,14-FS33907,02,unk  Utility Trailer  unk,Dismissal,$800.00,12/05/2013,01/02/2014,,,$0.00,01/02/2014
King William Sheriff's Office,12/04/2013,14-FS33907,03,"$2,162.64 U.S. Currency",Dismissal,"$2,162.64",12/05/2013,01/02/2014,,,$0.00,01/02/2014
King William Sheriff's Office,12/20/2013,14-FS36005,01,$870.00 U.S. Currency,Forfeiture,$870.00,11/21/2014,12/01/2014,,,$870.00,12/01/2014
King William Sheriff's Office,02/11/2014,14-FS04367,01,"$2,711.00 U.S. Currency",Forfeiture,"$2,711.00",02/12/2014,06/13/2014,,,"$2,711.00",06/13/2014
King William Sheriff's Office,02/11/2014,14-FS04367,02,Apple I-Pad,Pending,$500.00,02/12/2014,06/13/2014,,,$0.00,06/13/2014
King William Sheriff's Office,05/20/2014,15-FS21887,01,UNK  YAMAHA  BEAR,Pending,"$1,500.00",08/06/2014,,,,$0.00,
King William Sheriff's Office,06/28/2014,14-FS18161,01,2003 DODGE  NEON,Pending,"$1,200.00",06/30/2014,,,,$0.00,
King William Sheriff's Office,06/28/2014,14-FS18161,02,"$2,467.00 U.S. Currency",Pending,"$2,467.00",06/30/2014,,,,$0.00,
