Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Danville Police Department,04/14/2008,08-FS12701,01,1966 CHEVROLET NOVA,Return To Owner,"$10,000.00",05/06/2008,10/29/2014,,,$0.00,10/29/2014
Danville Police Department,04/14/2008,08-FS12701,02,$642.00 U.S. CURRENCY,Return To Owner,$642.00,05/06/2008,10/29/2014,,,$0.00,10/29/2014
Danville Police Department,04/14/2008,08-FS12701,03,1991 LEXUS,Return To Owner,"$5,000.00",05/06/2008,10/29/2014,,,$0.00,10/29/2014
Danville Police Department,04/14/2008,08-FS12701,04,1992 HONDA,Return To Owner,"$2,000.00",05/06/2008,10/29/2014,,,$0.00,10/29/2014
Danville Police Department,08/07/2008,09-FS22502,01,GLOCK 9MM PISTOL,Forfeiture,$500.00,08/12/2008,10/29/2014,,,$0.00,10/29/2014
Danville Police Department,08/07/2008,09-FS22502,02,.357 CAL. REVOLVER,Forfeiture,$500.00,08/12/2008,10/29/2014,,,$0.00,10/29/2014
Danville Police Department,08/07/2008,09-FS22502,03,$971.00 U.S. CURRENCY,Return To Owner,$971.00,08/12/2008,10/29/2014,,,$0.00,10/29/2014
Danville Police Department,08/29/2008,09-FS25406,01,"$1,317.00 U.S. CURRENCY",Pending,"$1,317.00",09/10/2008,,,,$0.00,
Danville Police Department,09/13/2008,09-FS26207,01,"$2,350.00 U.S. CURRENCY",Return To Owner,"$2,350.00",09/18/2008,10/29/2014,,,$0.00,10/29/2014
Danville Police Department,09/13/2008,09-FS26207,02,$740.00 U.S. CURRENCY,Forfeiture,$740.00,09/18/2008,01/12/2009,,,$741.89,01/12/2009
Danville Police Department,09/13/2008,09-FS26301,01,"$1,160.00 U.S. CURRENCY",Pending,"$1,160.00",09/19/2008,,,,$0.00,
Danville Police Department,11/03/2008,09-FS32202,01,2000 GMC DENALI,Return To Owner,"$4,875.00",11/17/2008,10/29/2014,,,$0.00,10/29/2014
Danville Police Department,11/25/2008,09-FS33802,01,$609.00 U.S. CURRENCY,Pending,$609.00,12/03/2008,,,,$0.00,
Danville Police Department,12/09/2008,09-FS35804,01,"$1,098.00 U.S. CURRENCY",Forfeiture,"$1,098.00",12/23/2008,08/26/2014,,,"$1,127.30",08/26/2014
Danville Police Department,03/10/2009,09-FS08306,01,$1500.00 U.S. CURRENCY,Forfeiture,"$1,500.00",03/24/2009,03/31/2014,,,"$1,641.45",03/31/2014
Danville Police Department,03/14/2009,09-FS09206,01,$612.00 U.S. CURRENCY,Pending,$612.00,04/02/2009,,,,$0.00,
Danville Police Department,03/17/2009,09-FS09301,01,"$2,132.00 U.S. CURRENCY",Forfeiture,"$2,132.00",04/03/2009,03/31/2014,,,$523.46,03/31/2014
Danville Police Department,04/29/2009,09-FS13501,01,"$9,210.00 U.S. CURRENCY",Forfeiture,"$9,210.00",05/15/2009,11/04/2013,,,"$7,614.08",11/04/2013
Danville Police Department,04/29/2009,09-FS13501,02,WIRELESS SURVEILLANCE CAMERA SYSTEM,Forfeiture,$500.00,05/15/2009,11/07/2014,,,$0.00,11/07/2014
Danville Police Department,04/29/2009,09-FS13501,03,SANYO FLAT SCREEN TV,Forfeiture,$500.00,05/15/2009,11/07/2014,,,$0.00,11/07/2014
Danville Police Department,06/07/2009,09-FS17501,01,1964 PONTIAC BONNEVILLE,Return To Owner,"$7,925.00",06/24/2009,10/29/2014,,,$0.00,10/29/2014
Danville Police Department,06/07/2009,09-FS17501,02,"$3,430.26 U.S. CURRENCY",Pending,"$3,430.26",06/24/2009,,,,$0.00,
Danville Police Department,06/17/2009,10-FS18304,01,$500.00 U.S. CURRENCY,Forfeiture,$500.00,07/02/2009,03/31/2010,,,$500.52,03/31/2010
Danville Police Department,06/17/2009,10-FS18304,02,NECKLACE WITH MEDALLION,Return To Owner,"$2,100.00",07/02/2009,10/29/2014,,,$0.00,10/29/2014
Danville Police Department,06/17/2009,10-FS18304,03,NECKLACE WITH MEDALLION,Return To Owner,"$1,500.00",07/02/2009,10/29/2014,,,$0.00,10/29/2014
Danville Police Department,06/17/2009,10-FS18304,04,ICE TIME WATCH,Return To Owner,$500.00,07/02/2009,10/29/2014,,,$0.00,10/29/2014
Danville Police Department,06/17/2009,10-FS18304,05,KC WATCH,Return To Owner,$500.00,07/02/2009,10/29/2014,,,$0.00,10/29/2014
Danville Police Department,06/17/2009,10-FS18304,06,DIAMOND RING,Return To Owner,$400.00,07/02/2009,10/29/2014,,,$0.00,10/29/2014
Danville Police Department,06/17/2009,10-FS18304,07,DIAMOND EARRINGS,Return To Owner,$400.00,07/02/2009,10/29/2014,,,$0.00,10/29/2014
Danville Police Department,08/01/2009,10-FS22501,01,"$1,394.00 U.S. CURRENCY",Forfeiture,"$1,394.00",08/13/2009,03/31/2010,,,"$1,580.38",03/31/2010
Danville Police Department,09/05/2009,10-FS25901,01,"$2,321.00 U.S. CURRENCY",Pending,"$2,321.00",09/16/2009,,,,$0.00,
Danville Police Department,10/06/2009,10-FS29905,01,"$1,042.00 U.S. CURRENCY",Forfeiture,"$1,042.00",10/26/2009,05/10/2010,,,"$1,112.80",05/10/2010
Danville Police Department,10/15/2009,10-FS30811,01,"$1,200.00 U.S. CURRENCY",Forfeiture,"$1,200.00",11/04/2009,08/05/2014,,,"$1,226.94",08/05/2014
Danville Police Department,10/15/2009,10-FS30811,02,TAURUS HANDGUN,Forfeiture,$500.00,11/04/2009,10/29/2014,,,$0.00,10/29/2014
Danville Police Department,10/15/2009,10-FS30811,03,$649.00 U.S. CURRENCY,Forfeiture,$649.00,11/04/2009,05/10/2010,,,$686.70,05/10/2010
Danville Police Department,10/15/2009,10-FS30811,04,DESERT EAGLE HANDGUN,Return To Owner,$500.00,11/04/2009,10/29/2014,,,$0.00,10/29/2014
Danville Police Department,10/15/2009,10-FS30811,05,GLOCK HANDGUN,Forfeiture,$500.00,11/04/2009,10/29/2014,,,$0.00,10/29/2014
Danville Police Department,10/15/2009,10-FS30811,06,COLT HANDGUN,Forfeiture,$500.00,11/04/2009,10/29/2014,,,$0.00,10/29/2014
