Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Lynchburg Police Department,09/25/2008,09-FS27510,01,"$3,269.00 U.S. CURRENCY",Forfeiture,"$3,269.00",10/01/2008,12/05/2008,,,"$3,269.00",12/05/2008
Lynchburg Police Department,09/25/2008,09-FS27510,02,2003 GMC YUKON,Pending,"$11,875.00",10/01/2008,12/12/2008,,,$0.00,12/12/2008
Lynchburg Police Department,11/05/2008,10-FS20801,01,GOLD NECKLACE W/PENDANT,Forfeiture,"$2,000.00",07/27/2009,07/27/2009,,,"$1,213.70",07/27/2009
Lynchburg Police Department,03/18/2009,10-FS21713,01,1996 JEEP CHEROKEE SPORT UTILITY,Forfeiture,"$1,800.00",08/05/2009,08/12/2009,07/16/2010,,$960.00,07/16/2010
Lynchburg Police Department,03/30/2009,10-FS30606,01,1989 FORD MUSTANG,Forfeiture,"$5,000.00",11/02/2009,12/23/2009,07/21/2010,,$0.00,07/21/2010
Lynchburg Police Department,07/15/2009,10-FS19802,01,$740.00 U.S. CURRENCY,Forfeiture,$740.00,07/17/2009,10/07/2009,,,$740.00,10/07/2009
Lynchburg Police Department,07/30/2009,10-FS21601,01,$558.00 U.S. CURRENCY,Forfeiture,$558.00,08/04/2009,10/13/2009,,,$558.00,10/13/2009
Lynchburg Police Department,07/30/2009,10-FS21602,01,"$1,380.00 U.S. CURRENCY",Forfeiture,"$1,380.00",08/04/2009,10/13/2009,,,"$1,380.00",10/13/2009
Lynchburg Police Department,08/01/2009,10-FS23702,01,"$3,936.25 U.S. CURRENCY",Return To Owner,"$3,936.25",08/25/2009,11/19/2009,,,$0.00,11/19/2009
Lynchburg Police Department,10/02/2009,10-FS27503,01,"$3,663.00 U.S. CURRENCY",Forfeiture,"$3,663.00",10/02/2009,12/07/2009,,,"$3,663.00",12/07/2009
Lynchburg Police Department,10/02/2009,10-FS27905,01,"$2,341.00 U.S. CURRENCY",Forfeiture,"$2,341.00",10/06/2009,02/24/2010,,,"$2,341.00",02/24/2010
Lynchburg Police Department,10/07/2009,10-FS28107,01,$870.00 U.S. CURRENCY,Forfeiture,$870.00,10/08/2009,12/23/2009,,,$870.00,12/23/2009
Lynchburg Police Department,10/09/2009,10-FS28204,01,"$8,374.00 U.S. CURRENCY",Forfeiture,"$8,374.00",10/09/2009,12/29/2009,,,"$8,374.00",12/29/2009
Lynchburg Police Department,11/20/2009,10-FS02805,01,"$1,017.00 U.S. CURRENCY",Forfeiture,"$1,017.00",01/28/2010,02/24/2010,,,"$1,017.00",02/24/2010
Lynchburg Police Department,12/09/2009,10-FS34406,01,"$1,220.00 U.S. CURRENCY",Forfeiture,"$1,220.00",12/10/2009,03/29/2010,,,"$1,220.00",03/29/2010
Lynchburg Police Department,12/10/2009,10-FS34518,01,$780.00 U.S. CURRENCY,Forfeiture,$780.00,12/11/2009,07/16/2010,,,$780.00,07/16/2010
Lynchburg Police Department,01/05/2010,10-FS04814,01,$760.00 U.S. CURRENCY,Return To Owner,$760.00,02/17/2010,04/05/2010,,,$0.00,04/05/2010
Lynchburg Police Department,01/10/2010,10-FS01107,01,$971.00 U.S. CURRENCY,Return To Owner,$971.00,01/11/2010,05/07/2010,,,$0.00,05/07/2010
Lynchburg Police Department,01/14/2010,10-FS02108,01,$798.00 U.S. CURRENCY,Return To Owner,$798.00,01/21/2010,06/02/2010,,,$0.00,06/02/2010
Lynchburg Police Department,01/22/2010,10-FS02515,01,$509.00 U.S. CURRENCY,Forfeiture,$509.00,01/25/2010,06/08/2010,,,$509.00,06/08/2010
Lynchburg Police Department,02/11/2010,10-FS04815,01,$907.00 U.S. CURRENCY,Forfeiture,$907.00,02/17/2010,04/15/2010,,,$907.00,04/15/2010
Lynchburg Police Department,02/17/2010,10-FS04910,01,"$4,090.00 U.S. CURRENCY",Forfeiture,"$4,090.00",02/18/2010,04/15/2010,,,"$4,090.00",04/15/2010
Lynchburg Police Department,03/03/2010,10-FS07506,01,$500.00 U.S. CURRENCY,Return To Owner,$500.00,03/16/2010,03/26/2010,,,$0.00,03/26/2010
Lynchburg Police Department,03/05/2010,10-FS06807,01,$558.00 U.S. CURRENCY,Forfeiture,$558.00,03/09/2010,05/04/2010,,,$558.00,05/04/2010
Lynchburg Police Department,03/06/2010,10-FS07003,01,"$1,688.00 U.S. CURRENCY",Forfeiture,"$1,688.00",03/11/2010,07/07/2010,,,"$1,688.00",07/07/2010
Lynchburg Police Department,03/25/2010,10-FS08806,01,"$4,350.00 U.S. CURRENCY",Forfeiture,"$4,350.00",03/29/2010,07/07/2010,,,"$4,350.00",07/07/2010
Lynchburg Police Department,03/31/2010,10-FS11805,01,"$11,481.00 U.S. CURRENCY",Forfeiture,"$11,481.00",04/28/2010,08/02/2010,,,"$11,481.00",08/02/2010
Lynchburg Police Department,04/02/2010,10-FS09212,01,$543.00 U.S. CURRENCY,Return To Owner,$543.00,04/02/2010,10/12/2010,,,$0.00,10/12/2010
Lynchburg Police Department,04/05/2010,10-FS09504,01,"$1,000.00 U.S. CURRENCY",Forfeiture,"$1,000.00",04/05/2010,10/20/2010,,,"$1,000.00",10/20/2010
Lynchburg Police Department,04/05/2010,10-FS09604,01,$700.00 U.S. CURRENCY,Return To Owner,$700.00,04/06/2010,10/19/2010,,,$0.00,10/19/2010
Lynchburg Police Department,04/09/2010,10-FS10406,01,$876.00 U.S. CURRENCY,Forfeiture,$876.00,04/14/2010,06/15/2010,,,$876.00,06/15/2010
Lynchburg Police Department,04/21/2010,10-FS11210,01,"$2,000.00 U.S. CURRENCY",Dismissal,"$2,000.00",04/22/2010,06/02/2010,,,$0.00,06/02/2010
Lynchburg Police Department,04/21/2010,10-FS11211,01,"$1,268.00 U.S. CURRENCY",Return To Owner,"$1,268.00",04/22/2010,06/02/2010,,,$0.00,06/02/2010
Lynchburg Police Department,05/01/2010,10-FS12303,01,"$3,955.00 U.S. CURRENCY",Forfeiture,"$3,955.00",05/03/2010,04/29/2011,,,"$3,955.00",04/29/2011
Lynchburg Police Department,05/06/2010,10-FS12707,01,$747.48 U.S. CURRENCY,Forfeiture,$747.48,05/07/2010,07/27/2010,,,$747.48,07/27/2010
Lynchburg Police Department,05/07/2010,10-FS13103,01,$545.00 U.S. CURRENCY,Forfeiture,$545.00,05/11/2010,07/07/2010,,,$545.00,07/07/2010
Lynchburg Police Department,05/28/2010,10-FS15201,01,"$1,020.00 U.S. CURRENCY",Forfeiture,"$1,020.00",06/01/2010,07/22/2010,,,"$1,020.00",07/22/2010
Lynchburg Police Department,05/28/2010,10-FS15203,01,"$1,342.00 U.S. CURRENCY",Forfeiture,"$1,342.00",06/01/2010,09/21/2010,,,"$1,342.00",09/21/2010
Lynchburg Police Department,06/04/2010,10-FS15912,01,"$3,745.65 U.S. CURRENCY",Forfeiture,"$3,745.65",06/08/2010,08/02/2010,,,"$3,745.65",08/02/2010
Lynchburg Police Department,06/05/2010,10-FS15911,01,$964.00 U.S. CURRENCY,Forfeiture,$964.00,06/08/2010,08/02/2010,,,$964.00,08/02/2010
Lynchburg Police Department,06/18/2010,10-FS17303,01,$662.00 U.S. CURRENCY,Forfeiture,$662.00,06/22/2010,08/30/2010,,,$662.00,08/30/2010
Lynchburg Police Department,06/30/2010,11-FS18206,01,"$1,644.00 U.S. CURRENCY",Forfeiture,"$1,644.00",07/01/2010,11/03/2010,,,"$1,644.00",11/03/2010
Lynchburg Police Department,07/07/2010,11-FS18911,01,$575.00 U.S. CURRENCY,Forfeiture,$575.00,07/08/2010,09/21/2010,,,$575.00,09/21/2010
Lynchburg Police Department,07/23/2010,11-FS20902,01,"$1,569.00 U.S. CURRENCY",Forfeiture,"$1,569.00",07/28/2010,10/05/2010,,,"$1,569.00",10/05/2010
Lynchburg Police Department,07/29/2010,11-FS21404,01,"$4,920.00 U.S. CURRENCY",Forfeiture,"$4,920.00",08/02/2010,10/05/2010,,,"$4,920.00",10/05/2010
Lynchburg Police Department,07/29/2010,11-FS22104,01,$615.00 U.S. CURRENCY,Forfeiture,$615.00,08/09/2010,11/03/2010,,,$615.00,11/03/2010
Lynchburg Police Department,07/30/2010,11-FS21405,01,"$2,570.00 U.S. CURRENCY",Forfeiture,"$2,570.00",08/02/2010,10/14/2010,,,"$2,570.00",10/14/2010
Lynchburg Police Department,07/30/2010,11-FS31409,01,2002 KIA OPTIMA,Forfeiture,"$2,500.00",11/10/2010,12/20/2010,06/28/2011,,"$1,610.00",06/28/2011
Lynchburg Police Department,08/01/2010,11-FS21406,01,$971.00 U.S. CURRENCY,Forfeiture,$971.00,08/02/2010,10/05/2010,,,$971.00,10/05/2010
Lynchburg Police Department,09/08/2010,11-FS26003,01,$526.00 U.S. CURRENCY,Return To Owner,$526.00,09/17/2010,05/25/2012,,,$0.00,05/25/2012
Lynchburg Police Department,09/29/2010,11-FS28601,01,1993 TOYOTA,Return To Owner,"$1,000.00",10/13/2010,04/14/2011,,,$0.00,04/14/2011
Lynchburg Police Department,10/15/2010,11-FS29103,01,$900.00 U.S. CURRENCY,Return To Owner,$900.00,10/18/2010,11/09/2010,,,$0.00,11/09/2010
Lynchburg Police Department,11/20/2010,11-FS00406,01,$885.00 U.S. CURRENCY,Pending,$885.00,01/04/2011,,,,$0.00,
Lynchburg Police Department,12/13/2010,11-FS00503,01,"$2,335.00 U.S. CURRENCY",Forfeiture,"$2,335.00",01/05/2011,02/23/2011,,,"$2,335.00",02/23/2011
Lynchburg Police Department,01/06/2011,11-FS02104,01,"$8,220.00 U.S. CURRENCY",Forfeiture,"$8,220.00",01/21/2011,04/29/2011,,,"$8,220.00",04/29/2011
Lynchburg Police Department,01/06/2011,11-FS02105,01,2000 DODGE DURANGO,Forfeiture,"$5,000.00",01/21/2011,04/14/2011,06/22/2012,,"$2,750.00",06/22/2012
Lynchburg Police Department,01/06/2011,11-FS02106,01,1997 MERCEDES BENZ,Forfeiture,"$5,000.00",01/21/2011,04/14/2011,06/22/2012,,"$1,900.00",06/22/2012
Lynchburg Police Department,01/06/2011,11-FS02107,01,1994 FORD F-150,Pending,"$1,500.00",01/21/2011,04/14/2011,,,$0.00,04/14/2011
Lynchburg Police Department,01/06/2011,11-FS02108,01,2006 SUZUKI GSXR 1000,Forfeiture,"$3,500.00",01/21/2011,04/14/2011,06/22/2012,,"$3,123.24",06/22/2012
Lynchburg Police Department,01/13/2011,11-FS02002,01,2004 TOYOTA 4 RUNNER,Dismissal,"$17,000.00",01/20/2011,11/19/2012,,,$0.00,11/19/2012
Lynchburg Police Department,01/30/2011,11-FS03308,01,"$1,901.00 U.S. CURRENCY",Return To Owner,"$1,901.00",02/02/2011,03/28/2012,,,$0.00,03/28/2012
Lynchburg Police Department,01/30/2011,11-FS03312,01,"$1,803.00 U.S. CURRENCY",Forfeiture,"$1,803.00",02/02/2011,03/25/2011,,,"$1,803.00",03/25/2011
Lynchburg Police Department,02/07/2011,11-FS03902,01,"$1,212.00 U.S. CURRENCY",Forfeiture,"$1,212.00",02/08/2011,09/02/2011,,,"$1,212.00",09/02/2011
Lynchburg Police Department,03/07/2011,11-FS09112,01,"$6,999.00 U.S. CURRENCY",Forfeiture,"$6,999.00",04/01/2011,06/14/2011,,,"$6,999.00",06/14/2011
Lynchburg Police Department,03/23/2011,12-FS13102,01,$890.00 US CURRENCY,Return To Owner,$890.00,05/10/2012,05/10/2012,,,$0.00,05/10/2012
Lynchburg Police Department,03/25/2011,11-FS09111,01,"$5,122.00 U.S. CURRENCY",Forfeiture,"$5,122.00",04/01/2011,01/30/2011,,,"$5,122.00",01/30/2011
Lynchburg Police Department,03/25/2011,11-FS09815,01,1997 NISSAN MAXIMA,Return To Owner,"$1,000.00",04/08/2011,11/19/2012,,,$0.00,11/19/2012
Lynchburg Police Department,03/25/2011,11-FS09816,01,2000 FORD TAURUS,Pending,"$1,500.00",04/08/2011,11/19/2012,,,$0.00,11/19/2012
Lynchburg Police Department,03/26/2011,11-FS09113,01,$718.00 U.S. CURRENCY,Forfeiture,$718.00,04/01/2011,03/06/2014,,,$718.00,03/06/2014
Lynchburg Police Department,03/26/2011,11-FS09817,01,2004 HARLEY DAVIDSON SOFTAIL,Return To Owner,"$9,500.00",04/08/2011,03/06/2014,,,$0.00,03/06/2014
Lynchburg Police Department,04/07/2011,11-FS12903,01,"$1,469.00 U.S. CURRENCY",Forfeiture,"$1,469.00",05/09/2011,08/05/2011,,,"$1,469.00",08/05/2011
Lynchburg Police Department,04/16/2011,11-FS12902,01,"$1,751.00 U.S. CURRENCY",Forfeiture,"$1,751.00",05/09/2011,07/12/2011,,,"$1,751.00",07/12/2011
Lynchburg Police Department,04/20/2011,11-FS11703,01,"$2,430.00 U.S. CURRENCY",Forfeiture,"$2,430.00",04/27/2011,07/21/2011,,,"$2,430.00",07/21/2011
Lynchburg Police Department,05/05/2011,11-FS13003,01,$674.62 U.S. CURRENCY,Forfeiture,$674.62,05/10/2011,09/16/2011,,,$674.62,09/16/2011
Lynchburg Police Department,05/07/2011,11-FS14512,01,"$1,458.00 U.S. CURRENCY",Return To Owner,"$1,458.00",05/25/2011,11/19/2012,,,$0.00,11/19/2012
Lynchburg Police Department,05/12/2011,11-FS13302,01,"$1,536.00 U.S. CURRENCY",Forfeiture,"$1,536.00",05/13/2011,07/12/2011,,,"$1,536.00",07/12/2011
Lynchburg Police Department,05/20/2011,11-FS14412,01,"$1,880.00 U.S. CURRENCY",Forfeiture,"$1,880.00",05/24/2011,11/21/2011,,,"$1,880.00",11/21/2011
Lynchburg Police Department,05/20/2011,12-FS28404,01,2006 DODGE DURANGO,Pending,"$5,000.00",10/11/2011,,,,$0.00,
Lynchburg Police Department,05/23/2011,11-FS14701,01,"$1,863.00 U.S. CURRENCY",Forfeiture,"$1,863.00",05/27/2011,07/26/2011,,,"$1,863.00",07/26/2011
Lynchburg Police Department,05/27/2011,11-FS15406,01,"$20,622.00 U.S. CURENCY",Forfeiture,"$20,622.00",06/03/2011,12/02/2011,,,"$20,622.00",12/02/2011
Lynchburg Police Department,06/03/2011,11-FS15701,01,$515.00 U.S. CURRENCY,Forfeiture,$515.00,06/06/2011,08/02/2011,,,$515.00,08/02/2011
Lynchburg Police Department,06/10/2011,11-FS16402,01,$727.00 U.S. CURRENCY,Forfeiture,$727.00,06/13/2011,09/02/2011,,,$727.00,09/02/2011
Lynchburg Police Department,06/23/2011,13-FS18701,01,"$19,839.00 US CURRENCY",Return To Owner,"$19,839.00",07/05/2012,07/05/2012,,,$0.00,07/05/2012
Lynchburg Police Department,07/30/2011,12-FS21614,01,$535.00 U.S. CURRENCY,Forfeiture,$535.00,08/04/2011,10/18/2011,,,$535.00,10/18/2011
Lynchburg Police Department,07/30/2011,12-FS21615,01,"$4,200.00 U.S. CURRENCY",Return To Owner,"$4,200.00",08/04/2011,12/13/2011,,,$0.00,12/13/2011
Lynchburg Police Department,08/02/2011,12-FS21617,01,$710.00 U.S. CURRENCY,Forfeiture,$710.00,08/04/2011,11/21/2011,,,$710.00,11/21/2011
Lynchburg Police Department,08/03/2011,12-FS21616,01,$750.00 U.S. CURRENCY,Forfeiture,$750.00,08/04/2011,10/31/2011,,,$750.00,10/31/2011
Lynchburg Police Department,08/12/2011,12-FS26609,01,1994 TOYOTA CAMRY,Pending,"$2,000.00",09/23/2011,10/14/2011,,,$0.00,10/14/2011
Lynchburg Police Department,08/17/2011,12-FS27003,01,"$12,185.20 U.S. CURRENCY",Forfeiture,"$12,185.20",09/27/2011,10/18/2011,,,"$12,185.20",10/18/2011
Lynchburg Police Department,09/21/2011,12-FS08612,01,"$2,385.58 U.S. CURRENCY",Forfeiture,"$2,385.58",03/26/2012,05/29/2012,,,"$2,385.58",05/29/2012
Lynchburg Police Department,09/21/2011,12-FS27909,01,"$21,573.00 U.S. CURRENCY",Forfeiture,"$21,573.00",10/06/2011,05/29/2012,,,"$21,573.00",05/29/2012
Lynchburg Police Department,09/21/2011,12-FS27910,01,2003 FORD PICK-UP TRUCK F-150,Forfeiture,"$4,500.00",10/06/2011,05/25/2012,08/05/2013,,"$3,491.00",08/05/2013
Lynchburg Police Department,09/21/2011,12-FS27911,01,1999 HARRIS KAYOT AND TRAILER,Forfeiture,"$1,500.00",10/06/2011,05/15/2013,06/23/2014,,$0.00,06/23/2014
Lynchburg Police Department,09/21/2011,12-FS27912,01,"$4,931.05 U.S. CURRENCY",Forfeiture,"$4,931.05",10/06/2011,05/29/2012,,,"$4,931.05",05/29/2012
Lynchburg Police Department,11/18/2011,12-FS32201,01,$989.00 U.S. CURRENCY,Forfeiture,$989.00,11/18/2011,05/10/2012,,,$989.00,05/10/2012
Lynchburg Police Department,12/06/2011,12-FS34701,01,"$1,546.00 U.S. CURRENCY",Forfeiture,"$1,546.00",12/13/2011,05/10/2012,,,"$1,546.00",05/10/2012
Lynchburg Police Department,12/06/2011,12-FS34702,01,1993 Lincoln Town Car,Forfeiture,$400.00,12/13/2011,06/20/2012,06/20/2014,,$0.00,06/20/2014
Lynchburg Police Department,12/12/2011,12-FS04501,01,2003 Volkswagon 4D,Return To Owner,"$3,500.00",02/14/2012,04/26/2012,,,$0.00,04/26/2012
Lynchburg Police Department,12/15/2011,12-FS36202,01,"$2,829.00 U.S. CURRENCY",Forfeiture,"$2,829.00",12/28/2011,05/10/2012,,,"$2,829.00",05/10/2012
Lynchburg Police Department,12/15/2011,12-FS36203,01,2008 ZXYV Motor Scooter,Forfeiture,$500.00,12/28/2011,03/01/2012,06/28/2013,,$0.00,06/28/2013
