Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Washington County Sheriff's Office,08/06/2009,10-FS21905,01,"$1,629.00 U.S. CURRENCY",Forfeiture,"$1,629.00",08/07/2009,03/01/2010,,,"$1,629.00",03/01/2010
Washington County Sheriff's Office,09/10/2009,10-FS26001,01,2000 FORD MUSTANG,Forfeiture,"$3,150.00",09/17/2009,06/14/2010,10/27/2010,,$825.00,10/27/2010
Washington County Sheriff's Office,11/16/2009,10-FS32304,01,1997 KIA,Forfeiture,"$1,000.00",11/19/2009,03/18/2010,10/27/2010,,$0.00,10/27/2010
Washington County Sheriff's Office,05/11/2010,10-FS13409,01,"$1,946.00 U.S. CURRENCY",Forfeiture,"$1,946.00",05/14/2010,12/13/2010,,,"$1,746.00",12/13/2010
Washington County Sheriff's Office,05/27/2010,10-FS15313,01,$737.00 U.S. CURRENCY,Forfeiture,$737.00,06/02/2010,12/06/2010,,,$737.00,12/06/2010
Washington County Sheriff's Office,02/20/2011,11-FS06707,01,"$2,093.88 U.S. CURRENCY",Forfeiture,"$2,093.88",03/08/2011,08/02/2013,,,"$2,093.88",08/02/2013
Washington County Sheriff's Office,06/01/2011,11-FS16505,01,$525.01 U.S. CURRENCY,Pending,$525.01,06/14/2011,,,,$0.00,
Washington County Sheriff's Office,07/26/2011,12-FS21613,01,1995 FORD MUSTANG,Forfeiture,"$1,000.00",08/04/2011,08/26/2013,,,"$1,005.00",08/26/2013
Washington County Sheriff's Office,08/30/2011,12-FS25106,01,2000 FORD EXPLORER SUV,Forfeiture,"$2,000.00",09/08/2011,05/14/2013,,,$905.00,05/14/2013
Washington County Sheriff's Office,09/21/2011,12-FS27009,01,"$1,014.00 U.S. CURRENCY",Pending,"$1,014.00",09/27/2011,,,,$0.00,
Washington County Sheriff's Office,12/30/2011,12-FS01704,01,2001 Honda Civic,Return To Owner,"$2,000.00",01/17/2012,09/24/2012,,,$0.00,09/24/2012
Washington County Sheriff's Office,05/06/2012,12-FS13501,01,2000 NISSAN FRONTIER PICKUP,Forfeiture,"$5,000.00",05/14/2012,03/08/2013,,,"$1,655.00",03/08/2013
Washington County Sheriff's Office,08/24/2012,13-FS24405,01,"$1,322.00 US CURRENCY",Forfeiture,"$1,322.00",08/31/2012,07/09/2013,,,"$1,322.00",07/09/2013
Washington County Sheriff's Office,09/14/2012,13-FS26301,01,$622.OO US CURRENCY,Forfeiture,$622.00,09/19/2012,05/07/2013,,,$622.00,05/07/2013
