Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Virginia Beach Police Department,01/04/2008,08-FS02205,01,$626.00 U.S. CURRENCY,Forfeiture,$626.00,01/22/2008,11/13/2013,,,$626.00,11/13/2013
Virginia Beach Police Department,05/09/2008,09-FS21008,01,"$5,981.97 U.S. CURRENCY",Pending,"$5,681.97",07/28/2008,,,,$0.00,
Virginia Beach Police Department,05/09/2008,09-FS21010,01,2004 LINCOLN LS,Pending,"$14,575.00",07/28/2008,,,,$0.00,
Virginia Beach Police Department,05/09/2008,09-FS21016,01,2000 CHEVROLET MONTE CARLO,Pending,"$7,725.00",07/28/2008,,,,$0.00,
Virginia Beach Police Department,05/09/2008,09-FS21019,01,2004 HONDA ACCORD,Pending,"$15,575.00",07/28/2008,,,,$0.00,
Virginia Beach Police Department,05/09/2008,09-FS21026,01,2003 HONDA ACCORD,Pending,"$13,775.00",07/28/2008,,,,$0.00,
Virginia Beach Police Department,05/09/2008,09-FS21028,01,2003 MERCURY MOUNTAINEER SUV,Pending,"$12,000.00",07/28/2008,,,,$0.00,
Virginia Beach Police Department,05/09/2008,09-FS21030,01,2005 CADILLAC CTS,Pending,"$18,675.00",07/28/2008,,,,$0.00,
Virginia Beach Police Department,05/09/2008,09-FS21031,01,2004 DODGE DURANGO SUV,Pending,"$15,500.00",07/28/2008,,,,$0.00,
Virginia Beach Police Department,05/09/2008,09-FS21034,01,2003 FORD MUSTANG - CONVERTIBLE,Pending,"$11,350.00",07/28/2008,,,,$0.00,
Virginia Beach Police Department,05/09/2008,09-FS21035,01,2004 FORD ESCAPE XLT,Pending,"$13,100.00",07/28/2008,,,,$0.00,
Virginia Beach Police Department,05/09/2008,09-FS21041,01,2005 MAZDA 6,Pending,"$12,850.00",07/28/2008,,,,$0.00,
Virginia Beach Police Department,05/09/2008,09-FS21042,01,2006 DODGE MAGNUM,Pending,"$14,225.00",07/28/2008,,,,$0.00,
Virginia Beach Police Department,05/09/2008,09-FS21043,01,2003 BMW 325I,Pending,"$16,725.00",07/28/2008,,,,$0.00,
Virginia Beach Police Department,05/09/2008,09-FS21053,01,2003 MERCEDES BENZ G500,Pending,"$43,500.00",07/28/2008,,,,$0.00,
Virginia Beach Police Department,05/09/2008,09-FS21055,01,2004 CHEVROLET SILVERADO PICKUP,Pending,"$15,275.00",07/28/2008,,,,$0.00,
Virginia Beach Police Department,05/16/2008,09-FS21007,01,"$190,658.00 U.S. CURRENCY",Pending,"$190,658.00",07/28/2008,,,,$0.00,
Virginia Beach Police Department,05/23/2008,09-FS21006,01,"$1,381.18 U.S. CURRENCY",Pending,"$1,381.18",07/28/2008,,,,$0.00,
Virginia Beach Police Department,07/01/2008,09-FS21802,01,2003 NISSAN PATHFINDER,Pending,"$14,853.00",08/05/2008,03/22/2010,,,$0.00,03/22/2010
Virginia Beach Police Department,09/29/2008,09-FS29102,01,MOVADO WATCH,Dismissal,$500.00,10/17/2008,11/21/2012,,,$0.00,11/21/2012
Virginia Beach Police Department,09/29/2008,09-FS29102,02,SILVER/GOLD BRACELET,Pending,$500.00,10/17/2008,,,,$0.00,
Virginia Beach Police Department,11/25/2008,13-FS06401,01,"$5,942.00 U.S. Currency",Forfeiture,"$5,942.00",03/05/2013,11/26/2013,,,"$5,942.00",11/26/2013
Virginia Beach Police Department,01/16/2009,09-FS03410,01,"32"" Sanyo TV",Pending,$799.00,02/03/2009,11/19/2014,,,$0.00,11/19/2014
Virginia Beach Police Department,01/16/2009,09-FS03410,02,"37"" SAMSUNG TV",Forfeiture,$799.00,02/03/2009,08/27/2009,10/01/2010,,$0.00,08/27/2009
Virginia Beach Police Department,02/05/2009,09-FS06319,01,2002 FORD TAURUS,Dismissal,"$4,860.00",03/04/2009,07/25/2012,,,$0.00,07/25/2012
Virginia Beach Police Department,06/11/2009,10-FS18715,01,"$2,950.00 U.S. CURRENCY",Forfeiture,"$2,950.00",07/06/2009,11/02/2009,,,"$2,950.00",11/02/2009
Virginia Beach Police Department,06/15/2009,10-FS18714,01,"$23,579.54 U.S. CURRENCY",Forfeiture,"$23,579.54",07/06/2009,09/14/2009,08/25/2011,,"$11,789.77",08/25/2011
Virginia Beach Police Department,06/18/2009,10-FS20402,01,"$2,889.76 U.S. CURRENCY",Forfeiture,"$2,889.76",07/23/2009,10/19/2010,,,"$2,889.76",10/19/2010
Virginia Beach Police Department,06/18/2009,10-FS20403,01,"$4,556.22 U.S. CURRENCY",Forfeiture,"$4,556.22",07/23/2009,10/19/2010,,,"$4,556.22",10/19/2010
Virginia Beach Police Department,06/25/2009,10-FS20401,01,42 INCH LG TV,Forfeiture,"$1,300.00",07/23/2009,10/18/2010,,,$0.00,01/17/2012
Virginia Beach Police Department,06/25/2009,10-FS20401,02,32 INCH LG TV,Forfeiture,"$1,000.00",07/23/2009,10/18/2010,,,$0.00,01/17/2012
Virginia Beach Police Department,06/26/2009,10-FS20101,01,"$3,000.00 U.S. CURRENCY",Forfeiture,"$3,000.00",07/20/2009,01/28/2011,,,"$3,000.00",01/28/2011
