Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
New River Regional Drug Task Force,02/24/2009,09-FS06325,01,HP LAPTOP,Forfeiture,$500.00,03/04/2009,10/06/2014,,,$0.00,10/06/2014
New River Regional Drug Task Force,02/24/2009,09-FS06325,02,NETGEAR WIRELESS-G ROUTER,Forfeiture,$500.00,03/04/2009,10/06/2014,,,$0.00,10/06/2014
New River Regional Drug Task Force,02/24/2009,10-FS18303,01,"$1,217.00 U.S. CURRENCY",Return To Owner,"$1,217.00",07/02/2009,10/06/2014,,,$0.00,10/06/2014
New River Regional Drug Task Force,06/18/2009,10-FS18201,01,$528.00 U.S. CURRENCY,Forfeiture,$528.00,07/01/2009,05/10/2012,,,$528.00,05/10/2012
New River Regional Drug Task Force,07/20/2009,10-FS20802,01,Smith & Wesson 59,Forfeiture,$500.00,07/27/2009,03/01/2010,,,$0.00,01/17/2012
New River Regional Drug Task Force,07/20/2009,10-FS20802,02,Smith & Wesson Revolver,Forfeiture,$500.00,07/27/2009,03/01/2010,,,$0.00,01/17/2012
New River Regional Drug Task Force,09/22/2009,10-FS27812,01,$660.00 U.S. CURRENCY,Forfeiture,$660.00,10/05/2009,01/07/2010,,,$660.00,01/07/2010
New River Regional Drug Task Force,11/20/2009,10-FS34903,01,.45 CALIBER HANDGUN,Forfeiture,$300.00,12/15/2009,06/28/2010,,,$0.00,01/17/2012
New River Regional Drug Task Force,11/20/2009,10-FS34903,02,.22 CALIBER LONG RIFLE,Forfeiture,$300.00,12/15/2009,06/28/2010,,,$0.00,01/17/2012
New River Regional Drug Task Force,11/20/2009,10-FS34903,03,.9MM TAURUS HANDGUN,Forfeiture,$300.00,12/15/2009,06/28/2010,,,$0.00,01/17/2012
New River Regional Drug Task Force,11/20/2009,10-FS34903,04,REMINGTON 12 GAUGE SHOTGUN,Forfeiture,$300.00,12/15/2009,06/28/2010,,,$0.00,01/17/2012
New River Regional Drug Task Force,11/20/2009,10-FS34903,05,WEST POINT 20 GAUGE SHOTGUN,Forfeiture,$300.00,12/15/2009,06/28/2010,,,$0.00,01/17/2012
New River Regional Drug Task Force,11/20/2009,10-FS34903,06,MARLIN MODEL RIFLE,Forfeiture,$300.00,12/15/2009,06/28/2010,,,$0.00,01/17/2012
New River Regional Drug Task Force,11/20/2009,10-FS34903,07,WINCHESTER RIFLE,Forfeiture,$300.00,12/15/2009,06/28/2010,,,$0.00,01/17/2012
New River Regional Drug Task Force,12/03/2009,10-FS35204,01,$978.37 U.S. CURRENCY,Forfeiture,$978.37,12/18/2009,04/08/2011,,,$978.37,04/08/2011
New River Regional Drug Task Force,02/04/2010,10-FS04706,01,LG TELEVISION,Forfeiture,$500.00,02/16/2010,07/29/2010,,,$0.00,01/17/2012
New River Regional Drug Task Force,03/02/2010,10-FS11206,01,$753.00 U.S. CURRENCY,Forfeiture,$753.00,04/22/2010,07/30/2010,,,$753.00,07/30/2010
New River Regional Drug Task Force,04/21/2010,10-FS11205,01,2004 CHEVROLET CAVALIER,Forfeiture,"$5,400.00",04/22/2010,07/30/2010,,,$0.00,07/30/2010
New River Regional Drug Task Force,04/21/2010,10-FS11205,02,"$3,091.00 U.S. CURRENCY",Forfeiture,"$3,091.00",04/22/2010,07/30/2010,,,"$3,091.00",07/30/2010
New River Regional Drug Task Force,04/21/2010,10-FS11207,01,"$1,202.98 U.S. CURRENCY",Forfeiture,"$1,202.98",04/22/2010,07/30/2010,,,"$1,202.98",07/30/2010
New River Regional Drug Task Force,06/07/2010,10-FS16609,01,2009 TOYOTA COROLLA,Forfeiture,"$16,500.00",06/15/2010,12/28/2010,,,$0.00,12/28/2010
New River Regional Drug Task Force,06/07/2010,10-FS16609,02,"$2,830.00 U.S. CURRENCY",Forfeiture,"$2,830.00",06/15/2010,12/28/2010,,,"$2,830.00",12/28/2010
New River Regional Drug Task Force,08/03/2010,11-FS22803,01,"$13,400.00 U.S. CURRENCY",Forfeiture,"$13,400.00",08/16/2010,08/26/2011,,,"$13,400.00",08/26/2011
New River Regional Drug Task Force,08/03/2010,11-FS22803,02,REVOLVER W/BROWN HOLSTER,Forfeiture,$500.00,08/16/2010,08/26/2011,,,$0.00,08/26/2011
New River Regional Drug Task Force,08/03/2010,11-FS22803,03,SKS RIFLE,Pending,$500.00,08/16/2010,08/26/2011,,,$0.00,08/26/2011
New River Regional Drug Task Force,08/03/2010,11-FS22803,04,GLENFIELD RIFLE-MODEL 60,Pending,$500.00,08/16/2010,08/26/2011,,,$0.00,08/26/2011
New River Regional Drug Task Force,08/03/2010,11-FS23702,01,REAL PROPERTY AT 723 LONG LEVEL ROAD,Forfeiture,"$25,000.00",08/25/2010,08/26/2011,,,"$6,600.00",08/26/2011
New River Regional Drug Task Force,08/16/2010,11-FS09801,01,"$25,000.00 U.S. CURRENCY",Forfeiture,"$25,000.00",04/08/2011,04/08/2011,,,"$25,000.00",04/08/2011
New River Regional Drug Task Force,08/16/2010,11-FS09802,01,"$25,000.00 U.S. CURRENCY",Forfeiture,"$25,000.00",04/08/2011,04/08/2011,,,"$25,000.00",04/08/2011
New River Regional Drug Task Force,08/18/2010,11-FS23704,01,EAST FIELD 12g SHOTGUN,Forfeiture,$500.00,08/25/2010,03/11/2013,,,$0.00,03/11/2013
New River Regional Drug Task Force,08/18/2010,11-FS23704,02,1000 WATT GENERATOR,Forfeiture,$500.00,08/25/2010,03/11/2013,,,$0.00,03/11/2013
New River Regional Drug Task Force,08/20/2010,11-FS23703,01,"$2,561.00 U.S. CURRENCY",Pending,"$2,561.00",08/25/2010,01/20/2011,,,$0.00,01/20/2011
