Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Wythe County Sheriff's Office,08/08/2008,09-FS22503,01,"$2,252.00 U.S. CURRENCY",Pending,"$2,252.00",08/12/2008,,,,$0.00,
Wythe County Sheriff's Office,05/15/2009,09-FS15501,01,1997 PLYMOUTH NEON 4 DOOR,Pending,"$1,000.00",06/04/2009,,,,$0.00,
Wythe County Sheriff's Office,06/10/2009,10-FS18307,01,"$1,052.00 U.S. CURRENCY",Pending,"$1,052.00",07/02/2009,,,,$0.00,
Wythe County Sheriff's Office,08/26/2009,10-FS24609,01,2003 FORD EXPEDITION,Pending,"$17,000.00",09/03/2009,,,,$0.00,
Wythe County Sheriff's Office,12/08/2009,10-FS34302,01,1998 CHRYSLER TOWN & COUNTRY,Forfeiture,"$4,000.00",12/09/2009,04/30/2010,,,$0.00,04/30/2010
Wythe County Sheriff's Office,04/14/2010,10-FS10610,01,"$1,556.00 U.S. CURRENCY",Pending,"$1,556.00",04/16/2010,,,,$0.00,
Wythe County Sheriff's Office,05/06/2010,12-FS29312,01,"$1,246.00 U.S. CURRENCY",Forfeiture,"$1,246.00",10/20/2011,04/11/2012,,,"$1,246.00",04/11/2012
Wythe County Sheriff's Office,06/19/2010,10-FS17902,01,1997 MAZDA PROTÉGÉ,Pending,$500.00,06/28/2010,,,,$0.00,
Wythe County Sheriff's Office,07/09/2010,11-FS12301,01,"$1,112.00 U.S. CURRENCY",Forfeiture,"$1,112.00",05/03/2011,05/03/2011,,,"$1,112.00",05/03/2011
Wythe County Sheriff's Office,07/15/2010,11-FS20204,01,1997 DODGE VAN,Pending,"$6,000.00",07/21/2010,,,,$0.00,
Wythe County Sheriff's Office,07/15/2010,11-FS20204,02,"$4,912.00 U.S. CURRENCY",Forfeiture,"$4,912.00",07/21/2010,12/15/2010,,,"$4,912.00",12/15/2010
Wythe County Sheriff's Office,09/15/2010,11-FS27121,01,"$4,139.00 U.S. CURRENCY",Pending,"$4,139.00",09/28/2010,,,,$0.00,
Wythe County Sheriff's Office,10/14/2010,11-FS35008,01,2005 TOYOTA TUNDRA,Release To Lien Holder,"$10,000.00",12/16/2010,01/21/2014,,,$0.00,01/21/2014
Wythe County Sheriff's Office,10/14/2010,11-FS35008,02,$528.60 U.S. CURRENCY,Pending,$528.60,12/16/2010,,,,$0.00,
Wythe County Sheriff's Office,11/13/2010,11-FS33702,01,"$6,405.00 U.S. CURRENCY",Forfeiture,"$6,405.00",12/03/2010,03/22/2011,,,"$6,405.00",03/22/2011
Wythe County Sheriff's Office,02/10/2011,13-FS12702,01,"$2,348.00 U.S. Currency",Forfeiture,"$2,348.00",05/08/2013,06/14/2013,,,"$2,348.00",06/14/2013
Wythe County Sheriff's Office,04/11/2011,12-FS10101,01,"$3,450.00 U.S. CURRENCY",Forfeiture,"$3,450.00",04/10/2012,04/10/2012,,,"$3,450.00",04/10/2012
Wythe County Sheriff's Office,04/21/2011,11-FS12408,01,ACER LAPTOP,Pending,$500.00,05/04/2011,,,,$0.00,
Wythe County Sheriff's Office,06/03/2011,15-FS02759,01,$579.00 U.S. Currency,Pending,$579.00,01/27/2015,,,,$0.00,
Wythe County Sheriff's Office,09/23/2011,12-FS26903,01,2004 DODGE DAKOTA,Pending,"$7,500.00",09/26/2011,09/05/2012,,,$0.00,09/05/2012
Wythe County Sheriff's Office,09/23/2011,12-FS26903,02,"$1,821.00 U.S. CURRENCY",Forfeiture,"$1,821.00",09/26/2011,09/05/2012,,,"$1,821.00",09/05/2012
Wythe County Sheriff's Office,10/15/2011,12-FS29304,01,$2647.00 U.S. CURRENCY,Pending,"$2,647.00",10/20/2011,,,,$0.00,
Wythe County Sheriff's Office,10/27/2011,12-FS30401,01,$740.00 U.S. CURRENCY,Pending,$740.00,10/31/2011,,,,$0.00,
