Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Petersburg Bureau of Police,11/21/2008,09-FS13503,01,"$24,959.00 U.S. CURRENCY",Forfeiture,"$24,959.00",05/15/2009,09/21/2009,,,"$24,359.00",09/21/2009
Petersburg Bureau of Police,11/21/2008,09-FS13503,02,"REAL PROPERTY AT 703 E. BANK STREET, PETERSBURG, V",Forfeiture,"$50,000.00",05/15/2009,09/22/2009,,,$0.00,01/17/2012
Petersburg Bureau of Police,11/21/2008,09-FS13503,03,3 GOLD AND DIAMOND RINGS,Forfeiture,$500.00,05/15/2009,09/22/2009,09/10/2010,,$0.00,09/10/2010
Petersburg Bureau of Police,11/21/2008,09-FS13503,04,2001 LEXUS,Return To Owner,"$10,000.00",05/15/2009,05/29/2009,,,$0.00,05/29/2009
Petersburg Bureau of Police,11/21/2008,09-FS13503,05,1988 FORD ECONOLINE VAN,Pending,$500.00,05/15/2009,05/29/2009,,,$0.00,05/29/2009
Petersburg Bureau of Police,11/21/2008,09-FS13503,06,SUZUKI 650 SCOOTER,Forfeiture,"$1,000.00",05/15/2009,09/22/2009,09/10/2010,,$0.00,09/10/2010
Petersburg Bureau of Police,11/21/2008,09-FS13503,07,2001 VW JETTA,Forfeiture,"$6,000.00",05/15/2009,09/22/2009,09/10/2010,,$0.00,09/10/2010
Petersburg Bureau of Police,11/21/2008,09-FS13503,08,1988 CHEVROLET PICKUP,Forfeiture,$500.00,05/15/2009,09/22/2009,09/10/2010,,$0.00,09/10/2010
Petersburg Bureau of Police,11/21/2008,09-FS13503,09,2 SYLVANIA FLAT SCREEN TV'S,Forfeiture,"$1,000.00",05/15/2009,09/21/2009,,,$0.00,01/17/2012
Petersburg Bureau of Police,11/21/2008,09-FS13503,10,ROLEX WATCH,Forfeiture,$500.00,05/15/2009,09/10/2010,,,"$1,289.24",09/10/2010
Petersburg Bureau of Police,01/04/2009,10-FS02202,01,$658.00 U.S. CURRENCY,Forfeiture,$658.00,01/22/2010,07/26/2010,,,$658.00,07/26/2010
Petersburg Bureau of Police,01/04/2009,10-FS02203,01,$951.00 U.S. CURRENCY,Forfeiture,$951.00,01/22/2010,07/26/2010,,,$951.00,07/26/2010
Petersburg Bureau of Police,01/25/2009,10-FS02605,01,"$4,860.00 U.S. CURRENCY",Return To Owner,"$4,860.00",01/26/2010,09/17/2010,,,$0.00,09/17/2010
Petersburg Bureau of Police,01/25/2009,10-FS02605,02,"40"" SAMSUNG LCD TV",Return To Owner,$500.00,01/26/2010,09/17/2010,,,$0.00,09/17/2010
Petersburg Bureau of Police,06/10/2009,09-FS16602,01,2000 GMC PICKUP,Pending,"$2,000.00",06/15/2009,12/08/2009,,,$0.00,12/08/2009
Petersburg Bureau of Police,06/10/2009,09-FS16602,02,"$18,836.92 U.S. CURRENCY",Forfeiture,"$18,836.92",06/15/2009,12/08/2009,,,"$18,836.92",12/08/2009
Petersburg Bureau of Police,08/17/2009,10-FS22903,01,"$2,992.00 U.S. CURRENCY",Forfeiture,"$2,992.00",08/17/2009,12/08/2009,,,"$2,992.00",12/08/2009
Petersburg Bureau of Police,08/17/2009,10-FS22904,01,$517.00 U.S. CURRENCY,Forfeiture,$517.00,08/17/2009,01/29/2010,,,$517.00,01/29/2010
Petersburg Bureau of Police,08/17/2009,10-FS22906,01,$923.00 U.S. CURRENCY,Forfeiture,$923.00,08/17/2009,03/10/2010,,,$648.00,03/10/2010
Petersburg Bureau of Police,12/10/2009,10-FS34409,01,$962.00 U.S. CURRENCY,Forfeiture,$962.00,12/10/2009,07/26/2010,,,$962.00,07/26/2010
Petersburg Bureau of Police,01/21/2010,10-FS02204,01,"$4,540.00 U.S. CURRENCY",Forfeiture,"$4,540.00",01/22/2010,04/09/2010,,,"$4,540.00",04/09/2010
Petersburg Bureau of Police,01/29/2010,10-FS03410,01,"$1,760.00 U.S. CURRENCY",Forfeiture,"$1,760.00",02/03/2010,09/17/2010,,,"$1,760.00",09/17/2010
Petersburg Bureau of Police,02/02/2010,10-FS03401,01,$891.00 U.S. CURRENCY,Forfeiture,$891.00,02/03/2010,07/26/2010,,,$891.00,07/26/2010
Petersburg Bureau of Police,02/02/2010,10-FS03408,01,"$8,865.22 U.S. CURRENCY",Forfeiture,"$8,865.22",02/03/2010,04/09/2010,,,"$8,865.22",04/09/2010
Petersburg Bureau of Police,02/02/2010,10-FS03408,02,"EMERSON 36"" TV",Forfeiture,$500.00,02/03/2010,04/09/2010,,,$0.00,01/17/2012
Petersburg Bureau of Police,02/02/2010,10-FS03408,03,"VIZIO 42"" TV",Forfeiture,$500.00,02/03/2010,04/09/2010,,,$0.00,01/17/2012
Petersburg Bureau of Police,02/02/2010,10-FS03409,01,1998 FORD VAN,Dismissal,"$1,000.00",02/03/2010,05/10/2010,,,$0.00,05/10/2010
Petersburg Bureau of Police,02/02/2010,10-FS03409,02,"$1,345.00 U.S. CURRENCY",Dismissal,"$1,345.00",02/03/2010,05/10/2010,,,$0.00,05/10/2010
Petersburg Bureau of Police,02/10/2010,11-FS04014,01,"$1,088.00 U.S. CURRENCY",Forfeiture,"$1,088.00",02/09/2011,06/09/2011,,,$888.00,06/09/2011
Petersburg Bureau of Police,02/18/2010,11-FS04903,01,$742.00 U.S. CURRENCY,Forfeiture,$742.00,02/18/2011,05/09/2011,,,$742.00,05/09/2011
Petersburg Bureau of Police,02/23/2010,10-FS06403,01,"$1,821.72 U.S. CURRENCY",Forfeiture,"$1,821.72",03/05/2010,10/25/2010,,,$897.27,10/25/2010
Petersburg Bureau of Police,02/23/2010,10-FS06405,01,"$1,280.00 U.S. CURRENCY",Forfeiture,"$1,280.00",03/05/2010,05/11/2010,,,"$1,280.00",05/11/2010
Petersburg Bureau of Police,02/23/2010,10-FS06436,01,"$1,128.00 U.S. CURRENCY",Forfeiture,"$1,128.00",03/05/2010,05/11/2010,,,"$1,128.00",05/11/2010
Petersburg Bureau of Police,03/05/2010,10-FS06406,01,"$1,785.00 U.S. CURRENCY",Forfeiture,"$1,785.00",03/05/2010,05/11/2010,,,"$1,785.00",05/11/2010
Petersburg Bureau of Police,03/11/2010,10-FS07704,01,"$2,610.00 U.S. CURRENCY",Forfeiture,"$2,610.00",03/18/2010,07/26/2010,,,"$2,610.00",07/26/2010
Petersburg Bureau of Police,03/11/2010,10-FS07705,01,"$4,482.00 U.S. CURRENCY",Forfeiture,"$4,482.00",03/18/2010,11/15/2010,,,"$3,482.00",11/15/2010
Petersburg Bureau of Police,03/11/2010,10-FS07706,01,1999 LINCOLN,Forfeiture,"$2,000.00",03/18/2010,11/15/2010,04/08/2011,,$701.48,04/08/2011
Petersburg Bureau of Police,03/29/2010,10-FS09011,01,2000 CADILLAC,Return To Owner,"$2,500.00",03/31/2010,12/09/2010,,,$0.00,12/09/2010
Petersburg Bureau of Police,03/29/2010,10-FS09011,02,"$2,534.60 U.S. CURRENCY",Forfeiture,"$2,534.60",03/31/2010,08/09/2010,,,"$2,534.00",08/09/2010
Petersburg Bureau of Police,04/02/2010,10-FS09503,01,1999 CHEVROLET PICKUP,Forfeiture,"$1,500.00",04/05/2010,07/26/2010,,,$0.00,07/26/2010
Petersburg Bureau of Police,04/02/2010,10-FS09503,02,"$4,555.00 U.S. CURRENCY",Forfeiture,"$4,555.00",04/05/2010,07/26/2010,,,"$4,555.00",07/26/2010
Petersburg Bureau of Police,04/15/2010,10-FS10606,01,$613.00 U.S. CURRENCY,Forfeiture,$613.00,04/16/2010,07/26/2010,,,$613.00,07/26/2010
Petersburg Bureau of Police,04/16/2010,10-FS10607,01,"$1,264.00 U.S. CURRENCY",Forfeiture,"$1,264.00",04/16/2010,07/26/2010,,,"$1,264.00",07/26/2010
Petersburg Bureau of Police,04/16/2010,10-FS10608,01,"$5,106.00 U.S. CURRENCY",Forfeiture,"$5,106.00",04/16/2010,09/17/2010,,,"$2,606.00",09/17/2010
Petersburg Bureau of Police,04/21/2010,10-FS11202,01,"$5,451.00 U.S. CURRENCY",Forfeiture,"$5,451.00",04/22/2010,11/15/2010,,,"$2,951.00",11/15/2010
Petersburg Bureau of Police,04/28/2010,10-FS11906,01,$704.00 U.S. CURRENCY,Forfeiture,$704.00,04/29/2010,07/26/2010,,,$704.00,07/26/2010
Petersburg Bureau of Police,04/28/2010,10-FS11907,01,"$4,020.00 U.S. CURRENCY",Forfeiture,"$4,020.00",04/29/2010,08/09/2010,,,"$4,020.00",08/09/2010
Petersburg Bureau of Police,04/28/2010,10-FS12005,01,1994 NISSAN SENTRA,Forfeiture,$500.00,04/30/2010,09/17/2010,05/09/2011,,$0.00,05/09/2011
Petersburg Bureau of Police,04/28/2010,10-FS12005,02,"$4,900.00 U.S. CURRENCY",Forfeiture,"$4,900.00",04/30/2010,09/17/2010,,,"$4,900.00",09/17/2010
Petersburg Bureau of Police,05/17/2010,10-FS14003,01,$958.00 U.S. CURRENCY,Forfeiture,$958.00,05/20/2010,02/14/2011,,,$958.00,02/14/2011
Petersburg Bureau of Police,06/03/2010,11-FS18717,01,$899.00 U.S. CURRENCY,Forfeiture,$899.00,07/06/2010,11/15/2010,,,$624.00,11/15/2010
