Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Newport News Police Department,03/31/2009,10-FS19502,01,PANASONIC VIERA FLAT SCREEN TV,Return To Owner,$500.00,07/14/2009,04/11/2012,,,$0.00,04/11/2012
Newport News Police Department,03/31/2009,10-FS19502,02,TOSHIBA LAPTOP,Return To Owner,$500.00,07/14/2009,04/11/2012,,,$0.00,04/11/2012
Newport News Police Department,05/05/2009,10-FS19403,01,SAMSUNG LARGE FLAT PANEL TV,Forfeiture,$500.00,07/13/2009,11/12/2012,,,$0.00,11/12/2012
Newport News Police Department,05/05/2009,10-FS19403,02,SAMSUNG MEDIUM FLAT PANEL TV,Forfeiture,$500.00,07/13/2009,11/15/2012,,,$0.00,11/15/2012
Newport News Police Department,05/14/2009,10-FS20519,01,"$1,150.00 U.S.CURRENCY",Return To Owner,"$1,150.00",07/24/2009,11/04/2011,,,$0.00,11/04/2011
Newport News Police Department,05/18/2009,10-FS21505,01,"$3,928.00 U.S. CURRENCY",Forfeiture,"$3,928.00",08/03/2009,03/29/2010,,,"$3,928.00",03/29/2010
Newport News Police Department,05/22/2009,10-FS21502,01,"$3,998.00 U.S. CURRENCY",Return To Owner,"$3,998.00",08/03/2009,03/22/2010,,,$0.00,03/22/2010
Newport News Police Department,05/22/2009,10-FS21503,01,"$1,438.00 U.S. CURRENCY",Return To Owner,"$1,438.00",08/03/2009,03/05/2012,,,$0.00,03/05/2012
Newport News Police Department,06/01/2009,10-FS21504,01,"$1,071.00 U.S. CURRENCY",Return To Owner,"$1,071.00",08/03/2009,03/10/2011,,,$0.00,03/10/2011
Newport News Police Department,06/01/2009,10-FS21506,01,1993 HONDA CIVIC,Return To Owner,$550.00,08/03/2009,03/10/2011,,,$0.00,03/10/2011
