Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Winchester City Police Department,01/22/2008,08-FS04211,01,"$3,080.00 U.S. CURRENCY",Pending,"$3,080.00",02/11/2008,,,,$0.00,
Winchester City Police Department,06/20/2008,15-FS27635,01,"$1,869.00 U.S. Currency",Forfeiture,"$1,869.00",10/03/2014,10/30/2014,,,$934.50,10/30/2014
Winchester City Police Department,09/30/2008,09-FS34309,01,"$3,847.00 U.S. CURRENCY",Forfeiture,"$3,847.00",12/08/2008,02/10/2014,,,"$3,447.00",02/10/2014
Winchester City Police Department,10/30/2008,09-FS31508,01,1998 CHEVROLET CAMARO,Forfeiture,"$1,000.00",11/10/2008,11/08/2010,03/25/2011,,$0.00,03/25/2011
Winchester City Police Department,10/30/2008,09-FS31508,02,1998 CHEVROLET 1500,Pending,"$1,500.00",11/10/2008,11/08/2010,,,$0.00,11/08/2010
Winchester City Police Department,06/12/2009,10-FS18302,01,"$1,215.00 U.S. CURRENCY",Forfeiture,"$1,215.00",07/03/2009,10/22/2009,,,"$1,215.00",10/22/2009
Winchester City Police Department,08/21/2009,10-FS24608,01,"$1,240.00 U.S. CURRENCY",Forfeiture,"$1,240.00",09/03/2009,02/20/2013,,,"$1,240.00",02/20/2013
Winchester City Police Department,09/10/2009,10-FS26402,01,"$1,700.00 U.S. CURRENCY",Return To Owner,"$1,700.00",09/21/2009,10/20/2010,,,$0.00,10/20/2010
Winchester City Police Department,09/17/2009,10-FS29202,01,"$5,520.00 U.S. CURRENCY",Forfeiture,"$5,520.00",10/19/2009,04/08/2010,,,"$5,520.00",04/08/2010
Winchester City Police Department,09/18/2009,10-FS29203,01,"$10,118.00 U.S. CURRENCY",Forfeiture,"$10,118.00",10/19/2009,02/04/2010,,,"$10,118.00",02/04/2010
Winchester City Police Department,10/02/2009,10-FS29201,01,"$1,103.00 U.S. CURRENCY",Forfeiture,"$1,103.00",10/19/2009,10/26/2010,,,$551.50,10/26/2010
Winchester City Police Department,10/03/2009,13-FS03008,01,$959.00 U.S. Currency,Forfeiture,$959.00,01/30/2013,01/30/2013,,,$0.00,01/30/2013
Winchester City Police Department,10/15/2009,10-FS31601,01,$721.00 U.S. CURRENCY,Forfeiture,$721.00,11/12/2009,08/19/2014,,,$721.00,08/19/2014
Winchester City Police Department,10/27/2009,10-FS31701,01,"$1,386.00 U.S. CURRENCY",Forfeiture,"$1,386.00",11/13/2009,07/01/2010,,,"$1,386.00",07/01/2010
Winchester City Police Department,11/18/2009,10-FS34404,01,"$5,049.00 U.S. CURRENCY",Pending,"$5,049.00",12/10/2009,,,,$0.00,
Winchester City Police Department,01/13/2010,10-FS03505,01,"$21,468.00 U.S. CURRENCY",Forfeiture,"$21,468.00",02/04/2010,04/09/2013,,,"$20,468.00",04/09/2013
Winchester City Police Department,01/13/2010,10-FS03902,01,2003 TOYOTA CELICA,Return To Owner,"$2,500.00",02/08/2010,11/08/2010,,,$0.00,11/08/2010
Winchester City Police Department,01/13/2010,10-FS03902,02,$805.00 U.S. CURRENCY,Forfeiture,$805.00,02/08/2010,10/23/2012,,,$805.00,10/23/2012
Winchester City Police Department,02/03/2010,12-FS24501,01,"$7,079.00  U.S. CURRENCY",Forfeiture,"$7,079.00",09/02/2011,09/02/2011,,,"$7,079.00",09/02/2011
Winchester City Police Department,02/04/2010,10-FS05501,01,2001 VOLKSWAGEN JETTA,Forfeiture,"$4,500.00",02/24/2010,03/25/2010,,,"$3,000.00",03/25/2010
Winchester City Police Department,04/15/2010,10-FS12502,01,"$1,005.00 U.S. CURRENCY",Forfeiture,"$1,005.00",05/05/2010,04/02/2012,,,"$1,005.00",04/02/2012
Winchester City Police Department,05/04/2010,10-FS14601,01,"$3,876.00 U.S. CURRENCY",Forfeiture,"$3,876.00",05/26/2010,07/22/2010,,,"$2,376.00",07/22/2010
Winchester City Police Department,05/07/2010,10-FS13902,01,"$1,770.00 U.S. CURRENCY",Forfeiture,"$1,770.00",05/19/2010,02/15/2013,,,"$1,770.00",02/15/2013
Winchester City Police Department,09/02/2010,11-FS25902,01,$980.00 U.S. CURRENCY,Forfeiture,$980.00,09/16/2010,10/23/2012,,,$980.00,10/23/2012
Winchester City Police Department,09/08/2010,11-FS26306,01,$642.00 U.S. CURRENCY,Forfeiture,$642.00,09/20/2010,10/23/2012,,,$642.00,10/23/2012
Winchester City Police Department,09/24/2010,11-FS31601,01,$765.00 U.S. CURRENCY,Pending,$765.00,11/12/2010,,,,$0.00,
Winchester City Police Department,10/21/2010,11-FS31602,01,"$1,644.00 U.S. CURRENCY",Forfeiture,"$1,644.00",11/12/2010,03/06/2012,,,"$1,644.00",03/06/2012
Winchester City Police Department,10/22/2010,11-FS32004,01,$741.00 U.S. CURRENCY,Forfeiture,$741.00,11/16/2010,10/17/2011,,,$741.00,10/17/2011
Winchester City Police Department,10/26/2010,11-FS32002,01,$719.00 U.S. CURRENCY,Forfeiture,$719.00,11/16/2010,04/15/2013,,,$719.00,04/15/2013
Winchester City Police Department,10/26/2010,11-FS32003,01,"$44,620.00 U.S. CURRENCY",Forfeiture,"$44,620.00",11/16/2010,04/20/2012,,,"$15,000.00",04/20/2012
Winchester City Police Department,10/27/2010,11-FS33322,01,"$9,879.00 U.S. CURRENCY",Forfeiture,"$9,879.00",11/29/2010,07/29/2011,,,"$9,879.00",07/29/2011
