Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Pittsylvania County Sheriff's Office,03/06/2008,08-FS07406,01,2000 FORD EXPEDITION,Forfeiture,"$6,000.00",03/14/2008,09/03/2009,03/11/2011,,"$1,504.18",03/11/2011
Pittsylvania County Sheriff's Office,03/06/2008,08-FS07406,02,"$5,091.00 U.S. CURRENCY",Forfeiture,"$5,091.00",03/14/2008,09/08/2014,,,"$5,091.00",09/08/2014
Pittsylvania County Sheriff's Office,03/06/2008,08-FS07407,01,"$8,162.00 U S Currency",Pending,"$8,162.00",03/14/2008,,,,$0.00,
Pittsylvania County Sheriff's Office,03/06/2008,08-FS12303,01,"$7,967.00 US CURRENCY",Pending,"$7,967.00",05/02/2008,,,,$0.00,
Pittsylvania County Sheriff's Office,03/06/2008,08-FS12303,02,JESUS CHARM,Forfeiture,$995.00,05/02/2008,10/28/2013,,,$0.00,10/28/2013
Pittsylvania County Sheriff's Office,03/06/2008,08-FS12303,03,MENS 1K RING W/DIAMONDS,Forfeiture,$699.00,05/02/2008,10/28/2013,,,$0.00,10/28/2013
Pittsylvania County Sheriff's Office,03/06/2008,08-FS12303,04,MENS 2K RING W/DIAMONDS,Forfeiture,$999.00,05/02/2008,10/28/2013,,,$0.00,10/28/2013
Pittsylvania County Sheriff's Office,03/06/2008,08-FS12303,05,SAMSUNG FLAT SCREEN TV,Forfeiture,"$1,000.00",05/02/2008,10/28/2013,,,$0.00,10/28/2013
Pittsylvania County Sheriff's Office,03/06/2008,08-FS12303,06,"PANASONIC PLASMA TV 42""",Forfeiture,"$1,000.00",05/02/2008,10/28/2013,,,$0.00,10/28/2013
Pittsylvania County Sheriff's Office,03/06/2008,08-FS12303,07,1999 DODGE CARAVAN,Forfeiture,"$4,050.00",05/02/2008,11/04/2009,09/24/2010,,$0.00,09/24/2010
Pittsylvania County Sheriff's Office,03/06/2008,08-FS12303,08,"36"" 10KT CHAIN",Pending,"$2,900.00",05/02/2008,10/28/2013,,,$0.00,10/28/2013
Pittsylvania County Sheriff's Office,04/10/2009,09-FS10405,01,2002 FORD F-350 DUALLY,Pending,"$14,000.00",04/14/2009,,,,$0.00,
Pittsylvania County Sheriff's Office,06/16/2009,10-FS19702,01,$702.00 U.S. CURRENCY,Forfeiture,$702.00,07/16/2009,10/27/2009,,,$702.00,10/27/2009
Pittsylvania County Sheriff's Office,06/16/2009,10-FS19703,01,$530.00 U.S. CURRENCY,Forfeiture,$530.00,07/16/2009,10/27/2009,,,$530.00,10/27/2009
Pittsylvania County Sheriff's Office,09/19/2009,10-FS26503,01,"$1,980.55 U.S. CURRENCY",Forfeiture,"$1,980.55",09/22/2009,02/02/2010,,,"$1,980.55",02/02/2010
Pittsylvania County Sheriff's Office,09/19/2009,10-FS26503,02,COBRA 380 HANDGUN,Forfeiture,$500.00,09/22/2009,02/02/2010,,,$0.00,01/17/2012
Pittsylvania County Sheriff's Office,09/19/2009,10-FS26503,03,WINCHESTER 12GA SHOTGUN,Forfeiture,$500.00,09/22/2009,02/02/2010,,,$0.00,01/17/2012
Pittsylvania County Sheriff's Office,10/03/2009,10-FS29502,01,1994 CHEVROLET SILVERADO,Forfeiture,"$6,000.00",10/22/2009,09/01/2010,10/22/2012,,$0.00,10/22/2012
Pittsylvania County Sheriff's Office,01/15/2010,10-FS08807,01,1984 OLDSMOBILE CUTLASS,Forfeiture,"$2,000.00",03/29/2010,04/13/2012,03/19/2013,,"$1,910.00",03/19/2013
Pittsylvania County Sheriff's Office,01/15/2010,10-FS08807,02,"$2,130.00 U.S. CURRENCY",Pending,"$2,130.00",03/29/2010,,,,$0.00,
Pittsylvania County Sheriff's Office,01/29/2010,10-FS03414,01,$618.00 U.S. CURRENCY,Forfeiture,$618.00,02/03/2010,02/22/2012,,,$618.00,02/22/2012
Pittsylvania County Sheriff's Office,02/21/2010,10-FS05509,01,"$2,569.00 U.S. CURRENCY",Forfeiture,"$2,569.00",02/24/2010,02/22/2012,,,"$2,569.00",02/22/2012
Pittsylvania County Sheriff's Office,05/19/2010,10-FS14108,01,"$1,333.00 U.S. CURRENCY",Forfeiture,"$1,333.00",05/21/2010,02/22/2012,,,"$1,333.00",02/22/2012
Pittsylvania County Sheriff's Office,06/08/2010,10-FS17602,01,"$1,694.00 U.S. CURRENCY",Forfeiture,"$1,694.00",06/25/2010,03/11/2011,,,"$1,694.00",03/11/2011
Pittsylvania County Sheriff's Office,06/08/2010,10-FS17603,01,"$88,400.00 U.S. CURRENCY",Forfeiture,"$88,400.00",06/25/2010,03/11/2011,,,"$88,435.08",03/11/2011
Pittsylvania County Sheriff's Office,06/08/2010,10-FS17603,02,"$12,618.07",Forfeiture,"$12,618.07",06/25/2010,09/26/2011,,,"$12,618.07",09/26/2011
Pittsylvania County Sheriff's Office,07/09/2010,11-FS19402,01,"$2,660.00 U.S. CURRENCY",Forfeiture,"$2,660.00",07/13/2010,09/06/2011,,,"$2,660.00",09/06/2011
Pittsylvania County Sheriff's Office,09/23/2010,11-FS27004,01,2003 CHEVROLET SILVERADO,Forfeiture,"$5,000.00",09/27/2010,04/26/2012,05/20/2013,,"$3,438.00",05/20/2013
Pittsylvania County Sheriff's Office,09/23/2010,11-FS27004,02,"$31,495.00 U.S. CURRENCY",Forfeiture,"$31,495.00",09/27/2010,06/25/2012,,,"$31,586.13",06/25/2012
Pittsylvania County Sheriff's Office,10/19/2010,11-FS29901,01,2006 JEEP GRAND CHEROKEE,Forfeiture,"$12,000.00",10/26/2010,04/16/2012,03/19/2013,,"$4,890.00",03/19/2013
Pittsylvania County Sheriff's Office,11/03/2010,11-FS31416,01,2005 NISSAN 350Z,Forfeiture,"$8,500.00",11/10/2010,08/08/2011,03/09/2012,,"$9,316.00",03/09/2012
Pittsylvania County Sheriff's Office,02/25/2011,11-FS06008,01,"$1,165.00 U.S. CURRENCY",Forfeiture,"$1,165.00",03/01/2011,02/22/2012,,,"$1,165.00",02/22/2012
Pittsylvania County Sheriff's Office,03/22/2011,11-FS09818,01,$501.00 U.S. CURRENCY,Forfeiture,$501.00,04/08/2011,05/22/2012,,,$501.00,05/22/2012
Pittsylvania County Sheriff's Office,04/07/2011,11-FS10804,01,"$2,520.00 U.S. CURRENCY",Forfeiture,"$2,520.00",04/18/2011,02/22/2012,,,"$1,260.00",02/22/2012
Pittsylvania County Sheriff's Office,04/17/2011,11-FS13001,01,$514.00 U.S. CURRENCY,Forfeiture,$514.00,05/10/2011,02/22/2012,,,$514.00,02/22/2012
Pittsylvania County Sheriff's Office,06/04/2011,11-FS16503,01,1991 CADILLAC DEVILLE,Pending,"$1,000.00",06/14/2011,04/13/2012,,,$0.00,04/13/2012
Pittsylvania County Sheriff's Office,06/19/2011,12-FS19903,01,"$1,490.00 U.S. CURRENCY",Forfeiture,"$1,490.00",07/18/2011,03/27/2012,,,"$1,490.00",03/27/2012
Pittsylvania County Sheriff's Office,06/21/2011,11-FS18102,01,1999 VOLVO C70,Dismissal,"$5,000.00",06/30/2011,10/22/2012,,,$0.00,10/22/2012
Pittsylvania County Sheriff's Office,07/06/2011,12-FS19902,01,2002 ACURA,Pending,"$3,500.00",07/18/2011,,,,$0.00,
Pittsylvania County Sheriff's Office,07/06/2011,12-FS19902,02,$539.00 U.S. CURRENCY,Pending,$539.00,07/18/2011,,,,$0.00,
Pittsylvania County Sheriff's Office,08/17/2011,12-FS23801,01,1968 CADILLAC,Pending,"$1,000.00",08/26/2011,,,,$0.00,
Pittsylvania County Sheriff's Office,08/24/2011,12-FS23802,01,2002 DODGE INTREPID,Pending,"$1,500.00",08/26/2011,,,,$0.00,
Pittsylvania County Sheriff's Office,09/14/2011,12-FS25804,01,2010 FORD F-150,Pending,"$30,000.00",09/15/2011,,,,$0.00,
Pittsylvania County Sheriff's Office,09/14/2011,12-FS25805,01,2002 TOYOTA SPYDER,Pending,"$5,000.00",09/15/2011,,,,$0.00,
Pittsylvania County Sheriff's Office,09/14/2011,12-FS25806,01,2006 HUMMER H-2,Pending,"$25,000.00",09/15/2011,,,,$0.00,
Pittsylvania County Sheriff's Office,09/14/2011,12-FS26214,01,"$256,577.90 U.S. CURRENCY",Dismissal,"$256,577.90",09/19/2011,04/21/2014,,,$0.00,04/21/2014
Pittsylvania County Sheriff's Office,09/14/2011,12-FS26221,01,2010 MINI COOPER,Pending,"$8,000.00",09/19/2011,,,,$0.00,
Pittsylvania County Sheriff's Office,09/14/2011,12-FS26222,01,1993 GMC TOPKICK,Pending,"$4,000.00",09/19/2011,,,,$0.00,
Pittsylvania County Sheriff's Office,09/15/2011,12-FS25807,01,"$309,286.91 U.S. CURRENCY",Dismissal,"$309,286.91",09/15/2011,04/21/2014,,,$0.00,04/21/2014
