Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Halifax Regional Narcotics and Gang Task Force,02/17/2009,09-FS04905,01,1996 CHEVROLET JIMMY,Pending,"$1,500.00",02/18/2009,,,,$0.00,
Halifax Regional Narcotics and Gang Task Force,04/21/2009,09-FS11401,01,2000 CHEVROLET SUBURBAN,Forfeiture,"$6,000.00",04/24/2009,04/29/2009,07/26/2011,,$0.00,07/26/2011
Halifax Regional Narcotics and Gang Task Force,04/21/2009,09-FS11401,02,"$3,486.00 U.S. CURRENCY",Forfeiture,"$3,486.00",04/24/2009,03/20/2012,,,"$3,486.00",03/20/2012
Halifax Regional Narcotics and Gang Task Force,04/21/2009,09-FS11401,03,906.36 U.S. CURRENCY,Pending,$906.36,04/24/2009,,,,$0.00,
Halifax Regional Narcotics and Gang Task Force,08/28/2009,10-FS24410,01,"$3,770.00 U.S. CURRENCY",Forfeiture,"$3,770.00",09/01/2009,06/28/2010,,,"$3,770.00",06/28/2010
Halifax Regional Narcotics and Gang Task Force,09/10/2009,10-FS25703,01,1999 FORD EXPEDITION,Pending,"$2,500.00",09/14/2009,,,,$0.00,
Halifax Regional Narcotics and Gang Task Force,09/12/2009,10-FS25702,01,1989 CHEVROLET CAVALIER,Pending,"$1,500.00",09/14/2009,,,,$0.00,
Halifax Regional Narcotics and Gang Task Force,10/02/2009,10-FS28105,01,1993 CHEVROLET CAPRICE,Pending,"$2,000.00",10/08/2009,,,,$0.00,
Halifax Regional Narcotics and Gang Task Force,10/03/2009,10-FS28106,01,2002 FORD EXPLORER,Return To Owner,"$5,000.00",10/08/2009,06/22/2010,,,$0.00,06/22/2010
Halifax Regional Narcotics and Gang Task Force,10/03/2009,10-FS28106,02,"$1,256.00 U.S. CURRENCY",Forfeiture,"$1,256.00",10/08/2009,06/22/2010,,,"$1,256.00",06/22/2010
Halifax Regional Narcotics and Gang Task Force,01/15/2010,10-FS01503,01,"$15,102.00 U.S. CURRENCY",Forfeiture,"$15,102.00",01/15/2010,11/01/2010,,,"$15,102.00",11/01/2010
Halifax Regional Narcotics and Gang Task Force,03/08/2010,10-FS06901,01,$840.00 U.S. CURRENCY,Pending,$840.00,03/10/2010,,,,$0.00,
Halifax Regional Narcotics and Gang Task Force,03/13/2010,10-FS08409,01,1990 FORD MOBILE HOME,Pending,"$5,000.00",03/25/2010,,,,$0.00,
Halifax Regional Narcotics and Gang Task Force,03/18/2010,10-FS09215,01,1993 FORD TRUCK,Return To Owner,$500.00,04/02/2010,06/07/2010,,,$0.00,06/07/2010
Halifax Regional Narcotics and Gang Task Force,03/23/2010,10-FS09216,01,1996 NISSAN ALTIMA,Pending,$500.00,04/02/2010,,,,$0.00,
Halifax Regional Narcotics and Gang Task Force,03/23/2010,10-FS09218,01,1993 MERCURY SEDAN,Pending,$400.00,04/02/2010,06/28/2010,,,$0.00,06/28/2010
Halifax Regional Narcotics and Gang Task Force,03/25/2010,10-FS09217,01,2002 MERCURY MOUNTAINEER,Pending,"$3,000.00",04/02/2010,06/28/2010,,,$0.00,06/28/2010
