Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Chesapeake Police Department,01/16/2008,08-FS06508,01,"$2,235.00 U.S. CURRENCY",Pending,"$2,235.00",03/05/2008,,,,$0.00,
Chesapeake Police Department,02/21/2008,08-FS08812,01,$685.00 U.S. CURRENCY,Pending,$685.00,03/28/2008,,,,$0.00,
Chesapeake Police Department,02/23/2008,08-FS08808,01,2005 NISSAN MAXIMA,Return To Owner,"$9,200.00",03/28/2008,01/20/2009,,,$0.00,01/20/2009
Chesapeake Police Department,02/23/2008,08-FS08808,02,"$1,308.00 U.S. CURRENCY",Pending,"$1,308.00",03/28/2008,,,,$0.00,
Chesapeake Police Department,03/07/2008,08-FS08806,01,1998 LINCOLN NAVIGATOR,Return To Owner,"$6,000.00",03/28/2008,12/31/2013,,,$0.00,12/31/2013
Chesapeake Police Department,03/07/2008,08-FS08806,02,"$2,382.00 U.S. CURRENCY",Forfeiture,"$2,382.00",03/28/2008,12/31/2013,,,"$2,382.00",12/31/2013
Chesapeake Police Department,03/26/2008,08-FS10709,01,1991 NISSAN MAXIMA,Pending,"$2,500.00",04/16/2008,12/02/2014,,,$0.00,12/02/2014
Chesapeake Police Department,03/26/2008,08-FS10709,02,$678.00 U.S. CURRENCY,Forfeiture,$678.00,04/16/2008,12/09/2014,,,$678.00,12/09/2014
Chesapeake Police Department,06/03/2008,09-FS20711,01,"$1,628.00 U.S. CURRENCY",Return To Owner,"$1,628.00",07/25/2008,09/29/2014,,,$0.00,09/29/2014
Chesapeake Police Department,07/01/2008,09-FS24107,01,"$7,901.00 U.S. CURRENCY",Return To Owner,"$7,901.00",08/28/2008,09/29/2014,,,$0.00,09/29/2014
Chesapeake Police Department,10/02/2008,09-FS31905,01,2002 INFINITI Q45,Return To Owner,"$5,000.00",11/14/2008,09/29/2014,,,$0.00,09/29/2014
