Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Henry County Sheriff's Office,02/15/2008,08-FS05203,01,"$1,600.00 U.S. CURRENCY",Pending,"$1,600.00",02/21/2008,,,,$0.00,
Henry County Sheriff's Office,08/28/2008,09-FS24801,01,2000 VOLKSWAGEN JETTA,Pending,"$5,000.00",09/04/2008,12/23/2008,,,$0.00,12/23/2008
Henry County Sheriff's Office,08/28/2008,09-FS24801,02,$659.55 U.S. CURRENCY,Forfeiture,$659.55,09/04/2008,12/23/2008,,,$659.55,12/23/2008
Henry County Sheriff's Office,12/15/2008,09-FS01203,01,$556.00 U.S. CURRENCY,Forfeiture,$556.00,01/12/2009,06/08/2009,,,$556.00,06/08/2009
Henry County Sheriff's Office,12/15/2008,09-FS01203,02,E-Z GO GOLF CART,Pending,"$2,000.00",01/12/2009,06/22/2009,,,$0.00,06/22/2009
Henry County Sheriff's Office,12/15/2008,09-FS01203,03,MASSEY FERGUSON TRACTOR,Forfeiture,"$3,500.00",01/12/2009,01/20/2010,,,"$2,400.00",01/20/2010
Henry County Sheriff's Office,12/15/2008,09-FS01203,04,1981 CHEVROLET C-20,Forfeiture,"$2,500.00",01/12/2009,01/20/2010,,,"$2,400.00",01/20/2010
Henry County Sheriff's Office,12/15/2008,09-FS01203,05,1978 JEEP CJ-5,Forfeiture,"$3,000.00",01/12/2009,01/20/2010,,,"$1,200.00",01/20/2010
Henry County Sheriff's Office,12/15/2008,09-FS01203,06,1981 CHEVROLET C-30,Forfeiture,"$4,000.00",01/12/2009,06/08/2009,01/20/2010,,"$3,300.00",01/20/2010
Henry County Sheriff's Office,12/15/2008,09-FS01203,07,1985 CHEVROLET K-10,Forfeiture,"$3,000.00",01/12/2009,01/20/2010,,,"$1,150.00",01/20/2010
Henry County Sheriff's Office,12/15/2008,09-FS01203,08,1992 CHEVROLET K-15,Forfeiture,"$4,000.00",01/12/2009,01/20/2010,,,"$1,300.00",01/20/2010
Henry County Sheriff's Office,12/15/2008,09-FS01203,09,1981 JEEP CJ-5,Forfeiture,"$2,000.00",01/12/2009,01/20/2010,,,$850.00,01/20/2010
