Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Twin County Drug Task Force,01/29/2013,13-FS03826,01,"$1,755.00 U.S. Currency",Forfeiture,"$1,755.00",02/07/2013,04/17/2013,,,"$1,755.00",04/17/2013
Twin County Drug Task Force,03/22/2013,13-FS09907,01,$618.00 U.S. Currency,Forfeiture,$618.00,04/09/2013,02/20/2014,,,$618.00,02/20/2014
Twin County Drug Task Force,04/01/2013,13-FS09501,01,1999 PONTIAC  Firebird-V8,Forfeiture,"$3,500.00",04/05/2013,01/15/2014,,,"$3,766.70",01/15/2014
Twin County Drug Task Force,05/10/2013,14-FS28804,01,"$1,019.00 U.S. Currency",Forfeiture,"$1,019.00",10/15/2013,02/20/2014,,,"$1,019.00",02/20/2014
Twin County Drug Task Force,05/10/2013,14-FS28805,01,"$1,222.00 U.S. Currency",Forfeiture,"$1,222.00",10/15/2013,02/20/2014,,,"$1,222.00",02/20/2014
Twin County Drug Task Force,05/13/2013,13-FS16404,01,"$2,700.00 U.S. Currency",Forfeiture,"$2,700.00",06/13/2013,02/20/2014,,,"$2,700.00",02/20/2014
Twin County Drug Task Force,05/13/2013,14-FS28901,01,Honda Rancher ES ATV,Forfeiture,"$1,500.00",10/16/2013,01/15/2014,,,"$2,000.00",01/15/2014
Twin County Drug Task Force,08/23/2013,15-FS25838,01,"$1,890.00 U.S. Currency",Forfeiture,"$1,890.00",09/15/2014,10/16/2014,,,"$1,890.00",10/16/2014
Twin County Drug Task Force,12/17/2013,14-FS35205,01,"$1,423.00 U.S. Currency",Forfeiture,"$1,423.00",12/18/2013,02/19/2014,,,"$1,423.00",02/19/2014
Twin County Drug Task Force,03/11/2014,14-FS08539,01,"$1,442.00 U.S. Currency",Forfeiture,"$1,442.00",03/26/2014,04/29/2014,,,"$1,442.00",04/29/2014
Twin County Drug Task Force,03/13/2014,14-FS07906,01,$800.00 U.S. Currency,Forfeiture,$800.00,03/20/2014,,,,$800.00,
Twin County Drug Task Force,04/08/2014,14-FS17019,01,2003 Lexus  GS300,Pending,"$4,000.00",06/19/2014,,,,$0.00,
Twin County Drug Task Force,05/04/2014,14-FS13331,01,$620.00 U.S. Currency,Forfeiture,$620.00,05/13/2014,06/18/2014,,,$620.00,06/18/2014
Twin County Drug Task Force,06/22/2014,15-FS30046,01,Cub Cadet LT 1050 Riding mower,Forfeiture,$775.00,10/27/2014,12/01/2014,,,$775.00,12/01/2014
Twin County Drug Task Force,06/25/2014,14-FS18182,01,"$1,405.32 U.S. Currency",Forfeiture,"$1,405.32",06/30/2014,12/01/2014,,,"$1,405.32",12/01/2014
Twin County Drug Task Force,06/25/2014,14-FS18184,01,2002 CHEVROLET  ASTRO VAN,Forfeiture,"$1,000.00",06/30/2014,12/01/2014,,,$950.00,12/01/2014
Twin County Drug Task Force,06/25/2014,14-FS18184,02,1996 MERCURY  GRAND MARQUIS,Forfeiture,"$1,250.00",06/30/2014,12/01/2014,,,"$1,398.20",12/01/2014
Twin County Drug Task Force,06/25/2014,14-FS18184,03,MITUBISHA TRACTOR-MODEL# D1650FD,Forfeiture,"$1,500.00",06/30/2014,12/01/2014,,,"$3,400.00",12/01/2014
Twin County Drug Task Force,06/26/2014,15-FS18292,01,$955.11 U.S. Currency,Forfeiture,$955.11,07/01/2014,12/01/2014,,,$955.11,12/01/2014
Twin County Drug Task Force,07/10/2014,15-FS19776,01,"$1,163.00 U.S. Currency",Forfeiture,"$1,163.00",07/16/2014,09/10/2014,,,"$1,163.00",09/10/2014
Twin County Drug Task Force,07/30/2014,15-FS21373,01,"$1,149.00 U.S. Currency",Forfeiture,"$1,149.00",08/01/2014,10/15/2014,,,"$1,149.00",10/15/2014
Twin County Drug Task Force,08/14/2014,15-FS24641,01,"$9,908.00 U.S. Currency",Pending,"$9,908.00",09/03/2014,,,,$0.00,
Twin County Drug Task Force,12/16/2014,15-FS35214,01,"$10,490.00 U.S. Currency",Forfeiture,"$10,490.00",12/18/2014,02/19/2015,,,"$10,490.00",02/19/2015
Twin County Drug Task Force,12/16/2014,15-FS35215,01,"$3,022.00 U.S. Currency",Forfeiture,"$3,022.00",12/18/2014,02/11/2015,,,"$3,022.00",02/11/2015
