Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Orange County Sheriff's Office,01/09/2010,10-FS01401,01,2003 FORD ESCAPE,Return To Owner,"$7,250.00",01/14/2010,05/14/2013,,,$0.00,05/14/2013
Orange County Sheriff's Office,01/09/2010,10-FS01402,01,"$5,498.00 U.S. CURRENCY",Return To Owner,"$5,498.00",01/14/2010,11/09/2010,,,$0.00,11/09/2010
Orange County Sheriff's Office,01/09/2010,12-FS22807,01,2005 GMC PICKUP,Forfeiture,"$2,000.00",08/16/2011,08/16/2011,,,"$2,000.00",08/16/2011
Orange County Sheriff's Office,02/28/2010,13-FS03509,01,"$1,121.00 U.S. Currency",Pending,"$1,121.00",02/04/2013,,,,$0.00,
Orange County Sheriff's Office,04/02/2010,13-FS28502,01,"$1,495.05 US CURRENCY",Forfeiture,"$1,495.05",10/11/2012,02/12/2013,,,"$1,579.38",02/12/2013
Orange County Sheriff's Office,12/04/2010,13-FS28503,01,"$1,570.00 US CURRENCY",Forfeiture,"$1,570.00",10/11/2012,02/12/2013,,,"$1,629.04",02/12/2013
Orange County Sheriff's Office,11/20/2011,12-FS33406,01,2002 Mazda Wagon,Return To Owner,"$3,876.00",11/30/2011,02/01/2013,,,$0.00,02/01/2013
Orange County Sheriff's Office,11/09/2012,13-FS32414,01,$3730.00 US CURRENCY,Pending,"$3,730.00",11/19/2012,,,,$0.00,
Orange County Sheriff's Office,12/11/2013,14-FS01329,01,"$2,791.00 U.S. Currency",Return To Owner,"$2,791.00",01/13/2014,01/10/2014,,,$0.00,01/10/2014
Orange County Sheriff's Office,12/11/2013,14-FS16370,01,1995 FORD  Mustang,Return To Owner,"$1,000.00",06/12/2014,06/23/2014,,,$0.00,06/23/2014
Orange County Sheriff's Office,12/11/2013,14-FS16370,02,$923.00 U.S. Currency,Return To Owner,$923.00,06/12/2014,06/23/2014,,,$0.00,06/23/2014
Orange County Sheriff's Office,12/11/2013,14-FS17426,01,1995 FORD  2 DOOR SDN,Return To Owner,"$1,000.00",06/23/2014,06/23/2014,,,$0.00,06/23/2014
Orange County Sheriff's Office,12/11/2013,14-FS17426,02,$923.00 U.S. Currency,Return To Owner,$923.00,06/23/2014,06/23/2014,,,$0.00,06/23/2014
Orange County Sheriff's Office,12/11/2013,14-FS17426,03,HI-POINT 380 AUTO,Pending,$500.00,06/23/2014,06/23/2014,,,$0.00,06/23/2014
Orange County Sheriff's Office,11/22/2014,15-FS34584,01,$555.00 U.S. Currency,Pending,$555.00,12/11/2014,,,,$0.00,
