Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Tazewell County Sheriff's Office,06/19/2008,12-FS18602,01,$970.00 U.S. CURRENCY,Forfeiture,$970.00,07/05/2011,07/05/2011,,,$970.00,07/05/2011
Tazewell County Sheriff's Office,07/21/2009,10-FS21203,01,"$1,045.00 U.S. CURRENCY",Return To Owner,"$1,045.00",07/31/2009,07/13/2011,,,$0.00,07/13/2011
Tazewell County Sheriff's Office,08/19/2009,10-FS23710,01,$622.00 U.S. CURRENCY,Forfeiture,$622.00,08/25/2009,03/23/2010,,,$622.00,03/23/2010
Tazewell County Sheriff's Office,08/19/2009,10-FS24301,01,"$6,662.00 U.S. CURRENCY",Forfeiture,"$6,662.00",08/31/2009,03/23/2010,,,"$6,662.00",03/23/2010
Tazewell County Sheriff's Office,10/24/2009,10-FS33502,01,"$1,200.00 U.S. CURRENCY",Pending,"$1,200.00",12/01/2009,,,,$0.00,
Tazewell County Sheriff's Office,01/18/2010,10-FS02811,01,"$12,914.00 U.S. CURRENCY",Forfeiture,"$12,914.00",01/28/2010,10/26/2011,01/09/2012,,"$12,914.00",01/09/2012
Tazewell County Sheriff's Office,03/01/2010,10-FS07518,01,$771.00 U.S. CURRENCY,Pending,$771.00,03/16/2010,,,,$0.00,
Tazewell County Sheriff's Office,02/05/2011,11-FS04602,01,1996 DODGE RAM,Pending,"$2,500.00",02/15/2011,,,,$0.00,
Tazewell County Sheriff's Office,02/05/2011,11-FS04602,02,$612.00 U.S. CURRENCY,Pending,$612.00,02/15/2011,,,,$0.00,
Tazewell County Sheriff's Office,07/09/2011,12-FS20601,01,"$1,641.65 U.S. CURRENCY",Pending,"$1,641.65",07/25/2011,,,,$0.00,
Tazewell County Sheriff's Office,08/01/2012,13-FS21517,01,"$1,249.01 US CURRENCY",Forfeiture,"$1,249.01",08/02/2012,03/13/2013,,,"$1,249.01",03/13/2013
Tazewell County Sheriff's Office,05/03/2013,13-FS12608,01,"$9,830.00 U.S. Currency",Forfeiture,"$9,830.00",05/06/2013,11/06/2014,,,"$7,835.37",11/06/2014
Tazewell County Sheriff's Office,06/01/2013,13-FS15506,01,2006 NISSAN  Frontier King Cab-V6,Pending,"$9,700.00",06/04/2013,01/15/2014,,,$0.00,01/15/2014
Tazewell County Sheriff's Office,01/10/2014,14-FS01436,01,$676.00 U.S. Currency,Pending,$676.00,01/14/2014,,,,$0.00,
Tazewell County Sheriff's Office,02/10/2014,14-FS04257,01,$921.00 U.S. Currency,Pending,$921.00,11/07/2014,,,,$0.00,
Tazewell County Sheriff's Office,03/10/2014,14-FS07789,01,$510.00 U.S. Currency,Forfeiture,$510.00,03/18/2014,07/29/2014,,,$510.00,07/29/2014
Tazewell County Sheriff's Office,06/30/2014,15-FS18396,01,"$2,080.00 U.S. Currency",Pending,"$2,080.00",07/02/2014,,,,$0.00,
Tazewell County Sheriff's Office,07/20/2014,15-FS20299,01,2001 Audi  A4,Pending,"$1,000.00",07/21/2014,,,,$0.00,
Tazewell County Sheriff's Office,07/20/2014,15-FS20299,02,$530.00 U.S. Currency,Pending,$530.00,07/21/2014,,,,$0.00,
