Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Norton Police Department,06/19/2010,11-FS18201,01,"$1,243.00 U.S. CURRENCY",Forfeiture,"$1,243.00",07/01/2010,01/04/2011,,,"$1,243.00",01/04/2011
Norton Police Department,02/17/2011,11-FS05901,01,"$1,677.00 U.S. CURRENCY",Forfeiture,"$1,677.00",02/28/2011,04/18/2011,,,"$1,677.00",04/18/2011
Norton Police Department,02/17/2011,11-FS05902,01,"$4,046.00 U.S. CURRENCY",Forfeiture,"$4,046.00",02/28/2011,04/18/2011,,,"$4,046.00",04/18/2011
Norton Police Department,02/06/2014,14-FS09810,01,2002 NISSAN  Xterra-V6,Pending,"$4,200.00",04/08/2014,11/21/2014,,,$0.00,11/21/2014
Norton Police Department,04/07/2014,14-FS09806,01,1996 CHEVROLET TRUCK  Blazer-V6,Pending,"$2,500.00",04/08/2014,,,,$0.00,
Norton Police Department,04/07/2014,14-FS09806,02,Beretta Simi-Auto Pistol 15 Round Magazine,Pending,$500.00,04/08/2014,,,,$0.00,
Norton Police Department,06/06/2014,14-FS16145,01,"$2,432.00 U.S. Currency",Pending,"$2,432.00",06/10/2014,,,,$0.00,
Norton Police Department,06/06/2014,14-FS16145,02,Savage Model .270 Caliber Winchester long rifle,Pending,$501.00,06/10/2014,,,,$0.00,
Norton Police Department,06/06/2014,14-FS16145,03,model RG14 .22 Caliber Revolver,Pending,$501.00,06/10/2014,,,,$0.00,
Norton Police Department,10/21/2014,15-FS30043,01,2005 JEEP  Grand Cherokee-V8,Pending,"$7,000.00",10/27/2014,,,,$0.00,
Norton Police Department,11/20/2014,15-FS32882,01,"209 Azalea Drive SW
Wise VA, 24293",Pending,"$110,000.00",11/25/2014,,,,$0.00,
