Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Pulaski County Sheriff's Office,07/12/2013,14-FS19307,01,"$1,703.83 U.S. Currency",Forfeiture,"$1,703.83",07/15/2013,06/27/2014,,,"$1,703.83",06/27/2014
Pulaski County Sheriff's Office,07/12/2013,14-FS19307,02,GLOCK 22 CAL 40,,$600.00,07/15/2013,,,,$0.00,
Pulaski County Sheriff's Office,09/25/2013,14-FS26917,01,$860.00 U.S. Currency,Forfeiture,$860.00,10/01/2013,09/25/2014,,,$0.00,09/25/2014
Pulaski County Sheriff's Office,04/04/2014,15-FS19027,01,1987 ford  mustang,Forfeiture,"$1,000.00",07/09/2014,07/25/2014,01/21/2015,,"$1,701.00",07/25/2014
Pulaski County Sheriff's Office,04/04/2014,15-FS19027,02,"$5,594.00 U.S. Currency",Forfeiture,"$5,594.00",07/09/2014,07/25/2014,,,"$5,594.00",07/25/2014
Pulaski County Sheriff's Office,08/01/2014,15-FS22424,01,"$2,077.00 U.S. Currency",Pending,"$2,077.00",08/12/2014,,,,$0.00,
Pulaski County Sheriff's Office,09/25/2014,15-FS27209,01,1971 chevrolet  camaro,Pending,"$41,912.00",09/29/2014,,,,$0.00,
Pulaski County Sheriff's Office,09/30/2014,15-FS27415,01,1992 NISSAN  4DOOR,Pending,"$1,000.00",10/03/2014,,,,$0.00,
Pulaski County Sheriff's Office,09/30/2014,15-FS27419,01,1995 FORD  Mustang,Forfeiture,"$1,500.00",10/03/2014,01/21/2015,,,"$2,000.00",01/21/2015
Pulaski County Sheriff's Office,09/30/2014,15-FS27632,01,"$1,959.00 U.S. Currency",Pending,"$1,959.00",10/07/2014,,,,$0.00,
Pulaski County Sheriff's Office,09/30/2014,15-FS27633,01,"$3,246.00 U.S. Currency",Pending,"$3,246.00",10/07/2014,,,,$0.00,
Pulaski County Sheriff's Office,11/05/2014,15-FS31005,01,"$2,210.00 U.S. Currency",Pending,"$2,210.00",11/06/2014,,,,$0.00,
Pulaski County Sheriff's Office,11/05/2014,15-FS31005,02,ruger model 77 cal 308,Pending,$500.00,11/06/2014,,,,$0.00,
Pulaski County Sheriff's Office,11/05/2014,15-FS31005,03,TARUS PT 24/7 40CAL,Pending,$500.00,11/06/2014,,,,$0.00,
Pulaski County Sheriff's Office,11/05/2014,15-FS31005,04,DPMS AR-15 223CAL,Pending,"$41,639.00",11/06/2014,,,,$0.00,
