Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Dinwiddie County Sheriff's Office,01/24/2008,08-FS03702,01,$532.06 U.S. CURRENCY,Forfeiture,$532.06,02/06/2008,08/05/2013,,,$532.06,08/05/2013
Dinwiddie County Sheriff's Office,07/11/2009,10-FS19701,01,1992 LINCOLN TOWN CAR,Forfeiture,"$1,000.00",07/16/2009,04/02/2010,,,$750.00,04/02/2010
Dinwiddie County Sheriff's Office,01/28/2010,10-FS03901,01,"$2,450.00 U.S. CURRENCY",Forfeiture,"$2,450.00",02/08/2010,08/06/2013,,,"$2,450.00",08/06/2013
Dinwiddie County Sheriff's Office,06/04/2010,10-FS16702,01,$618.00 U.S. CURRENCY,Forfeiture,$618.00,06/16/2010,11/17/2010,,,$618.00,11/17/2010
Dinwiddie County Sheriff's Office,12/07/2010,11-FS00301,01,1998 MERCURY VILLAGER,Return To Owner,"$2,000.00",01/03/2011,03/26/2012,,,$0.00,03/26/2012
Dinwiddie County Sheriff's Office,01/06/2011,11-FS01206,01,$578.00 U.S. CURRENCY,Forfeiture,$578.00,01/12/2011,08/15/2011,,,$578.00,08/15/2011
Dinwiddie County Sheriff's Office,03/05/2011,11-FS07001,01,"$7,780.00 U.S. CURRENCY",Forfeiture,"$7,780.00",03/11/2011,09/09/2011,,,"$7,780.00",09/09/2011
Dinwiddie County Sheriff's Office,06/10/2011,11-FS17101,01,$615.00 U.S. CURRENCY,Forfeiture,$615.00,06/20/2011,10/31/2011,,,$615.00,10/31/2011
Dinwiddie County Sheriff's Office,06/12/2011,11-FS17102,01,$542.01 U.S. CURRENCY,Forfeiture,$542.01,06/20/2011,10/04/2011,,,$542.01,10/04/2011
Dinwiddie County Sheriff's Office,07/14/2011,12-FS20301,01,2010 FORD FUSION,Pending,"$16,000.00",07/22/2011,09/26/2011,,,$0.00,09/26/2011
Dinwiddie County Sheriff's Office,07/14/2011,12-FS20301,02,$670.00 U.S. CURRENCY,Forfeiture,$670.00,07/22/2011,10/03/2011,,,$670.00,10/03/2011
Dinwiddie County Sheriff's Office,08/19/2011,12-FS24101,01,$621.00 U.S. CURRENCY,Forfeiture,$621.00,08/29/2011,10/31/2011,,,$621.00,10/31/2011
