Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
WASSP Task Force,04/01/2008,08-FS09804,01,2003 HYUNDAI,Forfeiture,"$6,000.00",04/07/2008,06/09/2009,02/12/2015,,$0.00,02/12/2015
WASSP Task Force,07/29/2008,09-FS22015,01,2003 YAMAHA GRIZZLY,Pending,"$5,000.00",08/07/2008,10/28/2008,,,$0.00,10/28/2008
WASSP Task Force,07/29/2008,09-FS22015,02,2002 HONDA MOTORCYCLE,Forfeiture,"$1,000.00",08/07/2008,10/28/2008,,,$0.00,10/28/2008
WASSP Task Force,07/29/2008,09-FS22015,03,2006 YAMAHA DIRT BIKE-77R-90,Forfeiture,$800.00,08/07/2008,10/28/2008,,,$598.97,10/28/2008
WASSP Task Force,07/29/2008,09-FS22015,04,YAMAHA RAPTER,Forfeiture,$200.00,08/07/2008,10/28/2008,,,$523.98,10/28/2008
WASSP Task Force,07/29/2008,09-FS22015,05,2004 YAMAHA DIRT BIKE-TTR50,Forfeiture,$500.00,08/07/2008,10/28/2008,,,$573.96,10/28/2008
WASSP Task Force,09/24/2008,09-FS27409,01,$700.00 U.S. CURRENCY,Pending,$700.00,09/30/2008,,,,$0.00,
WASSP Task Force,02/24/2009,12-FS07605,01,$990.00 U.S. CURRENCY,Forfeiture,$990.00,03/16/2012,03/14/2012,,,$990.00,03/14/2012
WASSP Task Force,04/28/2009,11-FS22101,01,2003 DODGE HT,Forfeiture,"$3,000.00",08/09/2010,08/09/2010,01/24/2011,,"$2,150.20",01/24/2011
WASSP Task Force,05/27/2009,09-FS16311,01,"$3,054.00 U.S. CURRENCY",Pending,"$3,054.00",06/12/2009,,,,$0.00,
WASSP Task Force,06/18/2009,09-FS17519,01,$531.00 U.S. CURRENCY,Pending,$531.00,06/24/2009,,,,$0.00,
WASSP Task Force,07/02/2009,10-FS20506,01,1993 LEXUS,Forfeiture,"$3,000.00",07/24/2009,10/28/2009,01/14/2010,,$961.31,01/14/2010
WASSP Task Force,07/20/2009,10-FS20202,01,"$1,595.00 U.S. CURRENCY",Forfeiture,"$1,595.00",07/21/2009,02/12/2010,,,"$1,595.00",02/12/2010
WASSP Task Force,08/25/2009,10-FS24407,01,"$2,407.00 U.S.CURRENCY",Forfeiture,"$2,407.00",09/01/2009,01/27/2010,,,"$2,407.00",01/27/2010
