Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
King & Queen County Sheriff's Office,03/20/2009,09-FS11125,01,1997 BMW 740I,Pending,"$8,000.00",04/23/2009,07/06/2009,,,$0.00,07/06/2009
King & Queen County Sheriff's Office,11/22/2011,12-FS34103,01,1986 Cadillac DeVille,Return To Owner,$500.00,12/07/2011,03/19/2012,,,$0.00,03/19/2012
King & Queen County Sheriff's Office,12/21/2011,12-FS07603,01,1997 HONDA 4D,Forfeiture,"$1,500.00",03/16/2012,06/28/2012,05/21/2013,,$651.00,05/21/2013
King & Queen County Sheriff's Office,12/21/2011,12-FS36102,01,1997 Green Honda 4-Door,Pending,$500.00,12/27/2011,,,,$0.00,
King & Queen County Sheriff's Office,01/23/2012,12-FS09502,01,"$5,180.00 U.S. CURRENCY",Dismissal,"$5,180.00",04/04/2012,01/09/2013,,,$0.00,01/09/2013
King & Queen County Sheriff's Office,02/07/2012,12-FS03914,01,1993 Honda Accord,Forfeiture,$550.00,02/08/2012,08/17/2012,05/21/2013,,$0.00,05/21/2013
King & Queen County Sheriff's Office,02/08/2012,12-FS04602,01,2002 MERCURY MOUNTAINEER,Forfeiture,"$1,700.00",02/15/2012,06/29/2012,05/21/2013,,"$1,176.00",05/21/2013
King & Queen County Sheriff's Office,02/08/2012,12-FS04603,01,$500.00 U.S. CURRENCY,Forfeiture,$500.00,02/15/2012,01/23/2013,,,$500.00,01/23/2013
King & Queen County Sheriff's Office,02/09/2012,12-FS04601,01,"$1,400.00 U S CURRENCY",Forfeiture,"$1,400.00",02/15/2012,10/18/2012,,,"$1,400.00",10/18/2012
King & Queen County Sheriff's Office,02/16/2012,12-FS07602,01,$865.00 U.S. CURRENCY,Forfeiture,$865.00,03/16/2012,12/27/2012,,,$865.00,12/27/2012
King & Queen County Sheriff's Office,02/16/2012,12-FS07602,02,1991 Oldsmobile 4D,Forfeiture,$400.00,03/16/2012,12/27/2012,05/21/2013,,$0.00,05/21/2013
King & Queen County Sheriff's Office,02/17/2012,12-FS15001,01,2000 FORD 4 D,Forfeiture,$400.00,05/29/2012,06/28/2012,,,$0.00,06/28/2012
King & Queen County Sheriff's Office,02/21/2012,12-FS07601,01,1990 HONDA 4D,Return To Owner,"$1,500.00",03/16/2012,12/27/2012,,,$0.00,12/27/2012
King & Queen County Sheriff's Office,05/15/2012,12-FS14204,01,1996 CADILLAC DEVILLE,Forfeiture,"$1,200.00",05/21/2012,10/16/2012,05/21/2013,,$0.00,05/21/2013
King & Queen County Sheriff's Office,05/15/2012,12-FS14204,02,"$1,044.00 US CURRENCY",Forfeiture,"$1,044.00",05/21/2012,10/16/2012,,,"$1,044.00",10/16/2012
King & Queen County Sheriff's Office,06/03/2012,12-FS15803,01,"$1,004.50 US CURRENCY",Forfeiture,"$1,004.50",06/06/2012,10/16/2012,,,"$1,004.50",10/16/2012
King & Queen County Sheriff's Office,06/27/2012,13-FS18810,01,1995 CHEVROLET BERETTA,Forfeiture,$400.00,07/06/2012,10/31/2012,05/21/2013,,$0.00,05/21/2013
King & Queen County Sheriff's Office,07/05/2012,13-FS18811,01,1997 FORD EXPLORER,Forfeiture,"$1,875.00",07/06/2012,12/27/2012,05/21/2013,,"$1,476.00",05/21/2013
King & Queen County Sheriff's Office,08/30/2013,14-FS26304,01,$900.00 U.S. Currency,Forfeiture,$900.00,09/20/2013,05/13/2014,,,$900.00,05/13/2014
King & Queen County Sheriff's Office,03/24/2014,14-FS09271,01,2000 CADILLAC  Escalade-V8,Return To Owner,"$4,000.00",04/02/2014,07/22/2014,,,$0.00,07/22/2014
King & Queen County Sheriff's Office,03/24/2014,14-FS09271,02,"$2,959.78 U.S. Currency",Forfeiture,"$2,959.78",04/02/2014,07/22/2014,,,"$2,959.78",07/22/2014
King & Queen County Sheriff's Office,07/10/2014,15-FS21033,01,1999 FORD TRUCK  Ranger-V6,Dismissal,"$2,000.00",07/29/2014,11/21/2014,,,$0.00,11/21/2014
King & Queen County Sheriff's Office,07/10/2014,15-FS21033,02,Utility Trailer without a VIN,Dismissal,$600.00,07/29/2014,11/21/2014,,,$0.00,11/21/2014
King & Queen County Sheriff's Office,08/24/2014,15-FS25528,01,"$1,526.00 U.S. Currency",Forfeiture,"$1,526.00",12/22/2014,12/30/2014,,,"$1,435.00",12/30/2014
King & Queen County Sheriff's Office,09/26/2014,15-FS28154,01,1993 CHEVROLET  CAPRICE,Pending,$500.00,10/08/2014,12/29/2014,01/30/2015,,$0.00,12/29/2014
