Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Prince George County Police Department,03/30/2009,10-FS20514,01,1995 FORD EXPLORER,Return To Owner,"$1,675.00",07/24/2009,11/03/2009,,,$0.00,11/03/2009
Prince George County Police Department,04/12/2009,10-FS20517,01,$525.00 U.S. CURRENCY,Forfeiture,$525.00,07/24/2009,12/03/2009,,,$525.00,12/03/2009
Prince George County Police Department,04/13/2009,10-FS20516,01,"$4,690.00 U.S. CURRENCY",Forfeiture,"$4,690.00",07/24/2009,12/03/2009,,,"$4,690.00",12/03/2009
Prince George County Police Department,04/24/2009,10-FS20513,01,1999 CHEVROLET CAVALIER,Forfeiture,"$2,100.00",07/24/2009,10/22/2009,04/13/2010,,$580.00,04/13/2010
Prince George County Police Department,05/14/2009,10-FS20512,01,1998 CHEVROLET MALIBU 4 DOOR,Forfeiture,"$2,450.00",07/24/2009,11/04/2009,04/13/2010,,$0.00,04/13/2010
Prince George County Police Department,05/15/2009,10-FS20515,01,1997 MERCEDES BENZ E320 SEDAN 4 DOOR,Return To Owner,"$5,225.00",07/24/2009,04/13/2010,,,$0.00,04/13/2010
Prince George County Police Department,05/21/2009,10-FS20511,01,"$5,120.00 U.S. CURRENCY",Forfeiture,"$5,120.00",07/24/2009,12/22/2010,,,"$5,120.00",12/22/2010
Prince George County Police Department,06/10/2009,10-FS20510,01,"$1,420.00 U.S. CURRENCY",Forfeiture,"$1,420.00",07/24/2009,12/17/2009,,,"$1,420.00",12/17/2009
Prince George County Police Department,06/15/2009,10-FS20509,01,"$3,315.00 U.S. CURRENCY",Forfeiture,"$3,315.00",07/24/2009,12/22/2009,,,"$3,315.00",12/22/2009
Prince George County Police Department,06/15/2009,10-FS20509,02,45/RUGER/P90 FIREARM (NR),Administrative,$500.00,07/24/2009,05/04/2011,,,$0.00,05/04/2011
Prince George County Police Department,06/30/2009,10-FS28602,01,1994 LINCOLN CONTINENTAL,Forfeiture,"$4,000.00",10/13/2009,04/13/2010,,,$0.00,04/13/2010
Prince George County Police Department,06/30/2009,10-FS28603,01,2000 INFINITI Q45,Dismissal,"$8,150.00",10/13/2009,01/04/2010,,,$0.00,01/04/2010
Prince George County Police Department,07/14/2009,10-FS30701,01,2007 TOYOTA CAMRY,Return To Owner,"$15,975.00",11/03/2009,06/15/2010,,,$0.00,06/15/2010
Prince George County Police Department,07/18/2009,10-FS30704,01,1997 TOYOTA TERCEL,Forfeiture,$900.00,11/03/2009,04/13/2010,,,$0.00,04/13/2010
Prince George County Police Department,07/23/2009,10-FS30703,01,1993 HONDA ACCORD,Forfeiture,"$3,250.00",11/03/2009,10/12/2010,11/07/2012,,$0.00,11/07/2012
