Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Bristol City Police Department,04/08/2008,08-FS10002,01,1993 FORD CROWN VICTORIA,Pending,"$3,500.00",04/09/2008,,,,$0.00,
Bristol City Police Department,04/08/2008,08-FS10002,02,"$2,426.00 U.S. CURRENCY",Pending,"$2,426.00",04/09/2008,,,,$0.00,
Bristol City Police Department,06/25/2008,08-FS17801,01,"$1,233.00 U.S. CURRENCY",Pending,"$1,233.00",06/26/2008,,,,$0.00,
Bristol City Police Department,12/05/2008,09-FS34308,01,$835.00 U.S. CURRENCY,Pending,$835.00,12/08/2008,,,,$0.00,
Bristol City Police Department,12/17/2008,09-FS35401,01,"$1,084.00 U.S. CURRENCY",Pending,"$1,084.00",12/19/2008,,,,$0.00,
Bristol City Police Department,02/10/2009,09-FS04203,01,"$1,764.00 U.S. CURRENCY",Pending,"$1,764.00",02/11/2009,,,,$0.00,
Bristol City Police Department,09/20/2009,10-FS27401,01,"$1,801.00 U.S. CURRENCY",Forfeiture,"$1,801.00",10/01/2009,05/24/2010,,,"$1,801.00",05/24/2010
Bristol City Police Department,12/03/2009,10-FS34201,01,$611.00 U.S. CURRENCY,Pending,$611.00,12/08/2009,,,,$0.00,
Bristol City Police Department,01/22/2010,10-FS02602,01,$600.00 U.S. CURRENCY,Pending,$600.00,01/26/2010,,,,$0.00,
Bristol City Police Department,04/15/2010,10-FS10901,01,$877.00 U.S. CURRENCY,Pending,$877.00,04/19/2010,,,,$0.00,
Bristol City Police Department,06/30/2010,14-FS19701,01,2003 PONTIAC  Grand Am SE-4 Cyl.,,"$4,000.00",07/16/2013,,,,$0.00,
Bristol City Police Department,08/23/2010,11-FS26701,01,$649.00 U.S. CURRENCY,Pending,$649.00,09/24/2010,,,,$0.00,
Bristol City Police Department,09/10/2010,11-FS25601,01,"$2,840.00 U.S. CURRENCY",Pending,"$2,840.00",09/13/2010,,,,$0.00,
Bristol City Police Department,09/24/2010,11-FS27001,01,$742.00 U.S. CURRENCY,Pending,$742.00,09/27/2010,,,,$0.00,
Bristol City Police Department,10/04/2010,11-FS27901,01,"$1,416.37 U.S. CURRENCY",Pending,"$1,416.37",10/06/2010,,,,$0.00,
Bristol City Police Department,10/22/2010,11-FS30001,01,"$3,119.00 U.S. CURRENCY",Forfeiture,"$3,119.00",10/27/2010,02/01/2012,,,"$1,000.00",02/01/2012
Bristol City Police Department,11/03/2010,11-FS30905,01,$644.00 U.S. CURRENCY,Pending,$644.00,11/05/2010,,,,$0.00,
Bristol City Police Department,11/17/2010,11-FS32201,01,$588.53 U.S. CURRENCY,Pending,$588.53,11/18/2010,,,,$0.00,
Bristol City Police Department,01/10/2011,11-FS01202,01,$720.00 U.S. CURRENCY,Pending,$720.00,01/12/2011,,,,$0.00,
Bristol City Police Department,04/09/2011,11-FS09803,01,$802.00 U.S. CURRENCY,Pending,$802.00,04/08/2011,,,,$0.00,
Bristol City Police Department,04/16/2011,11-FS11101,01,2002 VOLVO,Dismissal,"$7,500.00",04/21/2011,10/16/2012,,,$0.00,10/16/2012
Bristol City Police Department,04/16/2011,11-FS11101,02,$800.00 U.S. CURRENCY,Forfeiture,$800.00,04/21/2011,10/16/2012,,,$800.00,10/16/2012
Bristol City Police Department,06/12/2011,11-FS16502,01,$600.00 U.S. CURRENCY,Forfeiture,$600.00,06/14/2011,05/07/2013,,,$600.00,05/07/2013
Bristol City Police Department,07/07/2011,12-FS19601,01,$548.00 U.S. CURRENCY,Pending,$548.00,07/15/2011,,,,$0.00,
Bristol City Police Department,09/09/2011,12-FS26301,01,"$1,499.00 U.S. CURRENCY",Pending,"$1,499.00",09/20/2011,,,,$0.00,
Bristol City Police Department,09/15/2011,12-FS26404,01,"$1,251.00 U.S. CURRENCY",Pending,"$1,251.00",09/21/2011,,,,$0.00,
Bristol City Police Department,03/25/2012,12-FS08603,01,$535.00 U.S. CURRENCY,Forfeiture,$535.00,03/26/2012,10/16/2012,,,$535.00,10/16/2012
Bristol City Police Department,04/19/2012,12-FS13707,01,"$9,273.07 US CURRENCY",Forfeiture,"$9,273.07",05/16/2012,05/07/2013,,,"$9,273.07",05/07/2013
Bristol City Police Department,06/29/2012,13-FS26810,01,"$1,111.00 US CURRENCY",Forfeiture,"$1,111.00",09/24/2012,10/16/2012,,,"$1,100.00",10/16/2012
Bristol City Police Department,08/27/2012,13-FS24215,01,"$4,800.00 US CURRENCY",Pending,"$4,800.00",08/29/2012,,,,$0.00,
Bristol City Police Department,10/23/2012,13-FS30505,01,"$1,056.00 US CURRENCY",Pending,"$1,056.00",10/31/2012,,,,$0.00,
Bristol City Police Department,11/03/2012,13-FS31201,01,2001 CHEVROLET BLAZER,Pending,"$5,000.00",11/07/2012,,,,$0.00,
Bristol City Police Department,04/11/2013,13-FS11201,01,"$1,302.00 U.S. Currency",,"$1,302.00",04/22/2013,,,,$0.00,
Bristol City Police Department,07/01/2014,15-FS18393,01,2007 Pontiac  Grand Prix,Pending,"$3,800.00",07/02/2014,,,,$0.00,
Bristol City Police Department,11/05/2014,15-FS32463,01,2009 FORD  Mustang,Pending,"$8,450.00",11/20/2014,,,,$0.00,
Bristol City Police Department,11/06/2014,15-FS32249,01,"$3,239.00 U.S. Currency",Pending,"$3,239.00",11/18/2014,,,,$0.00,
Bristol City Police Department,11/24/2014,15-FS32990,01,"$2,363.95 U.S. Currency",Pending,"$2,363.95",11/25/2014,,,,$0.00,
