Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Martinsville Police Department,08/21/2009,10-FS23906,01,$850.00 U.S. CURRENCY,Return To Owner,$850.00,08/27/2009,12/20/2010,,,$0.00,12/20/2010
Martinsville Police Department,09/02/2009,10-FS25807,01,1992 MERCURY SABLE,Forfeiture,$700.00,09/15/2009,03/25/2010,10/31/2012,,$0.00,10/31/2012
Martinsville Police Department,09/09/2009,10-FS27409,01,$681.00 U.S. CURRENCY,Forfeiture,$681.00,10/01/2009,03/26/2010,,,$681.00,03/26/2010
Martinsville Police Department,11/03/2009,10-FS31704,01,1997 FORD PICKUP,Pending,"$3,000.00",11/13/2009,03/25/2010,,,$0.00,03/25/2010
Martinsville Police Department,12/09/2009,10-FS35104,01,$713.00 U.S. CURRENCY,Forfeiture,$713.00,12/17/2009,03/26/2010,,,$713.00,03/26/2010
Martinsville Police Department,12/09/2009,10-FS35104,02,$507.00 U.S. CURRENCY,Forfeiture,$507.00,12/17/2009,11/01/2010,,,$0.00,11/01/2010
Martinsville Police Department,03/03/2010,10-FS06904,01,"$2,020.00 U.S. CURRENCY",Forfeiture,"$2,020.00",03/10/2010,05/03/2011,,,"$2,020.00",05/03/2011
Martinsville Police Department,11/09/2011,12-FS31801,01,$724.55 U.S. CURRENCY,Forfeiture,$724.55,11/14/2011,04/09/2012,,,$724.55,04/09/2012
Martinsville Police Department,12/02/2011,12-FS34202,01,$964.00 U.S. CURRENCY,Forfeiture,$964.00,12/08/2011,10/25/2013,,,$614.00,10/25/2013
Martinsville Police Department,02/15/2012,12-FS05807,01,$800.00 U.S. CURRENCY,Return To Owner,$800.00,02/27/2012,07/23/2012,,,$0.00,07/23/2012
Martinsville Police Department,02/28/2012,12-FS06902,01,1982 PICKUP S-10,Forfeiture,"$1,500.00",03/09/2012,04/24/2012,10/01/2012,,"$2,614.97",10/01/2012
Martinsville Police Department,02/28/2012,12-FS06902,02,"$22,478.00 U.S. CURRENCY",Forfeiture,"$22,478.00",03/09/2012,04/24/2012,,,"$22,478.00",04/24/2012
Martinsville Police Department,06/27/2012,13-FS19403,01,$907.00 US CURRENCY,Forfeiture,$907.00,07/12/2012,10/01/2012,,,$907.00,10/01/2012
Martinsville Police Department,05/07/2013,13-FS13306,01,"$5,600.00 U.S. Currency",Forfeiture,"$5,600.00",05/13/2013,04/28/2014,,,"$5,600.00",04/28/2014
Martinsville Police Department,05/10/2013,13-FS13309,01,2001 FORD  Focus-4 Cyl.,Return To Owner,"$3,200.00",05/13/2013,12/29/2014,,,$0.00,12/29/2014
Martinsville Police Department,06/20/2013,13-FS17704,01,"$2,712.00 U.S. Currency",Forfeiture,"$2,712.00",06/26/2013,08/14/2014,,,"$2,462.00",08/14/2014
Martinsville Police Department,11/18/2013,14-FS32302,01,2002 DODGE  Neon-4 Cyl.,Return To Owner,"$1,859.00",12/02/2013,11/20/2014,,,$0.00,11/20/2014
Martinsville Police Department,02/26/2014,14-FS05972,01,2005 DODGE TRUCK  Grand Caravan-V6,Pending,"$2,259.00",03/04/2014,02/05/2015,,,$0.00,02/05/2015
Martinsville Police Department,03/25/2014,14-FS08540,01,1999 GMC LIGHT DUTY  Yukon-V8,Forfeiture,"$2,000.00",03/27/2014,03/11/2015,,,"$1,200.00",03/11/2015
Martinsville Police Department,07/09/2014,15-FS19555,01,"$7,057.00 U.S. Currency",Forfeiture,"$7,057.00",07/14/2014,12/29/2014,,,"$7,057.00",12/29/2014
Martinsville Police Department,07/22/2014,15-FS20926,01,$595.00 U.S. Currency,Pending,$595.00,07/28/2014,,,,$0.00,
Martinsville Police Department,08/10/2014,15-FS22639,01,"$1,550.00 U.S. Currency",Pending,"$1,550.00",08/14/2014,,,,$0.00,
Martinsville Police Department,08/31/2014,15-FS24859,01,"$1,040.00 U.S. Currency",Forfeiture,"$1,040.00",09/05/2014,12/29/2014,,,"$1,040.00",12/29/2014
Martinsville Police Department,09/09/2014,15-FS25387,01,1997 MERCEDES-BENZ  E Class,Return To Owner,"$1,658.00",09/10/2014,11/05/2014,,,$0.00,11/05/2014
Martinsville Police Department,12/16/2014,15-FS35006,01,1990 MERCEDES-BENZ  300SL,Pending,"$8,717.00",12/16/2014,02/05/2015,,,$0.00,02/05/2015
