Name: “Table 1 of 1 on page 11 of 98”,Name: “Table 1 of 1 on page 11 of 98”,Name: “Table 1 of 1 on page 11 of 98”
Table: 9,Table: 9,Table: 9
,,
Introduction,~,3
 Training and Education,,
The Commission provides sentencing guidelines assistance in a variety of forms: training,The Commission provides sentencing guidelines assistance in a variety of forms: training,
"and education seminars, training materials and publications, a website, and assistance via","and education seminars, training materials and publications, a website, and assistance via",
"the ""hotline"" phone system. Training and education are on-going activities of the",,
Commission. The Commission offers training and educational opportunities in an effort,Commission. The Commission offers training and educational opportunities in an effort,Commission. The Commission offers training and educational opportunities in an effort
to promote the accurate completion of worksheets that provide judges with the range of,to promote the accurate completion of worksheets that provide judges with the range of,to promote the accurate completion of worksheets that provide judges with the range of
sentencing options recommended by the guidelines. Training seminars are designed to,sentencing options recommended by the guidelines. Training seminars are designed to,
"meet the needs of attorneys for the Commonwealth and probation officers, the two",,
groups authorized by statute to prepare the official worksheets for the court. The seminars,groups authorized by statute to prepare the official worksheets for the court. The seminars,groups authorized by statute to prepare the official worksheets for the court. The seminars
also provide defense attorneys with a knowledge base to challenge the accuracy of recom-,also provide defense attorneys with a knowledge base to challenge the accuracy of recom-,
"mendations submitted to the court. In addition, the Commission conducts sentencing","mendations submitted to the court. In addition, the Commission conducts sentencing",
guidelines seminars for new members of the judiciary and other criminal justice system,guidelines seminars for new members of the judiciary and other criminal justice system,
professionals. Having all sides equally versed in the completion of guidelines worksheets,professionals. Having all sides equally versed in the completion of guidelines worksheets,
"is essential to a system of checks and balances, ensuring the accuracy of sentencing",,
recommendations.,,
"In 2011, the Commission offered 16 training seminars across the Commonwealth for","In 2011, the Commission offered 16 training seminars across the Commonwealth for",
nearly 500 attorneys and probation officers new to Virginia's sentencing guidelines system.,nearly 500 attorneys and probation officers new to Virginia's sentencing guidelines system.,nearly 500 attorneys and probation officers new to Virginia's sentencing guidelines system.
The six-hour seminars introduce participants to the sentencing guidelines and provide,The six-hour seminars introduce participants to the sentencing guidelines and provide,
instruction on correct scoring of the guidelines worksheets. The seminars also introduce,instruction on correct scoring of the guidelines worksheets. The seminars also introduce,
new users to the probation violation guidelines and the two offender risk assessment,,
instruments that are incorporated into Virginia's guidelines system. Seminars for,,
experienced guidelines users also are provided. These courses are approved by the Virginia,experienced guidelines users also are provided. These courses are approved by the Virginia,experienced guidelines users also are provided. These courses are approved by the Virginia
"State Bar, enabling participating attorneys to earn Continuing Legal Education credits. The","State Bar, enabling participating attorneys to earn Continuing Legal Education credits. The","State Bar, enabling participating attorneys to earn Continuing Legal Education credits. The"
"Commission continues to provide a guidelines-related ethics class for attorneys, conducted","Commission continues to provide a guidelines-related ethics class for attorneys, conducted","Commission continues to provide a guidelines-related ethics class for attorneys, conducted"
in partnership with the Virginia State Bar. The Virginia State Bar has approved this class,in partnership with the Virginia State Bar. The Virginia State Bar has approved this class,
"for one hour of Continuing Legal Education Ethics credit. Finally, the Commission",,
regularly conducts sentencing guidelines training at the Department of Corrections',,
"Training Academy, as part of the curriculum for new probation officers.",,
Commission staff travel throughout Virginia in an attempt to offer training that is,,
convenient to most guidelines users. Staff continues to seek out facilities designed for,convenient to most guidelines users. Staff continues to seek out facilities designed for,
"training, forgoing the typical courtroom environment for the Commission's training",,
"programs. The sites for these seminars include a combination of colleges and universities,","programs. The sites for these seminars include a combination of colleges and universities,","programs. The sites for these seminars include a combination of colleges and universities,"
"libraries, state and local facilities, and criminal justice academies. Many sites, such as the","libraries, state and local facilities, and criminal justice academies. Many sites, such as the",
"Southwest Virginia Higher Education Center in Abingdon, are selected in an effort to",,
"provide comfortable and convenient locations, at little or no cost to the Commission.","provide comfortable and convenient locations, at little or no cost to the Commission.",
