Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,334,159,74,74,138,150,218,248,244,302,425,422,120
Tuesday,346,140,62,54,154,188,191,204,262,276,359,365,151
Wednesday,334,149,75,87,140,135,189,249,254,286,415,387,135
Thursday,432,178,95,82,155,169,188,232,258,276,412,431,135
Friday,414,204,122,95,166,174,217,240,260,335,451,548,140
Saturday,627,422,162,96,119,141,184,219,246,317,477,530,135
Sunday,624,435,177,76,110,115,215,229,257,300,401,367,97
TOTAL,3111,1687,767,564,982,1072,1402,1621,1781,2092,2940,3050,913
