Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,320,148,136,397,499,296,315,298,442,409,312,282,140
Tuesday,316,158,158,403,459,324,322,302,467,379,341,323,135
Wednesday,302,148,137,391,482,299,322,316,494,435,350,309,127
Thursday,350,176,119,377,473,281,302,328,520,401,344,294,139
Friday,337,155,160,367,437,286,360,390,655,528,393,368,140
Saturday,390,170,160,154,275,275,312,346,420,365,331,347,138
Sunday,345,237,151,118,241,227,310,281,348,330,326,293,120
TOTAL,2360,1192,1021,2207,2866,1988,2243,2261,3346,2847,2397,2216,939
