Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,222,99,54,176,190,139,167,154,241,330,359,346,44
Tuesday,204,84,78,182,164,143,148,158,200,285,301,342,52
Wednesday,198,94,67,152,177,127,145,148,230,285,327,380,48
Thursday,214,97,72,162,165,117,157,133,223,264,342,355,53
Friday,224,88,87,166,181,143,168,207,287,289,359,411,60
Saturday,281,156,74,113,157,153,195,188,227,277,357,392,54
Sunday,241,163,91,91,150,160,173,176,191,260,342,337,46
TOTAL,1584,781,523,1042,1184,982,1153,1164,1599,1990,2387,2563,357
