Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,36,25,10,11,10,13,19,16,23,29,26,35,8
Tuesday,22,17,13,16,12,13,22,13,25,18,26,22,5
Wednesday,31,17,11,8,10,17,15,17,25,28,20,22,8
Thursday,30,18,15,8,16,15,19,19,27,21,17,26,6
Friday,18,15,7,7,8,12,20,20,21,15,21,34,3
Saturday,32,32,13,8,10,8,14,10,24,19,21,27,5
Sunday,43,33,12,12,8,14,19,26,28,27,21,19,0
TOTAL,212,157,81,70,74,92,128,121,173,157,152,185,35
