"Victim Age, Gender and Race",,,,,,
Race,Male,,,Female,,
,0-17,18-35,36+,0-17,18-35,36+
White,7,2047,1240,272,791,637
Black,633,1667,1083,382,1042,550
American Indian/Alaskan Native,1,6,2,2,0,1
Asian/Pacific Islander,9,20,13,7,11,8
Unknown,47,53,19,11,15,7
Total,697,3793,2357,674,1859,1203
