Criminal Offenses - On-campus Student Housing Facilities
Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Murder/Non-negligent manslaughter,Negligent manslaughter,Sex offenses - Forcible,Sex offenses - Non-forcible,Robbery,Aggravated assault,Burglary,Motor vehicle theft,Arson
2012,231420,Averett University,1,Main Campus,914,0,0,0,0,0,2,7,0,0
2012,366793,Baptist Theological Seminary at Richmond,1,Main Campus,98,0,0,0,0,1,0,0,0,0
2012,231554,Bluefield College,1,Main Campus,831,0,0,0,0,0,0,6,0,0
2012,231581,Bridgewater College,1,Main Campus,1759,0,0,1,0,0,0,1,0,0
2012,231712,Christopher Newport University,1,Main Campus,5186,0,0,1,0,0,0,1,0,0
2012,231624,College of William and Mary,1,Main Campus,8258,0,0,0,0,0,0,5,0,0
2012,232043,Eastern Mennonite University,1,Main Campus,1519,0,0,0,0,0,1,0,0,0
2012,231970,Eastern Virginia Medical School,1,Main Campus,993,0,0,0,0,0,0,0,0,0
2012,232025,Emory & Henry College,1,Main Campus,945,0,0,1,0,0,2,0,0,0
2012,232089,Ferrum College,1,Ferrum College,1510,0,0,3,0,0,0,21,0,0
2012,232186,George Mason University,1,Main Campus,32961,0,0,4,0,0,2,8,0,1
2012,232256,Hampden-Sydney College,1,Main Campus,1080,0,0,2,0,0,0,11,0,2
2012,232265,Hampton University,1,Main Campus,4765,0,0,0,0,0,0,20,0,0
2012,232308,Hollins University,1,Hollins University,794,0,0,0,0,0,0,3,0,0
2012,232423,James Madison University,1,Main Campus-Harrisonburg,19927,0,0,3,0,0,0,8,0,0
2012,232423,James Madison University,2,Madison House (London Semester - Branch Campus),19927,0,0,0,0,0,0,0,0,0
2012,232423,James Madison University,3,Antwerp Hall- JMU Semester in Antwerp- Belgium,19927,0,0,0,0,0,0,0,0,0
2012,232423,James Madison University,4,Palazzo Capponi (JMU's Semester in Florence- Italy),19927,0,0,0,0,0,0,0,0,0
2012,232557,Liberty University,1,Main Campus,74372,0,0,0,0,0,0,0,0,0
2012,232566,Longwood University,1,Main Campus,4834,0,0,0,0,0,0,0,0,0
2012,232609,Lynchburg College,1,Main Campus,2756,0,0,4,0,0,1,11,0,0
2012,232672,Mary Baldwin College,1,Main Campus,1791,0,0,0,0,0,0,0,0,0
2012,232706,Marymount University,1,Marymount University,3702,0,0,3,0,0,2,3,0,0
2012,232937,Norfolk State University,1,Norfolk State University,7100,0,0,1,0,0,1,23,0,3
2012,232982,Old Dominion University,1,Old Dominion University,24670,0,0,5,0,0,0,12,0,0
2012,233277,Radford University,1,Main Campus,9573,0,0,4,0,0,1,5,0,1
2012,233301,Randolph College,1,RANDOLPH COLLEGE,645,0,0,2,0,0,3,6,0,0
2012,233295,Randolph-Macon College,1,Main Campus,1312,0,0,7,0,0,0,5,0,0
2012,231651,Regent University,1,Main Campus,5635,0,0,3,0,0,0,0,0,0
2012,233338,Richard Bland College of the College of William and Mary,1,Richard Bland College of the College of William and Mary,1532,0,0,0,0,0,0,8,0,0
2012,233426,Roanoke College,1,Main Campus,2060,0,0,1,0,0,0,4,0,0
2012,233541,Shenandoah University,1,Main Campus,4176,0,0,6,0,0,0,103,0,1
2012,233611,Southern Virginia University,1,Main Campus,730,0,0,0,0,0,0,3,0,0
2012,233718,Sweet Briar College,1,Main Campus,739,0,0,0,0,0,0,2,0,0
2012,233897,The University of Virginia's College at Wise,1,University of VA's College at Wise,2420,0,0,1,0,0,0,13,0,0
2012,233842,Union Presbyterian Seminary,1,Main Campus,211,0,0,0,0,0,0,0,0,0
2012,232681,University of Mary Washington,1,University of Mary Washington,5093,0,0,4,0,0,0,8,0,3
2012,233374,University of Richmond,1,Main Campus,4361,0,0,6,0,0,0,17,0,0
2012,234076,University of Virginia-Main Campus,1,Main Campus,23907,0,0,6,0,0,0,8,0,0
2012,234030,Virginia Commonwealth University,1,Monroe Park Campus,31445,0,0,3,0,0,1,13,0,1
2012,234030,Virginia Commonwealth University,2,MCV Campus,31445,0,0,1,0,0,0,1,0,0
2012,233912,Virginia Intermont College,1,Virginia Intermont College,496,0,0,2,0,0,0,0,0,0
2012,234085,Virginia Military Institute,1,Virginia Military Institute,1664,0,0,1,0,0,0,38,0,1
2012,233921,Virginia Polytechnic Institute and State University,1,Virginia Polytechnic Institute and State Univ,31087,0,0,8,0,0,0,13,0,1
2012,233921,Virginia Polytechnic Institute and State University,7,Washington-Alexandria Center,31087,0,0,0,0,0,0,0,0,0
2012,233921,Virginia Polytechnic Institute and State University,9,Center for European Studies and Architecture,31087,0,0,0,0,0,0,0,0,0
2012,233921,Virginia Polytechnic Institute and State University,11,Middleburg Agricultural Research and Extension Center,31087,0,0,0,0,0,0,0,0,0
2012,233921,Virginia Polytechnic Institute and State University,14,Virginia Tech Research Center Arlington,31087,0,0,0,0,0,0,0,0,0
2012,234155,Virginia State University,1,Main Campus,6208,0,0,1,0,1,2,4,0,1
2012,234164,Virginia Union University,1,Main Campus,1751,0,0,0,0,1,0,6,0,0
2012,234137,Virginia University of Lynchburg,1,Main Campus,540,0,0,0,0,0,0,2,0,0
2012,234173,Virginia Wesleyan College,1,VIRGINIA WESLEYAN COLLEGE,1431,0,0,3,0,0,0,1,0,1
2012,234207,Washington and Lee University,1,Main Campus,2302,0,0,2,0,0,0,3,0,0
2012,234359,Woodrow Wilson Rehabilitation Center,1,Woodrow Wilson Rehabilitation Center,151,0,0,2,0,0,0,0,0,0
