Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,349,168,150,449,522,328,334,349,466,411,340,307,175
Tuesday,332,166,133,398,497,313,317,285,502,387,350,315,160
Wednesday,298,170,137,383,489,320,334,302,517,394,379,348,159
Thursday,336,188,143,385,461,273,336,282,484,416,348,318,132
Friday,337,174,130,367,467,313,360,426,672,542,413,366,189
Saturday,381,230,143,155,308,279,403,343,443,392,378,375,184
Sunday,369,252,160,136,248,255,349,269,375,353,304,313,157
TOTAL,2402,1348,996,2273,2992,2081,2433,2256,3459,2895,2512,2342,1156
