Date,Offense,Street,Subdivison,Zip,E.D.,City,Area
1/25/2002,PETIT LARCENY,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
2/2/2002,CITIZEN REQUESTED ASSISTANCE,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
2/8/2002,PETIT LARCENY,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
9/29/2002,"LARCENY, SHOPLIFTING",BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
3/8/2002,PETIT LARCENY,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
9/7/2002,"DAMAGE PROPERTY, PRIVATE",BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
8/1/2002,"DAMAGE PROPERTY, PRIVATE",BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
11/20/2002,BRANDISHING FIREARM,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
8/20/2002,THREATEN BODILY HARM,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
8/6/2002,CREDIT CARD FRAUD,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
6/6/2002,STEAL OR TAMPER WITH COIN OPER,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
8/3/2002,CITIZEN REQUESTED ASSISTANCE,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
9/26/2002,"COUNTERFEITING/FORGERY, ALL OT",BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
3/25/2002,CITIZEN REQUESTED ASSISTANCE,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
11/29/2002,EMBEZZLEMENT <$200,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
1/11/2002,"ASSAULT, SIMPLE",BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
3/13/2002,PETIT LARCENY,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
4/20/2002,"MANUF, SALE, POSSESSION CONTRO",BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
7/14/2002,DRUNK IN PUBLIC,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
10/19/2002,"ASSAULT, SIMPLE, DOMESTIC",BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
1/12/2002,OBSTRUCTING JUSTICE,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
1/14/2002,"ASSAULT, SIMPLE, DOMESTIC",BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
6/4/2002,"DAMAGE PROPERTY, PRIVATE",BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
9/15/2002,TRESPASSING,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
11/17/2002,CITIZEN REQUESTED ASSISTANCE,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
1/14/2002,RUNAWAY JUVENILE,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
2/21/2002,ARSON,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
5/3/2002,CITIZEN REQUESTED ASSISTANCE,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
7/3/2002,PETIT LARCENY,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
11/13/2002,"FRAUD-TRICK,FALSE PRETENSES",BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
2/13/2002,CITIZEN REQUESTED ASSISTANCE,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
2/22/2002,BOMB THREATS,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
9/4/2002,RUNAWAY JUVENILE,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
2/3/2002,ABDUCTION & KIDNAPPING,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
9/23/2002,ABDUCTION & KIDNAPPING,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
10/24/2002,CITIZEN REQUESTED ASSISTANCE,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
10/2/2002,POSSESSION OF MARIJUANA,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
11/8/2002,"MANUF, SALE, POSSESSION CONTRO",BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
9/13/2002,"ASSAULT, SIMPLE",BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
9/12/2002,CITIZEN REQUESTED ASSISTANCE,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
9/19/2002,CITIZEN REQUESTED ASSISTANCE,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
9/25/2002,CITIZEN REQUESTED ASSISTANCE,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
5/30/2002,"ASSAULT, SIMPLE",BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
5/30/2002,"ASSAULT, SIMPLE",BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
5/28/2002,"ASSAULT, SIMPLE",BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
10/10/2002,"ASSAULT, AGGRAVATED",BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
10/2/2002,"ASSAULT, SIMPLE",BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
10/9/2002,POSSESS FIREARM ON SCHOOL PROP,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
1/23/2002,PETIT LARCENY,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
1/28/2002,IMPERSONATING LAW ENFORCEMENT,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
3/1/2002,CITIZEN REQUESTED ASSISTANCE,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
2/27/2002,CITIZEN REQUESTED ASSISTANCE,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
3/27/2002,THREATEN BODILY HARM,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
3/26/2002,"DAMAGE PROPERTY, PRIVATE",BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
4/9/2002,"ASSAULT, SIMPLE",BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
3/28/2002,"ASSAULT, SIMPLE",BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
5/8/2002,"ASSAULT, SIMPLE",BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
5/8/2002,ASSAULT & BATTERY -POLICE OFCR,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
5/17/2002,SEXUAL BATTERY,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
5/17/2002,THREATS OF DEATH OR BODILY INJ,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
5/22/2002,"ASSAULT, SIMPLE",BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
2/27/2002,DISORDERLY CONDUCT,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
2/28/2002,"ASSAULT, SIMPLE",BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
2/28/2002,CITIZEN REQUESTED ASSISTANCE,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
3/5/2002,"ASSAULT, SIMPLE",BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
5/2/2002,"ASSAULT, SIMPLE",BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
5/2/2002,DISORDERLY CONDUCT,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
5/1/2002,TRESPASSING,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
5/1/2002,TRESPASS ON CHURCH OR SCHOOL P,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
3/12/2002,THREATEN BODILY HARM,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
3/8/2002,DISORDERLY CONDUCT,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
4/18/2002,POSSESS WEAPON ON SCHOOL PROPE,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
4/19/2002,POSSESS FIREARM ON SCHOOL PROP,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
4/19/2002,"ASSAULT, SIMPLE",BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
4/19/2002,CITIZEN REQUESTED ASSISTANCE,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
5/24/2002,DISORDERLY CONDUCT,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
5/24/2002,CURSING/OBSCENE LANGUAGE,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
5/26/2002,"DAMAGE PROPERTY, PRIVATE",BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
11/22/2002,DISORDERLY CONDUCT,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
11/8/2002,GRAND LARCENY,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
11/21/2002,"ASSAULT, AGGRAVATED",BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
5/28/2002,POSSESSION OF MARIJUANA,BIG BETHEL ROAD,197,23693,2/4/2005,TABB,100
4/29/2002,POSSESSION OF MARIJUANA,BIG BETHEL ROAD & EAGLE,197,23693,2/4/2005,TABB,100
8/28/2002,RECKLESS - GENERAL,BIG BETHEL ROAD & EAGLE,197,23693,2/4/2005,TABB,100
8/27/2002,"BURGLARY, RESIDENTIAL",BILL SOURS DRIVE,66,23693,2,TABB,100
7/6/2002,"LARCENY,FROM MOTOR VEHICLE",BIRKDALE COURT,172,23693,2,TABB,100
7/6/2002,"LARCENY,FROM MOTOR VEHICLE",BIRKDALE COURT,172,23693,2,TABB,100
3/29/2002,CITIZEN REQUESTED ASSISTANCE,BIRKDALE COURT,172,23693,2,TABB,100
8/13/2002,"BURGLARY, RESIDENTIAL",BIRKDALE COURT,172,23693,2,TABB,100
1/2/2002,"ASSAULT, SIMPLE, DOMESTIC",BIRKDALE COURT,172,23693,2,TABB,100
3/4/2002,CITIZEN REQUESTED ASSISTANCE,BLACKBERRY BEND,98,23693,2,TABB,100
9/14/2002,"DAMAGE PROPERTY, PRIVATE",BLACKSMITH ARCH,49,23693,2,TABB,100
3/7/2002,CITIZEN REQUESTED ASSISTANCE,BLACKSMITH ARCH,49,23693,2,TABB,100
6/6/2002,PETIT LARCENY,BLACKSMITH ARCH,49,23693,2,TABB,100
6/20/2002,CITIZEN REQUESTED ASSISTANCE,BLACKWOOD COURT,224,23693,5,TABB,100
7/17/2002,GRAND LARCENY,BLEVINS RUN,279,23693,2,TABB,100
8/2/2002,"DAMAGE PROPERTY, PRIVATE",BLEVINS RUN,279,23693,2,TABB,100
11/4/2002,PETIT LARCENY,BRENTMEADE DRIVE,238,23693,5,TABB,100
7/27/2002,ARSON,BRENTMEADE DRIVE,238,23693,5,TABB,100
1/25/2002,"DAMAGE PROPERTY, PRIVATE",BRENTMEADE DRIVE,238,23693,5,TABB,100
8/21/2002,ARSON,BRENTMEADE DRIVE,238,23693,5,TABB,100
6/13/2002,CREDIT CARD FRAUD,BRENTMEADE DRIVE,238,23693,5,TABB,100
3/4/2002,"DAMAGE PROPERTY, PRIVATE",BRENTMEADE DRIVE,238,23693,5,TABB,100
6/25/2002,PETIT LARCENY,BRENTMEADE DRIVE,238,23693,5,TABB,100
6/5/2002,CITIZEN REQUESTED ASSISTANCE,BRENTMEADE DRIVE,238,23693,5,TABB,100
9/13/2002,RUNAWAY JUVENILE,BRIDGEWOOD DRIVE,198,23693,2,TABB,100
10/30/2002,CITIZEN REQUESTED ASSISTANCE,BRIDGEWOOD DRIVE,198,23693,2,TABB,100
7/13/2002,"DAMAGE PROPERTY, PRIVATE",BRIDGEWOOD DRIVE,198,23693,2,TABB,100
11/18/2002,CITIZEN REQUESTED ASSISTANCE,BRIDGEWOOD DRIVE,198,23693,2,TABB,100
5/2/2002,"ASSAULT, SIMPLE, DOMESTIC",BUFFIE DRIVE,102,23693,4,TABB,100
7/28/2002,"BURGLARY, RESIDENTIAL",BUGLE COURT,66,23693,2,TABB,100
4/22/2002,PETIT LARCENY,BUTTONWOOD LANE,278,23693,5,TABB,100
5/4/2002,GRAND LARCENY,BUTTONWOOD LANE,278,23693,5,TABB,100
4/28/2002,PETIT LARCENY,BUTTONWOOD LANE,278,23693,5,TABB,100
1/23/2002,GRAND LARCENY,BYRD LANE,197,23693,2,TABB,100
7/23/2002,CITIZEN REQUESTED ASSISTANCE,BYRD LANE,197,23693,2,TABB,100
1/21/2002,"DAMAGE PROPERTY, PRIVATE",CALLUMANT TURN,174,23693,5,TABB,100
4/22/2002,"DAMAGE PROPERTY, PRIVATE",CALTHROP NECK ROAD,17,23693,5,TABB,100
2/5/2002,CITIZEN REQUESTED ASSISTANCE,CALTHROP NECK ROAD,17,23693,5,TABB,100
2/3/2002,THREATEN BODILY HARM,CALTHROP NECK ROAD,17,23693,5,TABB,100
6/23/2002,CITIZEN REQUESTED ASSISTANCE,CALTHROP NECK ROAD,17,23693,5,TABB,100
4/11/2002,DUMPING TRASH ON HIGHWAY OR PR,CALTHROP NECK ROAD & M,17,23693,5,TABB,100
6/15/2002,CITIZEN REQUESTED ASSISTANCE,CALTHROPE NECK ROAD,17,23693,5,TABB,100
7/14/2002,CITIZEN REQUESTED ASSISTANCE,CALTHROPS NECK ROAD &,17,23693,5,TABB,100
10/8/2002,"LARCENY,FROM MOTOR VEHICLE",CALTROP NECK ROAD,17,23693,5,TABB,100
6/27/2002,"BURGLARY, RESIDENTIAL",CAMILLE COURT,62,23693,2,TABB,100
5/6/2002,OVERDOSE,CARDINAL LANE,197,23693,4,TABB,100
7/14/2002,CITIZEN REQUESTED ASSISTANCE,CARDINAL LANE,197,23693,4,TABB,100
4/27/2002,DEAD ON ARRIVAL,CARDINAL LANE,197,23693,4,TABB,100
9/17/2002,PETIT LARCENY,CARY TRACE,56,23693,5,TABB,100
11/23/2002,GRAND LARCENY,CARYS CHAPEL ROAD,197,23693,5,TABB,100
2/28/2002,CITIZEN REQUESTED ASSISTANCE,CARYS CHAPEL ROAD,197,23693,5,TABB,100
4/5/2002,PETIT LARCENY,CARYS CHAPEL ROAD,197,23693,5,TABB,100
10/20/2002,"ASSAULT, SIMPLE, DOMESTIC",CARYS CHAPEL ROAD,197,23693,5,TABB,100
7/23/2002,CITIZEN REQUESTED ASSISTANCE,CARYS CHAPEL ROAD,197,23693,5,TABB,100
4/11/2002,CITIZEN REQUESTED ASSISTANCE,CATTAIL LANE,224,23693,5,TABB,100
5/20/2002,CITIZEN REQUESTED ASSISTANCE,CATTAIL LANE,224,23693,5,TABB,100
3/24/2002,CITIZEN REQUESTED ASSISTANCE,CATTAIL LANE,224,23693,5,TABB,100
4/1/2002,STALKING,CATTAIL LANE,224,23693,5,TABB,100
8/14/2002,CITIZEN REQUESTED ASSISTANCE,CHAMPIONS PATH,207,23693,5,TABB,100
7/21/2002,ARSON,CHAMPIONS PATH,207,23693,5,TABB,100
7/20/2002,"DAMAGE PROPERTY, PRIVATE",CHAMPIONS PATH,207,23693,5,TABB,100
9/17/2002,ANNOYING PHONE CALLS,CHAMPIONS PATH,207,23693,5,TABB,100
8/12/2002,"BURGLARY, RESIDENTIAL",CHAMPIONS PATH,207,23693,5,TABB,100
8/5/2002,"DAMAGE PROPERTY, PRIVATE",CHAMPIONS PATH,207,23693,5,TABB,100
7/1/2002,"LARCENY,FROM MOTOR VEHICLE",CHANTICLAIR DRIVE,257,23693,2,TABB,100
9/26/2002,OVERDOSE,CHANTICLAIR DRIVE,257,23693,2,TABB,100
9/30/2002,GRAND LARCENY,CHANTICLAIR DRIVE,257,23693,2,TABB,100
10/16/2002,PETIT LARCENY,CHANTICLAIR DRIVE,257,23693,2,TABB,100
2/17/2002,"ASSAULT, SIMPLE, DOMESTIC",CHANTICLAIR DRIVE,257,23693,2,TABB,100
1/24/2002,CITIZEN REQUESTED ASSISTANCE,CHANTICLAIR DRIVE,257,23693,2,TABB,100
4/11/2002,LOST PROPERTY,CHANTICLAIR DRIVE,257,23693,2,TABB,100
11/5/2002,"ASSAULT, SIMPLE",CHANTICLAIR DRIVE & BELM,257,23693,2,TABB,100
2/2/2002,"ASSAULT, SIMPLE",CHEADLE POINT ROAD,25,23693,3,SEAFORD,200
3/2/2002,CITIZEN REQUESTED ASSISTANCE,CHEADLE POINT ROAD,25,23693,3,SEAFORD,200
4/10/2002,"ASSAULT, SIMPLE, DOMESTIC",CHEADLE POINT ROAD,25,23693,3,SEAFORD,200
7/3/2002,"DAMAGE PROPERTY, PRIVATE",CHEADLE POINT ROAD,25,23693,3,SEAFORD,200
1/14/2002,ARSON,CHEADLE POINT ROAD,25,23693,3,SEAFORD,200
1/11/2002,DEAD ON ARRIVAL,CHEADLE POINT ROAD,25,23693,3,SEAFORD,200
3/6/2002,CITIZEN REQUESTED ASSISTANCE,CHEADLE POINT ROAD,25,23693,3,SEAFORD,200
4/26/2002,CITIZEN REQUESTED ASSISTANCE,CHEADLE POINT ROAD,25,23693,3,SEAFORD,200
2/19/2002,CITIZEN REQUESTED ASSISTANCE,CHEADLE POINT ROAD,25,23693,3,SEAFORD,200
9/29/2002,"ASSAULT, SIMPLE, DOMESTIC",CHEADLE POINT ROAD,25,23693,3,SEAFORD,200
9/19/2002,"BURGLARY, RESIDENTIAL",CHEADLE POINT ROAD,25,23693,3,SEAFORD,200
4/28/2002,"DAMAGE PROPERTY, PRIVATE",CHEADLE POINT ROAD,25,23693,3,SEAFORD,200
3/15/2002,MAIMING,CHEADLE POINT ROAD,25,23693,3,SEAFORD,200
1/2/2002,"ASSAULT, SIMPLE",CHELTENHAM WAY,246,23693,5,TABB,100
1/28/2002,"ASSAULT, SIMPLE",CHELTENHAM WAY,246,23693,5,TABB,100
3/29/2002,"ASSAULT, SIMPLE, DOMESTIC",CHELTENHAM WAY,246,23693,5,TABB,100
1/1/2002,"ASSAULT, SIMPLE",CHELTENHAM WAY,246,23693,5,TABB,100
8/10/2002,CITIZEN REQUESTED ASSISTANCE,CHELTENHAM WAY,246,23693,5,TABB,100
8/12/2002,"LARCENY,FROM MOTOR VEHICLE",CHELTENHAM WAY,246,23693,5,TABB,100
7/1/2002,"DAMAGE PROPERTY, PRIVATE",CHINQUAPIN ORCHARD,142,23693,5,TABB,100
6/24/2002,"DAMAGE PROPERTY, PRIVATE",CHINQUAPIN ORCHARD,142,23693,5,TABB,100
1/14/2002,CITIZEN REQUESTED ASSISTANCE,CHINQUAPIN ORCHARD,142,23693,5,TABB,100
2/22/2002,CITIZEN REQUESTED ASSISTANCE,CHINQUAPIN ORCHARD,142,23693,5,TABB,100
3/22/2002,PETIT LARCENY,CHIPPENHAM DRIVE,246,23693,5,TABB,100
9/3/2002,"DAMAGE PROPERTY, PRIVATE",CHIPPENHAM DRIVE,246,23693,5,TABB,100
8/12/2002,"LARCENY,FROM MOTOR VEHICLE",CHIPPENHAM DRIVE,246,23693,5,TABB,100
8/25/2002,POSSESSION OF MARIJUANA,CHIPPINGHAM & TURNBRID,246,23693,5,TABB,100
3/8/2002,CITIZEN REQUESTED ASSISTANCE,CHRIS SLADE CHASE,207,23693,5,TABB,100
5/13/2002,"DAMAGE PROPERTY, PRIVATE",CHRIS SLADE CHASE,207,23693,5,TABB,100
6/18/2002,"DAMAGE PROPERTY, PRIVATE",CHRIS SLADE CHASE,207,23693,5,TABB,100
7/31/2002,THREATEN BODILY HARM,CLAYTON DRIVE,169,23693,2,TABB,100
1/21/2002,TRESPASSING,CLAYTON DRIVE,169,23693,2,TABB,100
7/22/2002,"LARCENY,FROM MOTOR VEHICLE",COACH HOVIS DRIVE,207,23693,5,TABB,100
6/12/2002,"DAMAGE PROPERTY, PRIVATE",COACH HOVIS DRIVE,207,23693,5,TABB,100
8/1/2002,CITIZEN REQUESTED ASSISTANCE,COACH HOVIS DRIVE,207,23693,5,TABB,100
2/1/2002,CREDIT CARD FRAUD,COIN JOCK RUN,174,23693,5,TABB,100
9/7/2002,"DAMAGE PROPERTY, PRIVATE",COIN JOCK RUN,174,23693,5,TABB,100
9/2/2002,RUNAWAY JUVENILE,COMBS LOOP,280,23693,5,TABB,100
5/20/2002,"MANUF, SALE, POSSESSION CONTRO",COMMERCE CIRCLE,100,23693,2,TABB,100
1/21/2002,"DAMAGE PROPERTY, PRIVATE",COMMERCE CIRCLE,100,23693,2,TABB,100
11/29/2002,"DAMAGE PROPERTY, PRIVATE",COMMERCE CIRCLE,100,23693,2,TABB,100
3/27/2002,"DAMAGE PROPERTY, PRIVATE",COMMERCE CIRCLE,100,23693,2,TABB,100
6/9/2002,"LARCENY,FROM MOTOR VEHICLE",COMMERCE CIRCLE,100,23693,2,TABB,100
10/7/2002,"LARCENY,FROM MOTOR VEHICLE",COMMERCE CIRCLE,100,23693,2,TABB,100
3/21/2002,"LARCENY,FROM MOTOR VEHICLE",COMMERCE CIRCLE,100,23693,2,TABB,100
6/1/2002,"DAMAGE PROPERTY, PRIVATE",COMMERCE DRIVE & GEOR,100,23693,2,TABB,100
10/27/2002,CITIZEN REQUESTED ASSISTANCE,COMMONWEALTH DRIVE,216,23693,2,TABB,100
4/11/2002,GRAND LARCENY,COMMONWEALTH DRIVE,216,23693,2,TABB,100
6/8/2002,"LARCENY,FROM MOTOR VEHICLE",COMPASS COURT,210,23693,2,TABB,100
6/8/2002,"LARCENY,FROM MOTOR VEHICLE",COMPASS COURT,210,23693,2,TABB,100
6/26/2002,CITIZEN REQUESTED ASSISTANCE,COVENTRY BLVD,42,23693,2,GRAFTON,100
6/22/2002,DRIVING UNDER THE INFLUENCE OF,COVENTRY BLVD & BELMON,42,23693,2,GRAFTON,100
11/28/2002,CITIZEN REQUESTED ASSISTANCE,COVENTRY BLVD & KENSING,42,23693,2,GRAFTON,100
3/3/2002,"DAMAGE PROPERTY, PRIVATE",CRANDOL DRIVE,129,23693,4,TABB,100
6/9/2002,MISSING PERSON,CRANDOL DRIVE,129,23693,4,TABB,100
2/9/2002,"LARCENY,FROM MOTOR VEHICLE",CRESCENT COURT,192,23693,2,TABB,100
8/17/2002,"DAMAGE PROPERTY, PRIVATE",CROSSPOINTE COURT,210,23693,2,TABB,100
11/20/2002,"DAMAGE PROPERTY, PRIVATE",CROSSPOINTE COURT,210,23693,2,TABB,100
2/28/2002,"ASSAULT, SIMPLE",CUB CT & TIGER RUN,198,23693,2,TABB,100
5/13/2002,"DAMAGE PROPERTY, PRIVATE",CYBERNETICS WAY,216,23693,2,TABB,100
6/6/2002,BURGLARY (HOTEL/STORAGE FACILI,CYBERNETICS WAY,216,23693,2,TABB,100
6/6/2002,BURGLARY (HOTEL/STORAGE FACILI,CYBERNETICS WAY,216,23693,2,TABB,100
6/6/2002,BURGLARY (HOTEL/STORAGE FACILI,CYBERNETICS WAY,216,23693,2,TABB,100
5/22/2002,CITIZEN REQUESTED ASSISTANCE,CYBERNETICS WAY,216,23693,2,TABB,100
3/7/2002,CREDIT CARD THEFT,CYBERNETICS WAY,216,23693,2,TABB,100
9/27/2002,GRAND LARCENY,CYBERNETICS WAY,216,23693,2,TABB,100
10/23/2002,"DRUGS, POSSESS COCAINE",CYBERNETICS WAY,216,23693,2,TABB,100
7/29/2002,"LARCENY,FROM MOTOR VEHICLE",DALZELL COURT,285,23693,2,TABB,100
7/28/2002,RECOVERED VEHICLE-STOLEN OTHER,DARBY RD,45,23693,2,TABB,100
1/1/2002,"ASSAULT, AGGRAVATED, DOMESTIC",DARBY ROAD,45,23693,2,TABB,100
7/16/2002,POSSESSION OF MARIJUANA,DARBY ROAD AND DEAD EN,45,23693,2,TABB,100
1/2/2002,GRAND LARCENY,"DENISE DRIVE, LOT 7",209,23693,4,TABB,100
1/29/2002,"ASSAULT, SIMPLE, DOMESTIC",DERBY RUN,246,23693,5,TABB,100
2/4/2002,FORCIBLE SODOMY,DERBY RUN,246,23693,5,TABB,100
7/2/2002,"LARCENY,FROM MOTOR VEHICLE",DERBY RUN,246,23693,5,TABB,100
4/20/2002,RUNAWAY JUVENILE,DERBY RUN,246,23693,5,TABB,100
2/18/2002,CITIZEN REQUESTED ASSISTANCE,DON JUAN DRIVE,241,23693,2,TABB,100
