State Name,Metropolitan Area,2013 Filings,2014 Filings
Virginia,"Charlottesville, VA Metro Area",0,3
Virginia,"Culpeper, VA Micro Area",0,1
Virginia,"Danville, VA Metro Area",0,1
Virginia,"Harrisonburg, VA Metro Area",2,2
Virginia,"Richmond, VA Metro Area",11,7
Virginia,"Roanoke, VA Metro Area",0,5
Virginia,"Staunton-Waynesboro, VA Micro Area",0,1
Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",17,35
Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",113,309
