Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,257,88,94,253,298,180,199,212,289,223,178,175,163
Tuesday,210,93,79,238,253,174,165,179,281,237,196,140,113
Wednesday,222,87,64,217,251,162,163,174,328,245,213,178,138
Thursday,218,110,70,218,261,153,181,187,317,244,183,194,115
Friday,249,98,85,195,240,207,198,237,368,297,212,198,146
Saturday,306,131,96,103,203,141,193,191,249,249,213,208,135
Sunday,271,136,73,65,140,142,191,170,209,213,178,181,135
Total,1733,743,561,1289,1646,1159,1290,1350,2041,1708,1373,1274,945
