Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,47,21,24,8,12,23,16,25,30,35,80,60,2
Tuesday,32,31,9,7,9,18,17,25,29,42,71,47,4
Wednesday,42,16,8,5,10,10,17,22,27,43,58,93,7
Thursday,47,22,18,7,11,11,21,28,13,35,52,70,6
Friday,64,31,22,10,13,16,25,29,32,52,71,80,3
Saturday,59,51,25,21,17,17,16,19,24,43,58,63,12
Sunday,44,51,20,10,6,10,16,16,22,29,59,60,4
TOTAL,335,223,126,68,78,105,128,164,177,279,449,473,38
