Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,103,37,15,19,71,43,53,80,70,59,56,44,52
Tuesday,94,41,20,21,72,60,67,57,57,50,63,57,64
Wednesday,87,30,17,21,49,43,64,80,65,49,42,60,46
Thursday,90,40,14,12,65,43,82,74,66,46,47,53,57
Friday,146,27,21,31,67,57,53,74,78,76,74,65,49
Saturday,120,77,35,21,50,32,39,45,51,70,75,82,44
Sunday,100,75,50,24,35,26,41,44,56,44,71,44,45
TOTAL,740,327,172,149,409,304,399,454,443,394,428,405,357
