Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,324,170,72,58,173,162,182,296,291,341,415,404,80
Tuesday,341,195,87,75,157,192,205,235,295,293,424,400,91
Wednesday,309,173,81,86,128,156,214,256,258,273,388,405,76
Thursday,389,205,75,61,159,159,228,250,255,292,381,414,86
Friday,462,180,90,86,169,185,212,256,303,345,475,540,82
Saturday,619,460,194,91,145,155,203,209,266,355,461,569,86
Sunday,610,408,192,95,111,123,198,216,275,314,444,380,92
TOTAL,3054,1791,791,552,1042,1132,1442,1718,1943,2213,2988,3112,593
