Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,37,17,11,9,20,14,22,20,17,30,25,29,4
Tuesday,34,26,12,8,20,19,16,27,30,28,27,35,2
Wednesday,25,18,16,12,13,17,14,16,24,27,24,21,5
Thursday,17,12,20,4,12,14,14,13,19,21,18,26,3
Friday,26,16,9,6,13,11,13,16,31,23,18,27,3
Saturday,30,33,25,3,9,21,25,27,23,25,30,34,4
Sunday,39,36,18,7,10,15,23,23,32,37,28,28,7
TOTAL,208,158,111,49,97,111,127,142,176,191,170,200,28
