Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,342,158,137,432,625,437,483,340,437,408,364,314,86
Tuesday,319,127,132,435,605,377,391,355,455,383,317,280,96
Wednesday,320,144,138,440,567,393,521,412,486,479,371,296,101
Thursday,342,152,131,383,562,393,454,401,500,407,315,310,111
Friday,382,168,169,364,575,371,525,414,621,554,397,362,96
Saturday,384,221,140,141,297,318,406,370,419,423,329,331,93
Sunday,389,219,139,113,241,294,366,314,392,314,309,306,63
Total,2478,1189,986,2308,3472,2583,3146,2606,3310,2968,2402,2199,646
