Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,81,52,29,12,21,42,47,67,64,104,146,160,2
Tuesday,79,37,15,18,25,50,60,59,53,80,161,169,3
Wednesday,109,43,18,12,26,54,41,59,63,93,146,158,5
Thursday,90,35,16,15,30,37,39,49,54,80,136,145,2
Friday,116,52,22,16,27,40,64,60,69,74,167,165,3
Saturday,129,117,46,25,18,29,33,42,49,76,131,145,2
Sunday,106,99,43,11,17,24,26,30,42,93,129,151,1
TOTAL,710,435,189,109,164,276,310,366,394,600,1016,1093,18
