Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,110,23,14,17,60,47,89,62,71,48,64,47,36
Tuesday,64,24,11,21,53,49,71,75,76,57,47,42,37
Wednesday,81,20,21,12,45,63,74,95,50,46,56,55,30
Thursday,90,31,13,29,71,50,65,74,65,47,60,53,34
Friday,119,35,17,24,55,72,92,63,64,55,70,73,37
Saturday,124,70,29,17,25,36,54,39,40,49,65,77,25
Sunday,126,67,33,19,33,33,39,46,55,52,45,35,33
TOTAL ,714,270,138,139,342,350,484,454,421,354,407,382,232
