Survey Year,UnitID,Institution Name,Campus ID,Campus Name,Institution Size,Illegal Weapons Possession,Drug Law Violations,Liquor Law Violations
2011,231420,Averett University,1,Main Campus,901,2,10,30
2011,366793,Baptist Theological Seminary at Richmond,1,Main Campus,110,0,0,0
2011,231554,Bluefield College,1,Main Campus,763,0,0,0
2011,231581,Bridgewater College,1,Main Campus,1648,0,4,117
2011,231712,Christopher Newport University,1,Main Campus,4990,0,11,153
2011,231624,College of William and Mary,1,Main Campus,8200,0,10,278
2011,232043,Eastern Mennonite University,1,Main Campus,1521,0,2,7
2011,231970,Eastern Virginia Medical School,1,Main Campus,1008,0,0,0
2011,232025,Emory & Henry College,1,Main Campus,982,0,0,23
2011,232089,Ferrum College,1,Ferrum College,1512,0,27,42
2011,232186,George Mason University,1,Main Campus,33320,0,29,187
2011,232256,Hampden-Sydney College,1,Main Campus,1057,0,24,52
2011,232265,Hampton University,1,Main Campus,5221,0,1,2
2011,232308,Hollins University,1,Hollins University,953,0,0,15
2011,232423,James Madison University,1,Main Campus-Harrisonburg,19722,3,219,1113
2011,232423,James Madison University,2,Madison House (London Semester - Branch Campus),19722,0,0,0
2011,232423,James Madison University,3,Antwerp Hall- JMU Semester in Antwerp- Belgium,19722,0,0,0
2011,232423,James Madison University,4,Palazzo Capponi (JMU's Semester in Florence- Italy),19722,0,0,0
2011,231837,Jefferson College of Health Sciences,1,JCHS Main Campus,1065,0,0,3
2011,232557,Liberty University,1,Main Campus,64096,2,22,52
2011,232566,Longwood University,1,Main Campus,4860,0,2,61
2011,232609,Lynchburg College,1,Main Campus,2828,0,8,132
2011,232672,Mary Baldwin College,1,Main Campus,1783,0,0,13
2011,232706,Marymount University,1,Marymount University,3633,0,23,82
2011,232937,Norfolk State University,1,Norfolk State University,7091,0,46,72
2011,232982,Old Dominion University,1,Old Dominion University,24753,1,143,359
2011,233277,Radford University,1,Main Campus,9370,0,13,154
2011,233301,Randolph College,1,RANDOLPH COLLEGE,576,1,6,121
2011,233295,Randolph-Macon College,1,Main Campus,1257,0,1,57
2011,231651,Regent University,1,Main Campus,5568,0,0,2
2011,233338,Richard Bland College of the College of William and Mary,1,Richard Bland College of the College of William and Mary,1629,0,0,28
2011,233426,Roanoke College,1,Main Campus,2057,0,4,146
2011,233499,Saint Pauls College,1,Saint Paul's College,410,0,0,0
2011,233541,Shenandoah University,1,Main Campus,4052,1,17,46
2011,451608,Southeast Culinary & Hospitality College,1,Southeast Culinary & Hospitality College,71,0,0,0
2011,233611,Southern Virginia University,1,Main Campus,803,0,0,0
2011,233718,Sweet Briar College,1,Main Campus,760,0,0,34
2011,233897,The University of Virginia's College at Wise,1,University of VA's College at Wise,2067,0,10,0
2011,233842,Union Presbyterian Seminary,1,Main Campus,221,0,0,0
2011,232681,University of Mary Washington,1,University of Mary Washington,5170,0,7,237
2011,233374,University of Richmond,1,Main Campus,4348,0,21,291
2011,234076,University of Virginia-Main Campus,1,Main Campus,24297,0,11,372
2011,234030,Virginia Commonwealth University,1,Monroe Park Campus,31627,0,142,159
2011,234030,Virginia Commonwealth University,2,MCV Campus,31627,2,12,31
2011,233912,Virginia Intermont College,1,Virginia Intermont College,558,0,2,6
2011,234085,Virginia Military Institute,1,Virginia Military Institute,1605,0,1,15
2011,233921,Virginia Polytechnic Institute and State University,1,Virginia Polytechnic Institute and State Univ,30936,0,10,457
2011,233921,Virginia Polytechnic Institute and State University,7,Washington-Alexandria Center,30936,0,0,0
2011,233921,Virginia Polytechnic Institute and State University,9,Center for European Studies and Architecture,30936,0,0,0
2011,233921,Virginia Polytechnic Institute and State University,11,Middleburg Agricultural Research and Extension Center,30936,0,0,0
2011,234155,Virginia State University,1,Main Campus,5890,1,4,2
2011,234164,Virginia Union University,1,Main Campus,1678,1,1,3
2011,234137,Virginia University of Lynchburg,1,Main Campus,597,0,0,0
2011,234173,Virginia Wesleyan College,1,VIRGINIA WESLEYAN COLLEGE,1404,0,32,141
2011,234207,Washington and Lee University,1,Main Campus,2193,0,26,121
2011,234359,Woodrow Wilson Rehabilitation Center,1,Woodrow Wilson Rehabilitation Center,128,2,3,2
