URL,ID,Date,County,Drug Related,Alcohol-Related,Sex-Related,Violence-Related,Profit-Motivated,Other
https://policecrime.bgsu.edu/Cases/Details/00396N01094,00396N01094,02/07/2005,Accomack County,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
https://policecrime.bgsu.edu/Cases/Details/02746N02285,02746N02285,01/27/2011,Accomack County,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
https://policecrime.bgsu.edu/Cases/Details/02803N02795,02803N02795,02/07/2011,Accomack County,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
https://policecrime.bgsu.edu/Cases/Details/04202N03565,04202N03565,01/05/2012,Albemarle County,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
https://policecrime.bgsu.edu/Cases/Details/07535N06355,07535N06355,12/12/2012,Albemarle County,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
https://policecrime.bgsu.edu/Cases/Details/02321N00092,02321N00092,07/25/2009,Alexandria city,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
https://policecrime.bgsu.edu/Cases/Details/02752N02291,02752N02291,01/08/2011,Alexandria city,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
https://policecrime.bgsu.edu/Cases/Details/03008N02501,03008N02501,04/21/2011,Alexandria city,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
https://policecrime.bgsu.edu/Cases/Details/00055N01802,00055N01802,12/02/2005,Arlington County,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
https://policecrime.bgsu.edu/Cases/Details/08166N06795,08166N06795,05/30/2013,Arlington County,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
https://policecrime.bgsu.edu/Cases/Details/02913N02422,02913N02422,03/27/2011,Bedford County,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
https://policecrime.bgsu.edu/Cases/Details/03590N03089,03590N03089,10/19/2011,Bedford County,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
https://policecrime.bgsu.edu/Cases/Details/03794N03199,03794N03199,11/15/2011,Bristol city,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
https://policecrime.bgsu.edu/Cases/Details/06082N05168,06082N05168,04/26/2010,Campbell County,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
https://policecrime.bgsu.edu/Cases/Details/07317N06178,07317N06178,09/11/2012,Campbell County,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
https://policecrime.bgsu.edu/Cases/Details/07490N06322,07490N06322,09/10/2012,Campbell County,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
https://policecrime.bgsu.edu/Cases/Details/00565N00195,00565N00195,04/20/2006,Caroline County,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
https://policecrime.bgsu.edu/Cases/Details/00566N01807,00566N01807,04/26/2006,Caroline County,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
https://policecrime.bgsu.edu/Cases/Details/00755N01807,00755N01807,04/26/2006,Caroline County,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
https://policecrime.bgsu.edu/Cases/Details/01869N00200,01869N00200,10/24/2007,Caroline County,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
https://policecrime.bgsu.edu/Cases/Details/03953N03332,03953N03332,12/21/2011,Charlottesville city,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
